Bowflex Max Trainer,CAM49053 DEDIKE2016Q1A,,1/3/2017,1/2/2017,1,Digital - Info Kit,Web
Bowflex Max Trainer,CAM49748 GRITN120HUNNYTIC,1/3/2017,1/3/2017,1/2/2017,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49748 GRITN120HUNNYTIC,,1/3/2017,1/2/2017,3,Short Form,Call Center Internal
Treadclimber,CAM49748 GRITN120HUNNYTIC,,1/3/2017,1/2/2017,3,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49748 GRITN120HUNNYTIC,1/3/2017,1/3/2017,1/2/2017,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM49749 LAFFN120HUNNYTIC,1/3/2017,1/3/2017,1/2/2017,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49749 LAFFN120HUNNYTIC,,1/3/2017,1/2/2017,1,Short Form,Call Center Internal
Treadclimber,CAM49749 LAFFN120HUNNYTIC,,1/3/2017,1/2/2017,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49750 CMT*N120HUNNYTIC,,1/3/2017,1/2/2017,1,Short Form,Call Center Internal
Treadclimber,CAM49750 CMT*N120HUNNYTIC,,1/3/2017,1/2/2017,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49751 FOXNN120HUNNYTIC,1/3/2017,1/3/2017,1/2/2017,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM49753 PURSN120HUNNYTIC,,1/3/2017,1/2/2017,1,Short Form,Call Center Internal
Treadclimber,CAM49753 PURSN120HUNNYTIC,,1/3/2017,1/2/2017,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49754 HERON120HUNNYTIC,1/3/2017,1/3/2017,1/2/2017,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49758 INSPN120HUNNYTIC,1/3/2017,1/3/2017,1/2/2017,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49761 OWN*N120HUNNYTIC,1/3/2017,1/3/2017,1/2/2017,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49761 OWN*N120HUNNYTIC,1/3/2017,1/3/2017,1/2/2017,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM49761 OWN*N120HUNNYTIC,1/3/2017,1/3/2017,1/2/2017,4,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM49769 DTVSN60*HUNNYTIC,1/3/2017,1/3/2017,1/2/2017,3,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49769 DTVSN60*HUNNYTIC,,1/3/2017,1/2/2017,2,Short Form,Call Center Internal
Treadclimber,CAM49769 DTVSN60*HUNNYTIC,,1/3/2017,1/2/2017,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49770 DISMN60*HUNNYTIC,1/3/2017,1/3/2017,1/2/2017,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49771 DISNN60*HUNNYTIC,1/3/2017,1/3/2017,1/2/2017,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49772 DISAN60*HUNNYTIC,1/3/2017,1/3/2017,1/2/2017,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49778 WGNAN60*HUNNYTIC,1/3/2017,1/3/2017,1/2/2017,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49778 WGNAN60*HUNNYTIC,,1/3/2017,1/2/2017,1,Short Form,Call Center Internal
Treadclimber,CAM49778 WGNAN60*HUNNYTIC,,1/3/2017,1/2/2017,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49778 WGNAN60*HUNNYTIC,,1/3/2017,1/2/2017,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM49778 WGNAN60*HUNNYTIC,,1/3/2017,1/2/2017,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM49825 P1116ADATCSCSYFW,1/3/2017,1/3/2017,1/2/2017,1,Print,Call Center Internal
Treadclimber,CAM49910 HMM*N120DANYETIC,1/3/2017,1/3/2017,1/2/2017,8,Short Form,Call Center Internal
Treadclimber,CAM49910 HMM*N120DANYETIC,,1/3/2017,1/2/2017,3,Short Form,Call Center Internal
Treadclimber,CAM49911 INSPN120DANYETIC,1/3/2017,1/3/2017,1/2/2017,11,Short Form,Call Center Internal
Bowflex Selecttech Dumbbells,CAM49912 METVN120DANYETIC,,1/3/2017,1/2/2017,1,Short Form,Call Center Internal
Treadclimber,CAM49912 METVN120DANYETIC,1/3/2017,1/3/2017,1/2/2017,5,Short Form,Call Center Internal
Treadclimber,CAM49912 METVN120DANYETIC,,1/3/2017,1/2/2017,1,Short Form,Call Center Internal
Treadclimber,CAM49914 GAMEN120DANYETIC,1/3/2017,1/3/2017,1/2/2017,2,Short Form,Call Center Internal
Treadclimber,CAM49916 TESCN120DANYETIC,1/3/2017,1/3/2017,1/2/2017,3,Short Form,Call Center Internal
Treadclimber,CAM49917 GET*N120DANYETIC,1/3/2017,1/3/2017,1/2/2017,3,Short Form,Call Center Internal
Treadclimber,CAM49919 MOVSN120DANYETIC,1/3/2017,1/3/2017,1/2/2017,6,Short Form,Call Center Internal
Treadclimber,CAM49919 MOVSN120DANYETIC,,1/3/2017,1/2/2017,1,Short Form,Call Center Internal
Treadclimber,CAM49920 UPTVN120DANYETIC,1/3/2017,1/3/2017,1/2/2017,1,Short Form,Call Center Internal
Treadclimber,CAM49921 DISEN60*DANYETIC,1/3/2017,1/3/2017,1/2/2017,1,Short Form,Call Center Internal
Treadclimber,CAM49922 DRTFN60*DANYETIC,1/3/2017,1/3/2017,1/2/2017,3,Short Form,Call Center Internal
Treadclimber,CAM49923 LMN*N60*DANYETIC,1/3/2017,1/3/2017,1/2/2017,1,Short Form,Call Center Internal
Treadclimber,CAM49930 FOODN60*DANYETIC,1/3/2017,1/3/2017,1/2/2017,1,Short Form,Call Center Internal
Treadclimber,CAM49932 HALLN60*DANYETIC,1/3/2017,1/3/2017,1/2/2017,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49986 SAWDODAOLE,,1/3/2017,1/2/2017,1,Online Display,Call Center Internal
Bowflex Catalog,CAM49996 DODAOLEDL1,,1/3/2017,1/2/2017,1,Online Display,Web
Bowflex Max Trainer,CAM49996 DODAOLEDL1,,1/3/2017,1/2/2017,2,Online Display,Web
Bowflex Max Trainer,CAM50025 USALL60*HUNNYTIC,1/3/2017,1/3/2017,1/2/2017,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM50026 COMTL120HUNNYTIC,1/3/2017,1/3/2017,1/2/2017,4,Short Form,Call Center Internal
Bowflex Max Trainer,CAM50026 COMTL120HUNNYTIC,1/3/2017,1/3/2017,1/2/2017,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM50033 P1216PLAYBOYMPO*,,1/3/2017,1/2/2017,1,Print,Call Center Internal
Treadclimber,CAM50033 P1216PLAYBOYMPO*,,1/3/2017,1/2/2017,1,Print,Call Center Internal
Bowflex Max Trainer,CAM50234 HMM*N60*HUNNYTIC,1/3/2017,1/3/2017,1/2/2017,1,Short Form,Third Party Call Center - Evolve
Bowflex Catalog,CAM50251 DCBHOMEWIN17,1/3/2017,1/3/2017,1/2/2017,8,Catalog,Call Center Internal
Bowflex Catalog,CAM50251 DCBHOMEWIN17,,1/3/2017,1/2/2017,34,Catalog,Call Center Internal
Bowflex Max Trainer,CAM50251 DCBHOMEWIN17,,1/3/2017,1/2/2017,9,Catalog,Call Center Internal
Bowflex Selecttech Dumbbells,CAM50251 DCBHOMEWIN17,,1/3/2017,1/2/2017,1,Catalog,Call Center Internal
Schwinn,CAM50251 DCBHOMEWIN17,,1/3/2017,1/2/2017,2,Catalog,Call Center Internal
Treadclimber,CAM50251 DCBHOMEWIN17,,1/3/2017,1/2/2017,15,Catalog,Call Center Internal
Bowflex Brand,CAM50251 DCBHOMEWIN17,,1/3/2017,1/2/2017,1,Catalog,Web
Bowflex Catalog,CAM50251 DCBHOMEWIN17,,1/3/2017,1/2/2017,7,Catalog,Web
Bowflex Home Gyms,CAM50251 DCBHOMEWIN17,,1/3/2017,1/2/2017,1,Catalog,Web
Bowflex Max Trainer,CAM50251 DCBHOMEWIN17,,1/3/2017,1/2/2017,6,Catalog,Web
Treadclimber,CAM50251 DCBHOMEWIN17,,1/3/2017,1/2/2017,5,Catalog,Web
Treadclimber,CAM50258 P0117PEOPLENICBR,1/3/2017,1/3/2017,1/2/2017,3,Print,Call Center Internal
Bowflex Max Trainer,CAM50341 DEMEBMEM5659,,1/3/2017,1/2/2017,1,Online Social,Call Center Internal
Treadclimber,CAM50354 DTVLN60*DANYETIC,1/3/2017,1/3/2017,1/2/2017,3,Short Form,Call Center Internal
Treadclimber,CAM50354 DTVLN60*DANYETIC,,1/3/2017,1/2/2017,2,Short Form,Call Center Internal
Treadclimber,CAM50356 USA*N60*DANYETIC,1/3/2017,1/3/2017,1/2/2017,1,Short Form,Call Center Internal
Bowflex Catalog,CAM6025 SAWWEBTC,,1/3/2017,1/2/2017,1,Electronic - UnSourced,Call Center Internal
Bowflex Home Gyms,CAM6025 SAWWEBTC,,1/3/2017,1/2/2017,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM6025 SAWWEBTC,,1/3/2017,1/2/2017,1,Electronic - UnSourced,Call Center Internal
Bowflex Catalog,CAM127 1800BOWFLEX_BFC,1/4/2017,1/4/2017,1/2/2017,3,Electronic - UnSourced,Call Center Internal
Bowflex Catalog,CAM127 1800BOWFLEX_BFC,,1/4/2017,1/2/2017,1,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM16426 DSETDIR,,1/4/2017,1/2/2017,1,Electronic - Short Form,Web
Treadclimber,CAM16426 DSETDIR,1/4/2017,1/4/2017,1/2/2017,2,Electronic - Short Form,Web
Treadclimber,CAM16426 DSETDIR,,1/4/2017,1/2/2017,10,Electronic - Short Form,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,,1/4/2017,1/2/2017,3,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM16616 DEGBFBHG,,1/4/2017,1/2/2017,3,Electronic - UnSourced,Call Center Internal
Bowflex Brand,CAM16616 DEGBFBHG,,1/4/2017,1/2/2017,51,Electronic - UnSourced,Web
Bowflex Catalog,CAM16616 DEGBFBHG,1/4/2017,1/4/2017,1/2/2017,4,Electronic - UnSourced,Web
Bowflex Catalog,CAM16616 DEGBFBHG,,1/4/2017,1/2/2017,2,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,1/4/2017,1/4/2017,1/2/2017,4,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,,1/4/2017,1/2/2017,118,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,1/4/2017,1/4/2017,1/2/2017,13,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,,1/4/2017,1/2/2017,133,Electronic - UnSourced,Web
Bowflex Revolution,CAM16616 DEGBFBHG,,1/4/2017,1/2/2017,2,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM16616 DEGBFBHG,1/4/2017,1/4/2017,1/2/2017,2,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM16616 DEGBFBHG,,1/4/2017,1/2/2017,26,Electronic - UnSourced,Web
Bowflex UpperCut,CAM16616 DEGBFBHG,,1/4/2017,1/2/2017,1,Electronic - UnSourced,Web
Nautilus,CAM16616 DEGBFBHG,,1/4/2017,1/2/2017,2,Electronic - UnSourced,Web
Treadclimber,CAM16616 DEGBFBHG,1/4/2017,1/4/2017,1/2/2017,11,Electronic - UnSourced,Web
Treadclimber,CAM16616 DEGBFBHG,,1/4/2017,1/2/2017,108,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM28157 SALESFOLLOWUP,,1/4/2017,1/2/2017,10,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM28157 SALESFOLLOWUP,,1/4/2017,1/2/2017,3,Un-Sourced,Call Center Internal
Treadclimber,CAM28157 SALESFOLLOWUP,,1/4/2017,1/2/2017,5,Un-Sourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM30753 dosg2dsl5,,1/4/2017,1/2/2017,1,Online Search,Web
Bowflex Home Gyms,CAM30755 dosg2gsl1,1/4/2017,1/4/2017,1/2/2017,1,Online Search,Web
Bowflex Home Gyms,CAM30755 dosg2gsl1,,1/4/2017,1/2/2017,7,Online Search,Web
Bowflex Revolution,CAM30755 dosg2gsl1,,1/4/2017,1/2/2017,3,Online Search,Web
Bowflex Selecttech Dumbbells,CAM30755 dosg2gsl1,,1/4/2017,1/2/2017,1,Online Search,Web
Treadclimber,CAM30755 dosg2gsl1,,1/4/2017,1/2/2017,1,Online Search,Web
Bowflex Catalog,CAM30796 SAWDOSG2G,,1/4/2017,1/2/2017,2,Online Search,Call Center Internal
Bowflex Home Gyms,CAM30796 SAWDOSG2G,,1/4/2017,1/2/2017,12,Online Search,Call Center Internal
Bowflex Max Trainer,CAM30796 SAWDOSG2G,,1/4/2017,1/2/2017,2,Online Search,Call Center Internal
Bowflex Selecttech Dumbbells,CAM30796 SAWDOSG2G,,1/4/2017,1/2/2017,3,Online Search,Call Center Internal
Bowflex UpperCut,CAM30796 SAWDOSG2G,,1/4/2017,1/2/2017,1,Online Search,Call Center Internal
Schwinn,CAM30796 SAWDOSG2G,,1/4/2017,1/2/2017,1,Online Search,Call Center Internal
Treadclimber,CAM30796 SAWDOSG2G,,1/4/2017,1/2/2017,5,Online Search,Call Center Internal
Treadclimber,CAM30896 SAWICAOSGCT,,1/4/2017,1/2/2017,2,Online Search,Call Center Internal
Bowflex Brand,CAM31081 dosg2gl1,,1/4/2017,1/2/2017,23,Online Search,Web
Bowflex Catalog,CAM31081 dosg2gl1,1/4/2017,1/4/2017,1/2/2017,2,Online Search,Web
Bowflex Catalog,CAM31081 dosg2gl1,,1/4/2017,1/2/2017,2,Online Search,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,1/4/2017,1/4/2017,1/2/2017,2,Online Search,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,,1/4/2017,1/2/2017,51,Online Search,Web
Bowflex Max Trainer,CAM31081 dosg2gl1,1/4/2017,1/4/2017,1/2/2017,7,Online Search,Web
Bowflex Max Trainer,CAM31081 dosg2gl1,,1/4/2017,1/2/2017,51,Online Search,Web
Bowflex Revolution,CAM31081 dosg2gl1,,1/4/2017,1/2/2017,5,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31081 dosg2gl1,1/4/2017,1/4/2017,1/2/2017,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31081 dosg2gl1,,1/4/2017,1/2/2017,17,Online Search,Web
Treadclimber,CAM31081 dosg2gl1,,1/4/2017,1/2/2017,40,Online Search,Web
Bowflex Home Gyms,CAM32062 dofg2gfeed1,,1/4/2017,1/2/2017,3,Online Shopping,Web
Bowflex Max Trainer,CAM32062 dofg2gfeed1,,1/4/2017,1/2/2017,1,Online Shopping,Web
Bowflex Revolution,CAM32062 dofg2gfeed1,,1/4/2017,1/2/2017,3,Online Shopping,Web
Treadclimber,CAM32062 dofg2gfeed1,,1/4/2017,1/2/2017,1,Online Shopping,Web
Bowflex Home Gyms,CAM32080 SAWDOFG2G,,1/4/2017,1/2/2017,1,Online Shopping,Call Center Internal
Bowflex Max Trainer,CAM32080 SAWDOFG2G,,1/4/2017,1/2/2017,1,Online Shopping,Call Center Internal
Bowflex Revolution,CAM32080 SAWDOFG2G,,1/4/2017,1/2/2017,1,Online Shopping,Call Center Internal
Treadclimber,CAM32080 SAWDOFG2G,,1/4/2017,1/2/2017,1,Online Shopping,Call Center Internal
Bowflex Max Trainer,CAM32123 dofg2tfeed1,1/4/2017,1/4/2017,1/2/2017,1,Online Shopping,Web
Bowflex Max Trainer,CAM32123 dofg2tfeed1,,1/4/2017,1/2/2017,1,Online Shopping,Web
Treadclimber,CAM32123 dofg2tfeed1,1/4/2017,1/4/2017,1/2/2017,1,Online Shopping,Web
Treadclimber,CAM32123 dofg2tfeed1,,1/4/2017,1/2/2017,11,Online Shopping,Web
Bowflex Revolution,CAM32595 SAWDOSBIT,,1/4/2017,1/2/2017,1,Online Search,Call Center Internal
Treadclimber,CAM32595 SAWDOSBIT,1/4/2017,1/4/2017,1/2/2017,2,Online Search,Call Center Internal
Treadclimber,CAM32595 SAWDOSBIT,,1/4/2017,1/2/2017,2,Online Search,Call Center Internal
Treadclimber,CAM32595 SAWDOSBIT,1/4/2017,1/4/2017,1/2/2017,1,Online Search,Third Party Call Center - Evolve
Bowflex Catalog,CAM36079 dsetsf11e,1/4/2017,1/4/2017,1/2/2017,1,Electronic - Short Form,Web
Treadclimber,CAM36079 dsetsf11e,,1/4/2017,1/2/2017,12,Electronic - Short Form,Web
Treadclimber,CAM36194 dosg2tsl1,,1/4/2017,1/2/2017,1,Online Search,Web
Treadclimber,CAM36206 dosg2tsl7,,1/4/2017,1/2/2017,1,Online Search,Web
Bowflex Max Trainer,CAM36605 SAWSF12A,,1/4/2017,1/2/2017,1,Electronic - Short Form,Call Center Internal
Treadclimber,CAM36605 SAWSF12A,,1/4/2017,1/2/2017,1,Electronic - Short Form,Call Center Internal
Bowflex Max Trainer,CAM36608 dsetsf12a,,1/4/2017,1/2/2017,2,Electronic - Short Form,Web
Treadclimber,CAM36608 dsetsf12a,1/4/2017,1/4/2017,1/2/2017,6,Electronic - Short Form,Web
Treadclimber,CAM36608 dsetsf12a,,1/4/2017,1/2/2017,13,Electronic - Short Form,Web
Treadclimber,CAM36885 dosbitsl2,,1/4/2017,1/2/2017,2,Online Search,Web
Bowflex Selecttech Dumbbells,CAM37148 dosg2dsl12,,1/4/2017,1/2/2017,1,Online Search,Web
Treadclimber,CAM37269 dpetprint12d,1/4/2017,1/4/2017,1/2/2017,1,Electronic - Print,Web
Treadclimber,CAM37269 dpetprint12d,1/18/2017,1/4/2017,1/2/2017,1,Electronic - Print,Web
Bowflex Selecttech Dumbbells,CAM37428 dosg2dsl14,1/4/2017,1/4/2017,1/2/2017,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM37428 dosg2dsl14,,1/4/2017,1/2/2017,2,Online Search,Web
Bowflex Selecttech Dumbbells,CAM37429 dosg2dsl15,,1/4/2017,1/2/2017,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM37432 dosg2dsl18,,1/4/2017,1/2/2017,1,Online Search,Web
Bowflex Catalog,CAM37440 dosg2tsl21,1/4/2017,1/4/2017,1/2/2017,3,Online Search,Web
Bowflex Max Trainer,CAM37440 dosg2tsl21,,1/4/2017,1/2/2017,6,Online Search,Web
Bowflex Selecttech Dumbbells,CAM37440 dosg2tsl21,,1/4/2017,1/2/2017,1,Online Search,Web
Treadclimber,CAM37440 dosg2tsl21,1/4/2017,1/4/2017,1/2/2017,4,Online Search,Web
Treadclimber,CAM37440 dosg2tsl21,,1/4/2017,1/2/2017,31,Online Search,Web
Treadclimber,CAM37443 dosg2tsl24,1/4/2017,1/4/2017,1/2/2017,1,Online Search,Web
Treadclimber,CAM37443 dosg2tsl24,,1/4/2017,1/2/2017,7,Online Search,Web
Bowflex Max Trainer,CAM37655 dosbitsl10,,1/4/2017,1/2/2017,2,Online Search,Web
Treadclimber,CAM37655 dosbitsl10,1/4/2017,1/4/2017,1/2/2017,3,Online Search,Web
Treadclimber,CAM37655 dosbitsl10,,1/4/2017,1/2/2017,11,Online Search,Web
Bowflex Selecttech Dumbbells,CAM37740 dosbidsl8,,1/4/2017,1/2/2017,1,Online Search,Web
Bowflex Catalog,CAM37743 dosbigsl6,1/4/2017,1/4/2017,1/2/2017,1,Online Search,Web
Bowflex Max Trainer,CAM38406 SAWDPETPRINT12F,,1/4/2017,1/2/2017,4,Electronic - Print,Call Center Internal
Treadclimber,CAM38406 SAWDPETPRINT12F,1/4/2017,1/4/2017,1/2/2017,1,Electronic - Print,Call Center Internal
Treadclimber,CAM38406 SAWDPETPRINT12F,,1/4/2017,1/2/2017,8,Electronic - Print,Call Center Internal
Bowflex Max Trainer,CAM39441 dosbigl1,,1/4/2017,1/2/2017,1,Online Search,Call Center Internal
Treadclimber,CAM39441 dosbigl1,,1/4/2017,1/2/2017,1,Online Search,Call Center Internal
Bowflex Brand,CAM39441 dosbigl1,,1/4/2017,1/2/2017,7,Online Search,Web
Bowflex Catalog,CAM39441 dosbigl1,1/4/2017,1/4/2017,1/2/2017,4,Online Search,Web
Bowflex Catalog,CAM39441 dosbigl1,,1/4/2017,1/2/2017,3,Online Search,Web
Bowflex Home Gyms,CAM39441 dosbigl1,,1/4/2017,1/2/2017,16,Online Search,Web
Bowflex Max Trainer,CAM39441 dosbigl1,1/4/2017,1/4/2017,1/2/2017,5,Online Search,Web
Bowflex Max Trainer,CAM39441 dosbigl1,,1/4/2017,1/2/2017,16,Online Search,Web
Bowflex Revolution,CAM39441 dosbigl1,,1/4/2017,1/2/2017,3,Online Search,Web
Bowflex Selecttech Dumbbells,CAM39441 dosbigl1,,1/4/2017,1/2/2017,1,Online Search,Web
Treadclimber,CAM39441 dosbigl1,1/4/2017,1/4/2017,1/2/2017,1,Online Search,Web
Treadclimber,CAM39441 dosbigl1,,1/4/2017,1/2/2017,16,Online Search,Web
Bowflex Selecttech Dumbbells,CAM40819 1800SELECTTECH,1/4/2017,1/4/2017,1/2/2017,3,Un-Sourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM40819 1800SELECTTECH,,1/4/2017,1/2/2017,1,Un-Sourced,Call Center Internal
Bowflex Catalog,CAM40820 1800BFXCATALOG,1/4/2017,1/4/2017,1/2/2017,1,Un-Sourced,Call Center Internal
Bowflex Home Gyms,CAM40821 1800BOWFLEX,1/4/2017,1/4/2017,1/2/2017,1,Un-Sourced,Call Center Internal
Bowflex Home Gyms,CAM40821 1800BOWFLEX,,1/4/2017,1/2/2017,1,Un-Sourced,Call Center Internal
Treadclimber,CAM40821 1800BOWFLEX,,1/4/2017,1/2/2017,1,Un-Sourced,Call Center Internal
Treadclimber,CAM40825 1800TREADCLIMBER,1/4/2017,1/4/2017,1/2/2017,4,Un-Sourced,Call Center Internal
Treadclimber,CAM40825 1800TREADCLIMBER,,1/4/2017,1/2/2017,7,Un-Sourced,Call Center Internal
Treadclimber,CAM43683 dosbitsl14,1/4/2017,1/4/2017,1/2/2017,8,Online Search,Web
Treadclimber,CAM43683 dosbitsl14,1/5/2017,1/4/2017,1/2/2017,1,Online Search,Web
Bowflex Max Trainer,CAM44172 dseesf14a,1/4/2017,1/4/2017,1/2/2017,5,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44172 dseesf14a,2/7/2017,1/4/2017,1/2/2017,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44172 dseesf14a,,1/4/2017,1/2/2017,25,Electronic - Short Form,Web
Treadclimber,CAM44172 dseesf14a,,1/4/2017,1/2/2017,4,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44213 dseesf14b,,1/4/2017,1/2/2017,1,Electronic - Short Form,Web
Treadclimber,CAM44213 dseesf14b,,1/4/2017,1/2/2017,1,Electronic - Short Form,Web
Bowflex Home Gyms,CAM44215 SAWDSEESF14A,,1/4/2017,1/2/2017,2,Electronic - Short Form,Call Center Internal
Bowflex Max Trainer,CAM44215 SAWDSEESF14A,1/4/2017,1/4/2017,1/2/2017,1,Electronic - Short Form,Call Center Internal
Bowflex Revolution,CAM44215 SAWDSEESF14A,,1/4/2017,1/2/2017,1,Electronic - Short Form,Call Center Internal
Bowflex Selecttech Dumbbells,CAM44215 SAWDSEESF14A,,1/4/2017,1/2/2017,1,Electronic - Short Form,Call Center Internal
Schwinn,CAM44215 SAWDSEESF14A,,1/4/2017,1/2/2017,1,Electronic - Short Form,Call Center Internal
Treadclimber,CAM44215 SAWDSEESF14A,,1/4/2017,1/2/2017,1,Electronic - Short Form,Call Center Internal
Bowflex Max Trainer,CAM44223 SAWDOSBIE,1/4/2017,1/4/2017,1/2/2017,3,Online Search,Call Center Internal
Bowflex Max Trainer,CAM44223 SAWDOSBIE,,1/4/2017,1/2/2017,4,Online Search,Call Center Internal
Treadclimber,CAM44223 SAWDOSBIE,,1/4/2017,1/2/2017,6,Online Search,Call Center Internal
Bowflex Max Trainer,CAM44223 SAWDOSBIE,,1/4/2017,1/2/2017,1,Online Search,Third Party Call Center - Evolve
Bowflex Catalog,CAM44230 SAWDOSG2E,,1/4/2017,1/2/2017,1,Online Search,Call Center Internal
Bowflex Max Trainer,CAM44230 SAWDOSG2E,1/4/2017,1/4/2017,1/2/2017,4,Online Search,Call Center Internal
Bowflex Max Trainer,CAM44230 SAWDOSG2E,,1/4/2017,1/2/2017,8,Online Search,Call Center Internal
Treadclimber,CAM44230 SAWDOSG2E,,1/4/2017,1/2/2017,13,Online Search,Call Center Internal
Bowflex Max Trainer,CAM44230 SAWDOSG2E,,1/4/2017,1/2/2017,1,Online Search,Third Party Call Center - Evolve
