Market Channel,Ad ID,Order Week Monday,Date,Count of Orders,Total Revenue
Online Shopping,CAM33953 SAWDOFG2C,11/24/2014,11/29/2014,1,211.64
Online Shopping,CAM33955 SAWDOFNEXTC,11/24/2014,11/29/2014,1,2767.77
Online Shopping,CAM33966 dofg2cfeed1,11/24/2014,11/29/2014,9,5009.73
Online Shopping,CAM33968 dofpgcfeed1,11/24/2014,11/29/2014,1,790.58
Online Search,CAM32308 SAWDOSMSNC,11/24/2014,11/30/2014,2,442.90
Online Search,CAM32376 dosg2csl1,11/24/2014,11/30/2014,3,983.28
Online Search,CAM32380 dosmsncsl1,11/24/2014,11/30/2014,4,3298.02
Online Shopping,CAM33966 dofg2cfeed1,11/24/2014,11/30/2014,15,12030.64
Online Shopping,CAM33967 dofnextcfeed1,11/24/2014,11/30/2014,2,2300.65
Online Shopping,CAM33968 dofpgcfeed1,11/24/2014,11/30/2014,1,45.66
Online Search,CAM32307 SAWDOSG2C,12/1/2014,12/1/2014,3,4511.596
Online Search,CAM32308 SAWDOSMSNC,12/1/2014,12/1/2014,2,3876.00
Online Search,CAM32376 dosg2csl1,12/1/2014,12/1/2014,6,4404.63
Online Search,CAM32380 dosmsncsl1,12/1/2014,12/1/2014,9,7423.20
Online Shopping,CAM33953 SAWDOFG2C,12/1/2014,12/1/2014,9,9611.052
Online Shopping,CAM33955 SAWDOFNEXTC,12/1/2014,12/1/2014,3,4972.84
Online Shopping,CAM33960 SAWDOFSZC,12/1/2014,12/1/2014,1,3970.76
Online Shopping,CAM33966 dofg2cfeed1,12/1/2014,12/1/2014,15,12929.17
Online Shopping,CAM33967 dofnextcfeed1,12/1/2014,12/1/2014,1,213.23
Online Search,CAM32307 SAWDOSG2C,12/1/2014,12/2/2014,1,18.99
Online Search,CAM32308 SAWDOSMSNC,12/1/2014,12/2/2014,3,1997.09
Online Search,CAM32376 dosg2csl1,12/1/2014,12/2/2014,7,4868.91
Online Search,CAM32380 dosmsncsl1,12/1/2014,12/2/2014,7,8751.97
Online Shopping,CAM33953 SAWDOFG2C,12/1/2014,12/2/2014,2,4157.43
Online Shopping,CAM33966 dofg2cfeed1,12/1/2014,12/2/2014,5,4313.54
Online Shopping,CAM33967 dofnextcfeed1,12/1/2014,12/2/2014,5,9661.80
Online Shopping,CAM33972 dofszcfeed1,12/1/2014,12/2/2014,1,138.72
Online Search,CAM32307 SAWDOSG2C,12/1/2014,12/3/2014,1,757.54
Online Search,CAM32308 SAWDOSMSNC,12/1/2014,12/3/2014,1,40.89
Online Search,CAM32376 dosg2csl1,12/1/2014,12/3/2014,5,1357.94
Online Search,CAM32380 dosmsncsl1,12/1/2014,12/3/2014,6,9671.45
Online Shopping,CAM33953 SAWDOFG2C,12/1/2014,12/3/2014,4,2713.49
Online Shopping,CAM33966 dofg2cfeed1,12/1/2014,12/3/2014,11,3909.66
Online Search,CAM32307 SAWDOSG2C,12/1/2014,12/4/2014,2,900.42
Online Search,CAM32308 SAWDOSMSNC,12/1/2014,12/4/2014,1,94.35
Online Search,CAM32376 dosg2csl1,12/1/2014,12/4/2014,4,2126.68
Online Search,CAM32380 dosmsncsl1,12/1/2014,12/4/2014,8,15314.56
Online Shopping,CAM33953 SAWDOFG2C,12/1/2014,12/4/2014,2,2583.87
Online Shopping,CAM33966 dofg2cfeed1,12/1/2014,12/4/2014,9,7674.41
Online Shopping,CAM33972 dofszcfeed1,12/1/2014,12/4/2014,2,2179.24
Online Search,CAM44509 SAWDOSBIC,12/1/2014,12/4/2014,2,1725.84
Online Search,CAM32307 SAWDOSG2C,12/1/2014,12/5/2014,2,.00
Online Search,CAM32308 SAWDOSMSNC,12/1/2014,12/5/2014,3,2352.68
Online Search,CAM32376 dosg2csl1,12/1/2014,12/5/2014,2,2071.33
Online Search,CAM32380 dosmsncsl1,12/1/2014,12/5/2014,6,11749.60
Online Shopping,CAM33953 SAWDOFG2C,12/1/2014,12/5/2014,3,2177.45
Online Shopping,CAM33960 SAWDOFSZC,12/1/2014,12/5/2014,2,652.47
Online Shopping,CAM33966 dofg2cfeed1,12/1/2014,12/5/2014,5,2059.11
Online Search,CAM32307 SAWDOSG2C,12/1/2014,12/6/2014,1,4566.74
Online Search,CAM32308 SAWDOSMSNC,12/1/2014,12/6/2014,1,1790.64
Online Search,CAM32376 dosg2csl1,12/1/2014,12/6/2014,3,803.56
Online Search,CAM32380 dosmsncsl1,12/1/2014,12/6/2014,6,8850.55
Online Shopping,CAM33953 SAWDOFG2C,12/1/2014,12/6/2014,3,5746.88
Online Shopping,CAM33960 SAWDOFSZC,12/1/2014,12/6/2014,1,1799.88
Online Shopping,CAM33966 dofg2cfeed1,12/1/2014,12/6/2014,11,3587.37
Online Shopping,CAM33968 dofpgcfeed1,12/1/2014,12/6/2014,1,376.92
Online Search,CAM32307 SAWDOSG2C,12/1/2014,12/7/2014,1,1363.63
Online Search,CAM32308 SAWDOSMSNC,12/1/2014,12/7/2014,1,352.80
Online Search,CAM32376 dosg2csl1,12/1/2014,12/7/2014,5,2386.24
Online Search,CAM32380 dosmsncsl1,12/1/2014,12/7/2014,2,1942.36
Online Shopping,CAM33953 SAWDOFG2C,12/1/2014,12/7/2014,1,11.72
Online Shopping,CAM33960 SAWDOFSZC,12/1/2014,12/7/2014,1,3254.03
Online Shopping,CAM33966 dofg2cfeed1,12/1/2014,12/7/2014,12,5848.97
Online Shopping,CAM33972 dofszcfeed1,12/1/2014,12/7/2014,3,881.50
Online Search,CAM46039 DOSG2CSL10,12/1/2014,12/7/2014,1,1146.93
Online Search,CAM32307 SAWDOSG2C,12/8/2014,12/8/2014,2,73.07
Online Search,CAM32308 SAWDOSMSNC,12/8/2014,12/8/2014,2,686.48
Online Search,CAM32376 dosg2csl1,12/8/2014,12/8/2014,4,674.74
Online Search,CAM32380 dosmsncsl1,12/8/2014,12/8/2014,4,7304.40
Online Shopping,CAM33953 SAWDOFG2C,12/8/2014,12/8/2014,10,7868.417
Online Shopping,CAM33956 SAWDOFPGC,12/8/2014,12/8/2014,1,162.62
Online Shopping,CAM33960 SAWDOFSZC,12/8/2014,12/8/2014,2,367.09
Online Shopping,CAM33966 dofg2cfeed1,12/8/2014,12/8/2014,12,8966.68
Online Shopping,CAM33968 dofpgcfeed1,12/8/2014,12/8/2014,1,53.15
Online Shopping,CAM33972 dofszcfeed1,12/8/2014,12/8/2014,4,2191.45
Online Search,CAM32307 SAWDOSG2C,12/8/2014,12/9/2014,3,1712.14
Online Search,CAM32308 SAWDOSMSNC,12/8/2014,12/9/2014,1,2.54
Online Search,CAM32376 dosg2csl1,12/8/2014,12/9/2014,4,923.01
Online Search,CAM32380 dosmsncsl1,12/8/2014,12/9/2014,8,5886.88
Online Shopping,CAM33953 SAWDOFG2C,12/8/2014,12/9/2014,5,6872.216
Online Shopping,CAM33966 dofg2cfeed1,12/8/2014,12/9/2014,14,12866.35
Online Shopping,CAM33968 dofpgcfeed1,12/8/2014,12/9/2014,1,52.38
Online Shopping,CAM33972 dofszcfeed1,12/8/2014,12/9/2014,4,2682.94
Online Search,CAM32307 SAWDOSG2C,12/8/2014,12/10/2014,1,740.94
Online Search,CAM32308 SAWDOSMSNC,12/8/2014,12/10/2014,1,399.99
Online Search,CAM32376 dosg2csl1,12/8/2014,12/10/2014,2,192.41
Online Search,CAM32380 dosmsncsl1,12/8/2014,12/10/2014,6,3253.61
Online Shopping,CAM33953 SAWDOFG2C,12/8/2014,12/10/2014,5,4718.52
Online Shopping,CAM33956 SAWDOFPGC,12/8/2014,12/10/2014,1,2374.92
Online Shopping,CAM33966 dofg2cfeed1,12/8/2014,12/10/2014,14,6962.87
Online Shopping,CAM33968 dofpgcfeed1,12/8/2014,12/10/2014,1,103.98
Online Shopping,CAM33972 dofszcfeed1,12/8/2014,12/10/2014,1,316.94
Online Search,CAM32307 SAWDOSG2C,12/8/2014,12/11/2014,2,2063.82
Online Search,CAM32376 dosg2csl1,12/8/2014,12/11/2014,3,332.74
Online Search,CAM32380 dosmsncsl1,12/8/2014,12/11/2014,1,14.96
Online Shopping,CAM33953 SAWDOFG2C,12/8/2014,12/11/2014,6,9681.07
Online Shopping,CAM33960 SAWDOFSZC,12/8/2014,12/11/2014,1,1058.94
Online Shopping,CAM33966 dofg2cfeed1,12/8/2014,12/11/2014,17,8215.17
Online Shopping,CAM33968 dofpgcfeed1,12/8/2014,12/11/2014,1,119.56
Online Shopping,CAM33972 dofszcfeed1,12/8/2014,12/11/2014,2,743.38
Online Search,CAM32307 SAWDOSG2C,12/8/2014,12/12/2014,2,83.69
Online Shopping,CAM33953 SAWDOFG2C,12/8/2014,12/12/2014,2,1882.59
Online Shopping,CAM33966 dofg2cfeed1,12/8/2014,12/12/2014,14,7341.31
Online Shopping,CAM33967 dofnextcfeed1,12/8/2014,12/12/2014,1,239.95
Online Shopping,CAM33968 dofpgcfeed1,12/8/2014,12/12/2014,1,355.31
Online Shopping,CAM33972 dofszcfeed1,12/8/2014,12/12/2014,1,217.91
Online Search,CAM32376 dosg2csl1,12/8/2014,12/13/2014,3,1114.14
Online Search,CAM32380 dosmsncsl1,12/8/2014,12/13/2014,1,41.42
Online Shopping,CAM33953 SAWDOFG2C,12/8/2014,12/13/2014,5,2926.32
Online Shopping,CAM33966 dofg2cfeed1,12/8/2014,12/13/2014,12,7285.44
Online Search,CAM32376 dosg2csl1,12/8/2014,12/14/2014,4,1045.12
Online Search,CAM32380 dosmsncsl1,12/8/2014,12/14/2014,3,808.67
Online Shopping,CAM33956 SAWDOFPGC,12/8/2014,12/14/2014,1,1615.776
Online Shopping,CAM33960 SAWDOFSZC,12/8/2014,12/14/2014,1,1196.82
Online Shopping,CAM33966 dofg2cfeed1,12/8/2014,12/14/2014,14,9017.86
Online Shopping,CAM33968 dofpgcfeed1,12/8/2014,12/14/2014,4,1337.38
Online Search,CAM32376 dosg2csl1,12/15/2014,12/15/2014,4,989.86
Online Search,CAM32380 dosmsncsl1,12/15/2014,12/15/2014,1,493.93
Online Shopping,CAM33953 SAWDOFG2C,12/15/2014,12/15/2014,1,32.70
Online Shopping,CAM33966 dofg2cfeed1,12/15/2014,12/15/2014,11,5586.35
Online Shopping,CAM33968 dofpgcfeed1,12/15/2014,12/15/2014,1,1058.94
Online Shopping,CAM44292 SAWDOFBIC,12/15/2014,12/15/2014,1,470.14
Online Search,CAM32307 SAWDOSG2C,12/15/2014,12/16/2014,1,852.93
Online Search,CAM32376 dosg2csl1,12/15/2014,12/16/2014,3,98.00
Online Search,CAM32380 dosmsncsl1,12/15/2014,12/16/2014,2,223.60
Online Shopping,CAM33953 SAWDOFG2C,12/15/2014,12/16/2014,3,1878.68
Online Shopping,CAM33960 SAWDOFSZC,12/15/2014,12/16/2014,1,1761.63
Online Shopping,CAM33966 dofg2cfeed1,12/15/2014,12/16/2014,7,528.42
Online Search,CAM32307 SAWDOSG2C,12/15/2014,12/17/2014,23,2552.09
Online Search,CAM32376 dosg2csl1,12/15/2014,12/17/2014,2,304.91
Online Search,CAM32380 dosmsncsl1,12/15/2014,12/17/2014,1,426.93
Online Shopping,CAM33953 SAWDOFG2C,12/15/2014,12/17/2014,1,2047.97
Online Shopping,CAM33966 dofg2cfeed1,12/15/2014,12/17/2014,10,5534.82
Online Shopping,CAM33967 dofnextcfeed1,12/15/2014,12/17/2014,1,210.94
Online Shopping,CAM33968 dofpgcfeed1,12/15/2014,12/17/2014,2,257.43
Online Shopping,CAM33972 dofszcfeed1,12/15/2014,12/17/2014,3,1539.32
Online Search,CAM46039 DOSG2CSL10,12/15/2014,12/17/2014,1,1054.94
Online Search,CAM32307 SAWDOSG2C,12/15/2014,12/18/2014,1,64.86
Online Search,CAM32376 dosg2csl1,12/15/2014,12/18/2014,3,154.08
Online Search,CAM32380 dosmsncsl1,12/15/2014,12/18/2014,2,221.70
Online Shopping,CAM33953 SAWDOFG2C,12/15/2014,12/18/2014,4,39.37
Online Shopping,CAM33960 SAWDOFSZC,12/15/2014,12/18/2014,1,3432.27
Online Shopping,CAM33966 dofg2cfeed1,12/15/2014,12/18/2014,3,2301.32
Online Shopping,CAM33972 dofszcfeed1,12/15/2014,12/18/2014,2,1251.93
Online Shopping,CAM41242 dofbeccfeed2,12/15/2014,12/18/2014,1,1618.92
Online Search,CAM1887 dosg2ggl1bf_BFC,12/15/2014,12/19/2014,1,1782.35
Online Search,CAM32307 SAWDOSG2C,12/15/2014,12/19/2014,1,526.43
Online Search,CAM32376 dosg2csl1,12/15/2014,12/19/2014,2,1101.70
Online Search,CAM32380 dosmsncsl1,12/15/2014,12/19/2014,1,6.53
Online Shopping,CAM33953 SAWDOFG2C,12/15/2014,12/19/2014,1,6.45
Online Shopping,CAM33966 dofg2cfeed1,12/15/2014,12/19/2014,5,2601.98
Online Shopping,CAM33972 dofszcfeed1,12/15/2014,12/19/2014,1,149.11
Online Shopping,CAM33953 SAWDOFG2C,12/15/2014,12/20/2014,1,3207.86
Online Shopping,CAM33966 dofg2cfeed1,12/15/2014,12/20/2014,4,935.15
Online Shopping,CAM33967 dofnextcfeed1,12/15/2014,12/20/2014,1,1164.94
Online Shopping,CAM33972 dofszcfeed1,12/15/2014,12/20/2014,1,53.48
Online Search,CAM32376 dosg2csl1,12/15/2014,12/21/2014,1,630.99
Online Search,CAM32380 dosmsncsl1,12/15/2014,12/21/2014,1,1260.77
Online Shopping,CAM33966 dofg2cfeed1,12/15/2014,12/21/2014,2,1820.12
Online Shopping,CAM33967 dofnextcfeed1,12/15/2014,12/21/2014,1,52.18
Online Shopping,CAM33968 dofpgcfeed1,12/15/2014,12/21/2014,2,1673.62
Online Shopping,CAM33972 dofszcfeed1,12/15/2014,12/21/2014,2,3202.96
Online Search,CAM32307 SAWDOSG2C,12/22/2014,12/22/2014,5,6861.997
Online Search,CAM32376 dosg2csl1,12/22/2014,12/22/2014,1,153.29
Online Shopping,CAM33953 SAWDOFG2C,12/22/2014,12/22/2014,3,176.51
Online Shopping,CAM33966 dofg2cfeed1,12/22/2014,12/22/2014,10,3201.98
Online Shopping,CAM33972 dofszcfeed1,12/22/2014,12/22/2014,3,2098.59
Online Search,CAM46039 DOSG2CSL10,12/22/2014,12/22/2014,1,1058.94
Online Search,CAM32376 dosg2csl1,12/22/2014,12/23/2014,2,25.79
Online Search,CAM32380 dosmsncsl1,12/22/2014,12/23/2014,1,212.43
Online Shopping,CAM33955 SAWDOFNEXTC,12/22/2014,12/23/2014,1,.00
Online Shopping,CAM33960 SAWDOFSZC,12/22/2014,12/23/2014,1,3088.83
Online Shopping,CAM33966 dofg2cfeed1,12/22/2014,12/23/2014,3,1395.00
Online Shopping,CAM33972 dofszcfeed1,12/22/2014,12/23/2014,1,26.50
Online Search,CAM32307 SAWDOSG2C,12/22/2014,12/24/2014,1,143.25
Online Search,CAM32376 dosg2csl1,12/22/2014,12/24/2014,1,55.96
Online Search,CAM32380 dosmsncsl1,12/22/2014,12/24/2014,2,90.29
Online Shopping,CAM33967 dofnextcfeed1,12/22/2014,12/24/2014,1,581.94
Online Shopping,CAM33968 dofpgcfeed1,12/22/2014,12/24/2014,2,2982.95
Online Search,CAM46039 DOSG2CSL10,12/22/2014,12/24/2014,1,999.00
Online Search,CAM32376 dosg2csl1,12/22/2014,12/25/2014,1,6.47
Online Search,CAM32380 dosmsncsl1,12/22/2014,12/25/2014,1,1335.36
Online Shopping,CAM33966 dofg2cfeed1,12/22/2014,12/25/2014,4,2406.94
Online Search,CAM46039 DOSG2CSL10,12/22/2014,12/25/2014,1,1058.94
Online Search,CAM32307 SAWDOSG2C,12/22/2014,12/26/2014,2,291.41
Online Search,CAM32308 SAWDOSMSNC,12/22/2014,12/26/2014,2,70.06
Online Search,CAM32380 dosmsncsl1,12/22/2014,12/26/2014,3,1896.07
Online Shopping,CAM33953 SAWDOFG2C,12/22/2014,12/26/2014,1,169.73
Online Search,CAM32308 SAWDOSMSNC,12/22/2014,12/27/2014,1,32.99
Online Search,CAM32376 dosg2csl1,12/22/2014,12/27/2014,3,4650.93
Online Search,CAM32380 dosmsncsl1,12/22/2014,12/27/2014,1,119.75
Online Shopping,CAM33968 dofpgcfeed1,12/22/2014,12/27/2014,2,1298.90
Online Search,CAM32307 SAWDOSG2C,12/22/2014,12/28/2014,1,21.72
Online Search,CAM32376 dosg2csl1,12/22/2014,12/28/2014,5,2364.75
Online Search,CAM32380 dosmsncsl1,12/22/2014,12/28/2014,5,6692.94
Online Search,CAM32307 SAWDOSG2C,12/29/2014,12/29/2014,2,.00
Online Search,CAM32376 dosg2csl1,12/29/2014,12/29/2014,6,2723.17
Online Search,CAM32307 SAWDOSG2C,12/29/2014,12/30/2014,2,972.09
Online Search,CAM32308 SAWDOSMSNC,12/29/2014,12/30/2014,1,41.17
Online Search,CAM32376 dosg2csl1,12/29/2014,12/30/2014,1,590.18
Online Search,CAM32380 dosmsncsl1,12/29/2014,12/30/2014,1,75.45
Online Shopping,CAM33956 SAWDOFPGC,12/29/2014,12/30/2014,2,683.57
Online Shopping,CAM33968 dofpgcfeed1,12/29/2014,12/30/2014,1,640.93
Online Search,CAM32376 dosg2csl1,12/29/2014,12/31/2014,5,3843.66
Online Search,CAM32380 dosmsncsl1,12/29/2014,12/31/2014,3,1075.66
Online Shopping,CAM33972 dofszcfeed1,12/29/2014,12/31/2014,1,1058.94
Online Search,CAM32376 dosg2csl1,12/29/2014,1/1/2015,2,134.90
Online Search,CAM32380 dosmsncsl1,12/29/2014,1/1/2015,1,233.23
Online Shopping,CAM33966 dofg2cfeed1,12/29/2014,1/1/2015,1,3.24
Online Search,CAM46039 DOSG2CSL10,12/29/2014,1/1/2015,2,2359.50
Online Search,CAM32307 SAWDOSG2C,12/29/2014,1/2/2015,2,.00
Online Search,CAM32308 SAWDOSMSNC,12/29/2014,1/2/2015,1,528.94
Online Search,CAM32376 dosg2csl1,12/29/2014,1/2/2015,5,2025.53
Online Search,CAM32380 dosmsncsl1,12/29/2014,1/2/2015,5,4343.26
Online Shopping,CAM33953 SAWDOFG2C,12/29/2014,1/2/2015,1,3512.83
Online Shopping,CAM33956 SAWDOFPGC,12/29/2014,1/2/2015,1,999.00
Online Shopping,CAM33966 dofg2cfeed1,12/29/2014,1/2/2015,3,2183.56
Online Search,CAM32376 dosg2csl1,12/29/2014,1/3/2015,6,3583.14
Online Search,CAM32380 dosmsncsl1,12/29/2014,1/3/2015,4,1132.22
Online Shopping,CAM33966 dofg2cfeed1,12/29/2014,1/3/2015,10,5574.00
Online Shopping,CAM33968 dofpgcfeed1,12/29/2014,1/3/2015,3,1595.07
Online Search,CAM32307 SAWDOSG2C,12/29/2014,1/4/2015,2,1609.53
Online Search,CAM32376 dosg2csl1,12/29/2014,1/4/2015,8,1157.19
Online Search,CAM32380 dosmsncsl1,12/29/2014,1/4/2015,3,5630.21
Online Shopping,CAM33953 SAWDOFG2C,12/29/2014,1/4/2015,2,3772.59
Online Shopping,CAM33966 dofg2cfeed1,12/29/2014,1/4/2015,10,2339.83
Online Shopping,CAM44540 dofcatcfeed1,12/29/2014,1/4/2015,1,164.37
Online Search,CAM32307 SAWDOSG2C,1/5/2015,1/5/2015,5,2923.18
Online Search,CAM32308 SAWDOSMSNC,1/5/2015,1/5/2015,1,.00
Online Search,CAM32376 dosg2csl1,1/5/2015,1/5/2015,3,773.05
Online Search,CAM32380 dosmsncsl1,1/5/2015,1/5/2015,6,4743.73
Online Shopping,CAM33953 SAWDOFG2C,1/5/2015,1/5/2015,4,4888.83
Online Shopping,CAM33966 dofg2cfeed1,1/5/2015,1/5/2015,14,14674.28
Online Search,CAM32307 SAWDOSG2C,1/5/2015,1/6/2015,2,70.00
Online Search,CAM32376 dosg2csl1,1/5/2015,1/6/2015,3,2292.08
Online Search,CAM32380 dosmsncsl1,1/5/2015,1/6/2015,4,3009.76
Online Shopping,CAM33953 SAWDOFG2C,1/5/2015,1/6/2015,1,8.55
Online Shopping,CAM33956 SAWDOFPGC,1/5/2015,1/6/2015,1,309.95
Online Shopping,CAM33966 dofg2cfeed1,1/5/2015,1/6/2015,11,14809.37
Online Shopping,CAM33967 dofnextcfeed1,1/5/2015,1/6/2015,1,1173.18
Online Shopping,CAM33968 dofpgcfeed1,1/5/2015,1/6/2015,1,42.34
Online Shopping,CAM33972 dofszcfeed1,1/5/2015,1/6/2015,1,210.94
Online Search,CAM32308 SAWDOSMSNC,1/5/2015,1/7/2015,2,30.14
Online Search,CAM32376 dosg2csl1,1/5/2015,1/7/2015,4,5769.00
Online Search,CAM32380 dosmsncsl1,1/5/2015,1/7/2015,3,1099.42
Online Shopping,CAM33953 SAWDOFG2C,1/5/2015,1/7/2015,2,2378.33
Online Shopping,CAM33966 dofg2cfeed1,1/5/2015,1/7/2015,7,2758.47
Online Shopping,CAM33967 dofnextcfeed1,1/5/2015,1/7/2015,2,2028.22
Online Shopping,CAM33972 dofszcfeed1,1/5/2015,1/7/2015,1,168.45
Online Search,CAM32307 SAWDOSG2C,1/5/2015,1/8/2015,4,1242.79
Online Search,CAM32308 SAWDOSMSNC,1/5/2015,1/8/2015,1,410.57
Online Search,CAM32376 dosg2csl1,1/5/2015,1/8/2015,3,1327.05
Online Search,CAM32380 dosmsncsl1,1/5/2015,1/8/2015,3,2680.47
Online Shopping,CAM33953 SAWDOFG2C,1/5/2015,1/8/2015,1,1058.94
Online Shopping,CAM33966 dofg2cfeed1,1/5/2015,1/8/2015,6,3099.62
Online Shopping,CAM33967 dofnextcfeed1,1/5/2015,1/8/2015,1,1622.67
Online Shopping,CAM33968 dofpgcfeed1,1/5/2015,1/8/2015,5,3404.18
Online Shopping,CAM33972 dofszcfeed1,1/5/2015,1/8/2015,1,1071.81
Online Search,CAM32307 SAWDOSG2C,1/5/2015,1/9/2015,1,2.18
