Market Channel,Ad ID,Order Week Monday,Date,Count of Orders,Total Revenue
Online Shopping,CAM33953 SAWDOFG2C,12/29/2014,1/2/2015,1,3512.83
Online Shopping,CAM33956 SAWDOFPGC,12/29/2014,1/2/2015,1,999.00
Online Shopping,CAM33966 dofg2cfeed1,12/29/2014,1/2/2015,3,2183.56
Online Search,CAM32376 dosg2csl1,12/29/2014,1/3/2015,6,3583.14
Online Search,CAM32380 dosmsncsl1,12/29/2014,1/3/2015,4,1132.22
Online Shopping,CAM33966 dofg2cfeed1,12/29/2014,1/3/2015,10,5574.00
Online Shopping,CAM33968 dofpgcfeed1,12/29/2014,1/3/2015,3,1595.07
Online Search,CAM32307 SAWDOSG2C,12/29/2014,1/4/2015,2,1609.53
Online Search,CAM32376 dosg2csl1,12/29/2014,1/4/2015,8,1157.19
Online Search,CAM32380 dosmsncsl1,12/29/2014,1/4/2015,3,5630.21
Online Shopping,CAM33953 SAWDOFG2C,12/29/2014,1/4/2015,2,3772.59
Online Shopping,CAM33966 dofg2cfeed1,12/29/2014,1/4/2015,10,2339.83
Online Shopping,CAM44540 dofcatcfeed1,12/29/2014,1/4/2015,1,164.37
Online Search,CAM32307 SAWDOSG2C,1/5/2015,1/5/2015,5,2923.18
Online Search,CAM32308 SAWDOSMSNC,1/5/2015,1/5/2015,1,.00
Online Search,CAM32376 dosg2csl1,1/5/2015,1/5/2015,3,773.05
Online Search,CAM32380 dosmsncsl1,1/5/2015,1/5/2015,6,4743.73
Online Shopping,CAM33953 SAWDOFG2C,1/5/2015,1/5/2015,4,4888.83
Online Shopping,CAM33966 dofg2cfeed1,1/5/2015,1/5/2015,14,14674.28
Online Search,CAM32307 SAWDOSG2C,1/5/2015,1/6/2015,2,70.00
Online Search,CAM32376 dosg2csl1,1/5/2015,1/6/2015,3,2292.08
Online Search,CAM32380 dosmsncsl1,1/5/2015,1/6/2015,4,3009.76
Online Shopping,CAM33953 SAWDOFG2C,1/5/2015,1/6/2015,1,8.55
Online Shopping,CAM33956 SAWDOFPGC,1/5/2015,1/6/2015,1,309.95
Online Shopping,CAM33966 dofg2cfeed1,1/5/2015,1/6/2015,11,14809.37
Online Shopping,CAM33967 dofnextcfeed1,1/5/2015,1/6/2015,1,1173.18
Online Shopping,CAM33968 dofpgcfeed1,1/5/2015,1/6/2015,1,42.34
Online Shopping,CAM33972 dofszcfeed1,1/5/2015,1/6/2015,1,210.94
Online Search,CAM32308 SAWDOSMSNC,1/5/2015,1/7/2015,2,30.14
Online Search,CAM32376 dosg2csl1,1/5/2015,1/7/2015,4,5769.00
Online Search,CAM32380 dosmsncsl1,1/5/2015,1/7/2015,3,1099.42
Online Shopping,CAM33953 SAWDOFG2C,1/5/2015,1/7/2015,2,2378.33
Online Shopping,CAM33966 dofg2cfeed1,1/5/2015,1/7/2015,7,2758.47
Online Shopping,CAM33967 dofnextcfeed1,1/5/2015,1/7/2015,2,2028.22
Online Shopping,CAM33972 dofszcfeed1,1/5/2015,1/7/2015,1,168.45
Online Search,CAM32307 SAWDOSG2C,1/5/2015,1/8/2015,4,1242.79
Online Search,CAM32308 SAWDOSMSNC,1/5/2015,1/8/2015,1,410.57
Online Search,CAM32376 dosg2csl1,1/5/2015,1/8/2015,3,1327.05
Online Search,CAM32380 dosmsncsl1,1/5/2015,1/8/2015,3,2680.47
Online Shopping,CAM33953 SAWDOFG2C,1/5/2015,1/8/2015,1,1058.94
Online Shopping,CAM33966 dofg2cfeed1,1/5/2015,1/8/2015,6,3099.62
Online Shopping,CAM33967 dofnextcfeed1,1/5/2015,1/8/2015,1,1622.67
Online Shopping,CAM33968 dofpgcfeed1,1/5/2015,1/8/2015,5,3404.18
Online Shopping,CAM33972 dofszcfeed1,1/5/2015,1/8/2015,1,1071.81
Online Search,CAM32307 SAWDOSG2C,1/5/2015,1/9/2015,1,2.18
Online Search,CAM32308 SAWDOSMSNC,1/5/2015,1/9/2015,1,133.72
Online Search,CAM32376 dosg2csl1,1/5/2015,1/9/2015,5,525.68
Online Shopping,CAM33953 SAWDOFG2C,1/5/2015,1/9/2015,1,1833.84
Online Shopping,CAM33966 dofg2cfeed1,1/5/2015,1/9/2015,12,3536.63
Online Shopping,CAM33968 dofpgcfeed1,1/5/2015,1/9/2015,1,318.44
Online Shopping,CAM33972 dofszcfeed1,1/5/2015,1/9/2015,2,1125.53
Online Search,CAM46039 DOSG2CSL10,1/5/2015,1/9/2015,1,430.92
Online Search,CAM32308 SAWDOSMSNC,1/5/2015,1/10/2015,1,754.92
Online Search,CAM32376 dosg2csl1,1/5/2015,1/10/2015,2,688.87
Online Search,CAM32380 dosmsncsl1,1/5/2015,1/10/2015,2,1928.90
Online Shopping,CAM33960 SAWDOFSZC,1/5/2015,1/10/2015,2,2149.36
Online Shopping,CAM33966 dofg2cfeed1,1/5/2015,1/10/2015,10,5825.26
Online Shopping,CAM33968 dofpgcfeed1,1/5/2015,1/10/2015,1,116.53
Online Search,CAM32307 SAWDOSG2C,1/5/2015,1/11/2015,1,2005.18
Online Search,CAM32308 SAWDOSMSNC,1/5/2015,1/11/2015,1,40.81
Online Search,CAM32376 dosg2csl1,1/5/2015,1/11/2015,7,2525.63
Online Search,CAM32380 dosmsncsl1,1/5/2015,1/11/2015,1,56.33
Online Shopping,CAM33960 SAWDOFSZC,1/5/2015,1/11/2015,1,1592.69
Online Shopping,CAM33966 dofg2cfeed1,1/5/2015,1/11/2015,9,4536.66
Online Shopping,CAM33972 dofszcfeed1,1/5/2015,1/11/2015,4,1837.44
Online Shopping,CAM44540 dofcatcfeed1,1/5/2015,1/11/2015,1,115.53
Online Search,CAM1887 dosg2ggl1bf_BFC,1/12/2015,1/12/2015,1,2883.88
Online Search,CAM32307 SAWDOSG2C,1/12/2015,1/12/2015,1,482.38
Online Search,CAM32376 dosg2csl1,1/12/2015,1/12/2015,1,36.86
Online Search,CAM32380 dosmsncsl1,1/12/2015,1/12/2015,3,2486.83
Online Shopping,CAM33966 dofg2cfeed1,1/12/2015,1/12/2015,12,8863.16
Online Shopping,CAM33972 dofszcfeed1,1/12/2015,1/12/2015,2,673.39
Online Search,CAM46039 DOSG2CSL10,1/12/2015,1/12/2015,1,1061.44
Online Search,CAM32307 SAWDOSG2C,1/12/2015,1/13/2015,1,571.56
Online Search,CAM32308 SAWDOSMSNC,1/12/2015,1/13/2015,2,647.60
Online Search,CAM32376 dosg2csl1,1/12/2015,1/13/2015,2,769.83
Online Shopping,CAM33953 SAWDOFG2C,1/12/2015,1/13/2015,5,4184.97
Online Shopping,CAM33966 dofg2cfeed1,1/12/2015,1/13/2015,7,7936.32
Online Shopping,CAM33972 dofszcfeed1,1/12/2015,1/13/2015,1,53.35
Online Search,CAM44509 SAWDOSBIC,1/12/2015,1/13/2015,1,2462.46
Online Search,CAM46039 DOSG2CSL10,1/12/2015,1/13/2015,1,1085.16
Online Search,CAM32307 SAWDOSG2C,1/12/2015,1/14/2015,1,.00
Online Search,CAM32376 dosg2csl1,1/12/2015,1/14/2015,1,24.88
Online Search,CAM32380 dosmsncsl1,1/12/2015,1/14/2015,2,415.35
Online Shopping,CAM33953 SAWDOFG2C,1/12/2015,1/14/2015,2,595.27
Online Shopping,CAM33966 dofg2cfeed1,1/12/2015,1/14/2015,12,11206.97
Online Search,CAM32308 SAWDOSMSNC,1/12/2015,1/15/2015,1,29.40
Online Search,CAM32376 dosg2csl1,1/12/2015,1/15/2015,4,1047.26
Online Search,CAM32380 dosmsncsl1,1/12/2015,1/15/2015,2,627.70
Online Shopping,CAM33966 dofg2cfeed1,1/12/2015,1/15/2015,8,7396.50
Online Shopping,CAM33968 dofpgcfeed1,1/12/2015,1/15/2015,1,10.79
Online Search,CAM32307 SAWDOSG2C,1/12/2015,1/16/2015,3,736.16
Online Search,CAM32376 dosg2csl1,1/12/2015,1/16/2015,1,24.95
Online Search,CAM32380 dosmsncsl1,1/12/2015,1/16/2015,1,81.00
Online Shopping,CAM33966 dofg2cfeed1,1/12/2015,1/16/2015,15,11253.92
Online Search,CAM32376 dosg2csl1,1/12/2015,1/17/2015,2,1204.29
Online Search,CAM32380 dosmsncsl1,1/12/2015,1/17/2015,2,1930.67
Online Shopping,CAM33966 dofg2cfeed1,1/12/2015,1/17/2015,9,6177.96
Online Shopping,CAM33968 dofpgcfeed1,1/12/2015,1/17/2015,2,1217.92
Online Search,CAM32307 SAWDOSG2C,1/12/2015,1/18/2015,2,2321.46
Online Search,CAM32376 dosg2csl1,1/12/2015,1/18/2015,4,3048.24
Online Search,CAM32380 dosmsncsl1,1/12/2015,1/18/2015,3,388.39
Online Shopping,CAM33953 SAWDOFG2C,1/12/2015,1/18/2015,2,1875.51
Online Shopping,CAM33966 dofg2cfeed1,1/12/2015,1/18/2015,13,11805.40
Online Shopping,CAM33968 dofpgcfeed1,1/12/2015,1/18/2015,2,2121.15
Online Shopping,CAM41242 dofbeccfeed2,1/12/2015,1/18/2015,1,70.91
Online Search,CAM46039 DOSG2CSL10,1/12/2015,1/18/2015,1,1350.96
Online Search,CAM32376 dosg2csl1,1/19/2015,1/19/2015,2,756.77
Online Search,CAM32380 dosmsncsl1,1/19/2015,1/19/2015,2,283.20
Online Shopping,CAM33953 SAWDOFG2C,1/19/2015,1/19/2015,5,6244.21
Online Shopping,CAM33966 dofg2cfeed1,1/19/2015,1/19/2015,14,9415.46
Online Search,CAM46039 DOSG2CSL10,1/19/2015,1/19/2015,1,182.91
Online Search,CAM32307 SAWDOSG2C,1/19/2015,1/20/2015,1,2091.94
Online Search,CAM32376 dosg2csl1,1/19/2015,1/20/2015,3,612.24
Online Search,CAM32380 dosmsncsl1,1/19/2015,1/20/2015,1,32.84
Online Shopping,CAM33953 SAWDOFG2C,1/19/2015,1/20/2015,2,675.90
Online Shopping,CAM33966 dofg2cfeed1,1/19/2015,1/20/2015,6,2659.52
Online Shopping,CAM33968 dofpgcfeed1,1/19/2015,1/20/2015,1,42.68
Online Shopping,CAM41242 dofbeccfeed2,1/19/2015,1/20/2015,2,1832.56
Online Search,CAM32307 SAWDOSG2C,1/19/2015,1/21/2015,1,1048.70
Online Search,CAM32376 dosg2csl1,1/19/2015,1/21/2015,1,527.88
Online Search,CAM32380 dosmsncsl1,1/19/2015,1/21/2015,3,5447.32
Online Shopping,CAM33953 SAWDOFG2C,1/19/2015,1/21/2015,3,4928.95
Online Shopping,CAM33966 dofg2cfeed1,1/19/2015,1/21/2015,7,2284.86
Online Shopping,CAM41242 dofbeccfeed2,1/19/2015,1/21/2015,1,59.30
Online Search,CAM32308 SAWDOSMSNC,1/19/2015,1/22/2015,1,414.68
Online Search,CAM32380 dosmsncsl1,1/19/2015,1/22/2015,3,4133.37
Online Shopping,CAM33953 SAWDOFG2C,1/19/2015,1/22/2015,1,475.93
Online Shopping,CAM33966 dofg2cfeed1,1/19/2015,1/22/2015,11,9792.03
Online Search,CAM32307 SAWDOSG2C,1/19/2015,1/23/2015,2,203.52
Online Search,CAM32308 SAWDOSMSNC,1/19/2015,1/23/2015,1,41.58
Online Search,CAM32376 dosg2csl1,1/19/2015,1/23/2015,1,368.18
Online Search,CAM32380 dosmsncsl1,1/19/2015,1/23/2015,1,754.22
Online Shopping,CAM33953 SAWDOFG2C,1/19/2015,1/23/2015,2,1714.16
Online Shopping,CAM33966 dofg2cfeed1,1/19/2015,1/23/2015,6,2160.04
Online Shopping,CAM33968 dofpgcfeed1,1/19/2015,1/23/2015,1,564.96
Online Search,CAM32380 dosmsncsl1,1/19/2015,1/24/2015,3,979.50
Online Shopping,CAM33953 SAWDOFG2C,1/19/2015,1/24/2015,2,3054.79
Online Shopping,CAM33966 dofg2cfeed1,1/19/2015,1/24/2015,11,9562.25
Online Search,CAM46039 DOSG2CSL10,1/19/2015,1/24/2015,1,1322.88
Online Search,CAM32307 SAWDOSG2C,1/19/2015,1/25/2015,2,1121.48
Online Search,CAM32376 dosg2csl1,1/19/2015,1/25/2015,4,1797.23
Online Search,CAM32380 dosmsncsl1,1/19/2015,1/25/2015,2,1025.22
Online Shopping,CAM33953 SAWDOFG2C,1/19/2015,1/25/2015,2,3516.82
Online Shopping,CAM33966 dofg2cfeed1,1/19/2015,1/25/2015,9,6454.83
Online Shopping,CAM33972 dofszcfeed1,1/19/2015,1/25/2015,1,24.99
Online Search,CAM32376 dosg2csl1,1/26/2015,1/26/2015,3,1573.41
Online Search,CAM32380 dosmsncsl1,1/26/2015,1/26/2015,2,4151.91
Online Shopping,CAM33953 SAWDOFG2C,1/26/2015,1/26/2015,1,107.91
Online Shopping,CAM33966 dofg2cfeed1,1/26/2015,1/26/2015,8,4177.51
Online Search,CAM32376 dosg2csl1,1/26/2015,1/27/2015,4,874.03
Online Search,CAM32380 dosmsncsl1,1/26/2015,1/27/2015,2,679.49
Online Shopping,CAM33953 SAWDOFG2C,1/26/2015,1/27/2015,1,3168.03
Online Shopping,CAM33966 dofg2cfeed1,1/26/2015,1/27/2015,5,4562.70
Online Search,CAM32376 dosg2csl1,1/26/2015,1/28/2015,5,1018.97
Online Shopping,CAM33966 dofg2cfeed1,1/26/2015,1/28/2015,11,2474.63
Online Shopping,CAM33968 dofpgcfeed1,1/26/2015,1/28/2015,1,53.32
Online Shopping,CAM33972 dofszcfeed1,1/26/2015,1/28/2015,1,317.99
Online Search,CAM32307 SAWDOSG2C,1/26/2015,1/29/2015,1,1346.06
Online Search,CAM32308 SAWDOSMSNC,1/26/2015,1/29/2015,1,1877.32
Online Search,CAM32376 dosg2csl1,1/26/2015,1/29/2015,3,1434.80
Online Search,CAM32380 dosmsncsl1,1/26/2015,1/29/2015,1,361.66
Online Shopping,CAM33966 dofg2cfeed1,1/26/2015,1/29/2015,8,6823.07
Online Shopping,CAM41242 dofbeccfeed2,1/26/2015,1/29/2015,1,149.79
Online Search,CAM32307 SAWDOSG2C,1/26/2015,1/30/2015,1,269.23
Online Search,CAM32376 dosg2csl1,1/26/2015,1/30/2015,1,1700.54
Online Search,CAM32380 dosmsncsl1,1/26/2015,1/30/2015,1,1892.91
Online Shopping,CAM33953 SAWDOFG2C,1/26/2015,1/30/2015,3,3602.77
Online Shopping,CAM33966 dofg2cfeed1,1/26/2015,1/30/2015,10,4210.83
Online Shopping,CAM33968 dofpgcfeed1,1/26/2015,1/30/2015,1,575.20
Online Search,CAM32307 SAWDOSG2C,1/26/2015,1/31/2015,2,7187.24
Online Search,CAM32376 dosg2csl1,1/26/2015,1/31/2015,2,895.83
Online Search,CAM32380 dosmsncsl1,1/26/2015,1/31/2015,2,234.90
Online Shopping,CAM33966 dofg2cfeed1,1/26/2015,1/31/2015,7,3434.21
Online Shopping,CAM33967 dofnextcfeed1,1/26/2015,1/31/2015,2,2387.60
Online Shopping,CAM33972 dofszcfeed1,1/26/2015,1/31/2015,1,1053.95
Online Search,CAM46039 DOSG2CSL10,1/26/2015,1/31/2015,1,1078.92
Online Search,CAM32376 dosg2csl1,1/26/2015,2/1/2015,5,2033.18
Online Search,CAM32380 dosmsncsl1,1/26/2015,2/1/2015,1,496.86
Online Shopping,CAM33953 SAWDOFG2C,1/26/2015,2/1/2015,1,2610.77
Online Shopping,CAM33966 dofg2cfeed1,1/26/2015,2/1/2015,10,6862.16
Online Shopping,CAM33967 dofnextcfeed1,1/26/2015,2/1/2015,1,1734.92
Online Shopping,CAM33972 dofszcfeed1,1/26/2015,2/1/2015,1,52.38
Online Search,CAM32307 SAWDOSG2C,2/2/2015,2/2/2015,2,5079.10
Online Search,CAM32376 dosg2csl1,2/2/2015,2/2/2015,3,1837.18
Online Search,CAM32380 dosmsncsl1,2/2/2015,2/2/2015,1,18.58
Online Shopping,CAM33953 SAWDOFG2C,2/2/2015,2/2/2015,4,4829.73
Online Shopping,CAM33955 SAWDOFNEXTC,2/2/2015,2/2/2015,1,1787.99
Online Shopping,CAM33966 dofg2cfeed1,2/2/2015,2/2/2015,8,9218.11
Online Shopping,CAM33972 dofszcfeed1,2/2/2015,2/2/2015,2,1796.18
Online Search,CAM46039 DOSG2CSL10,2/2/2015,2/2/2015,1,862.92
Online Search,CAM32376 dosg2csl1,2/2/2015,2/3/2015,3,748.84
Online Shopping,CAM33953 SAWDOFG2C,2/2/2015,2/3/2015,1,3760.88
Online Shopping,CAM33960 SAWDOFSZC,2/2/2015,2/3/2015,1,596.64
Online Shopping,CAM33966 dofg2cfeed1,2/2/2015,2/3/2015,9,5091.37
Online Shopping,CAM33972 dofszcfeed1,2/2/2015,2/3/2015,2,1131.70
Online Search,CAM32307 SAWDOSG2C,2/2/2015,2/4/2015,1,30.84
Online Search,CAM32308 SAWDOSMSNC,2/2/2015,2/4/2015,1,797.88
Online Search,CAM32376 dosg2csl1,2/2/2015,2/4/2015,1,640.93
Online Shopping,CAM33953 SAWDOFG2C,2/2/2015,2/4/2015,2,5202.56
Online Shopping,CAM33966 dofg2cfeed1,2/2/2015,2/4/2015,20,18801.16
Online Search,CAM46039 DOSG2CSL10,2/2/2015,2/4/2015,1,1058.94
Online Search,CAM32307 SAWDOSG2C,2/2/2015,2/5/2015,1,11.19
Online Search,CAM32376 dosg2csl1,2/2/2015,2/5/2015,1,1115.60
Online Shopping,CAM33956 SAWDOFPGC,2/2/2015,2/5/2015,1,1332.24
Online Shopping,CAM33966 dofg2cfeed1,2/2/2015,2/5/2015,15,11243.09
Online Search,CAM32307 SAWDOSG2C,2/2/2015,2/6/2015,1,1061.44
Online Search,CAM32376 dosg2csl1,2/2/2015,2/6/2015,6,4068.64
Online Search,CAM32380 dosmsncsl1,2/2/2015,2/6/2015,1,35.00
Online Shopping,CAM33953 SAWDOFG2C,2/2/2015,2/6/2015,4,7144.40
Online Shopping,CAM33966 dofg2cfeed1,2/2/2015,2/6/2015,10,7324.20
Online Shopping,CAM33968 dofpgcfeed1,2/2/2015,2/6/2015,1,41.32
Online Search,CAM32307 SAWDOSG2C,2/2/2015,2/7/2015,1,316.94
Online Search,CAM32380 dosmsncsl1,2/2/2015,2/7/2015,2,2551.38
Online Shopping,CAM33953 SAWDOFG2C,2/2/2015,2/7/2015,3,2575.20
Online Shopping,CAM33966 dofg2cfeed1,2/2/2015,2/7/2015,10,9640.58
Online Shopping,CAM33972 dofszcfeed1,2/2/2015,2/7/2015,1,1087.66
Online Search,CAM32376 dosg2csl1,2/2/2015,2/8/2015,2,2206.05
Online Search,CAM32380 dosmsncsl1,2/2/2015,2/8/2015,2,668.76
Online Shopping,CAM33953 SAWDOFG2C,2/2/2015,2/8/2015,2,2360.50
Online Shopping,CAM33966 dofg2cfeed1,2/2/2015,2/8/2015,13,9661.64
Online Shopping,CAM33968 dofpgcfeed1,2/2/2015,2/8/2015,1,81.17
Online Search,CAM46039 DOSG2CSL10,2/2/2015,2/8/2015,1,1061.44
Online Search,CAM32307 SAWDOSG2C,2/9/2015,2/9/2015,6,2947.06
Online Search,CAM32308 SAWDOSMSNC,2/9/2015,2/9/2015,1,.00
Online Search,CAM32376 dosg2csl1,2/9/2015,2/9/2015,2,511.16
Online Search,CAM32380 dosmsncsl1,2/9/2015,2/9/2015,1,38.12
Online Shopping,CAM33953 SAWDOFG2C,2/9/2015,2/9/2015,4,4594.33
Online Shopping,CAM33966 dofg2cfeed1,2/9/2015,2/9/2015,13,14175.37
Online Shopping,CAM33968 dofpgcfeed1,2/9/2015,2/9/2015,1,47.33
Online Shopping,CAM33972 dofszcfeed1,2/9/2015,2/9/2015,1,32.98
Online Search,CAM32308 SAWDOSMSNC,2/9/2015,2/10/2015,1,528.94
Online Search,CAM32380 dosmsncsl1,2/9/2015,2/10/2015,4,2773.95
Online Shopping,CAM33953 SAWDOFG2C,2/9/2015,2/10/2015,2,2325.01
Online Shopping,CAM33966 dofg2cfeed1,2/9/2015,2/10/2015,5,4361.46
Online Search,CAM46039 DOSG2CSL10,2/9/2015,2/10/2015,1,2499.77
Online Search,CAM32307 SAWDOSG2C,2/9/2015,2/11/2015,1,15.39
Online Search,CAM32376 dosg2csl1,2/9/2015,2/11/2015,2,53.39
Online Shopping,CAM33953 SAWDOFG2C,2/9/2015,2/11/2015,3,1994.56
