Market Channel,Ad ID,Order Week Monday,Date,Count of Orders,Total Revenue
Online Search,CAM32376 dosg2csl1,5/4/2015,5/5/2015,3,772.51
Online Shopping,CAM33953 SAWDOFG2C,5/4/2015,5/5/2015,1,185.35
Online Shopping,CAM33966 dofg2cfeed1,5/4/2015,5/5/2015,6,1465.45
Online Shopping,CAM33972 dofszcfeed1,5/4/2015,5/5/2015,1,48.31
Online Search,CAM32307 SAWDOSG2C,5/4/2015,5/6/2015,2,809.52
Online Search,CAM32308 SAWDOSMSNC,5/4/2015,5/6/2015,1,640.93
Online Search,CAM32376 dosg2csl1,5/4/2015,5/6/2015,5,1504.53
Online Search,CAM32380 dosmsncsl1,5/4/2015,5/6/2015,2,1288.17
Online Shopping,CAM33953 SAWDOFG2C,5/4/2015,5/6/2015,1,1694.94
Online Shopping,CAM33966 dofg2cfeed1,5/4/2015,5/6/2015,5,534.90
Online Search,CAM32376 dosg2csl1,5/4/2015,5/7/2015,1,29.90
Online Search,CAM32380 dosmsncsl1,5/4/2015,5/7/2015,1,948.45
Online Shopping,CAM33966 dofg2cfeed1,5/4/2015,5/7/2015,6,488.29
Online Shopping,CAM33967 dofnextcfeed1,5/4/2015,5/7/2015,1,1191.91
Online Search,CAM32307 SAWDOSG2C,5/4/2015,5/8/2015,3,1588.94
Online Search,CAM32376 dosg2csl1,5/4/2015,5/8/2015,2,941.45
Online Search,CAM32380 dosmsncsl1,5/4/2015,5/8/2015,2,935.33
Online Shopping,CAM33953 SAWDOFG2C,5/4/2015,5/8/2015,2,.00
Online Shopping,CAM33966 dofg2cfeed1,5/4/2015,5/8/2015,6,3470.39
Online Search,CAM32376 dosg2csl1,5/4/2015,5/9/2015,4,2333.96
Online Search,CAM32380 dosmsncsl1,5/4/2015,5/9/2015,2,170.15
Online Shopping,CAM33966 dofg2cfeed1,5/4/2015,5/9/2015,5,4095.65
Online Search,CAM32376 dosg2csl1,5/4/2015,5/10/2015,2,679.68
Online Search,CAM32380 dosmsncsl1,5/4/2015,5/10/2015,1,199.00
Online Shopping,CAM33953 SAWDOFG2C,5/4/2015,5/10/2015,1,3246.42
Online Shopping,CAM33966 dofg2cfeed1,5/4/2015,5/10/2015,4,725.29
Online Shopping,CAM33968 dofpgcfeed1,5/4/2015,5/10/2015,2,1450.92
Online Search,CAM32376 dosg2csl1,5/11/2015,5/11/2015,5,578.98
Online Search,CAM32380 dosmsncsl1,5/11/2015,5/11/2015,1,21.33
Online Shopping,CAM33953 SAWDOFG2C,5/11/2015,5/11/2015,1,12.19
Online Shopping,CAM33966 dofg2cfeed1,5/11/2015,5/11/2015,10,6212.92
Online Search,CAM32376 dosg2csl1,5/11/2015,5/12/2015,2,746.26
Online Search,CAM32380 dosmsncsl1,5/11/2015,5/12/2015,1,116.59
Online Shopping,CAM33953 SAWDOFG2C,5/11/2015,5/12/2015,3,1892.15
Online Shopping,CAM33966 dofg2cfeed1,5/11/2015,5/12/2015,4,912.00
Online Shopping,CAM33967 dofnextcfeed1,5/11/2015,5/12/2015,1,2062.55
Online Search,CAM32376 dosg2csl1,5/11/2015,5/13/2015,2,767.38
Online Search,CAM32380 dosmsncsl1,5/11/2015,5/13/2015,1,21.23
Online Shopping,CAM33966 dofg2cfeed1,5/11/2015,5/13/2015,9,9165.11
Online Search,CAM32376 dosg2csl1,5/11/2015,5/14/2015,3,269.04
Online Search,CAM32380 dosmsncsl1,5/11/2015,5/14/2015,6,1377.56
Online Shopping,CAM33966 dofg2cfeed1,5/11/2015,5/14/2015,8,1912.82
Online Search,CAM32376 dosg2csl1,5/11/2015,5/15/2015,1,38.10
Online Search,CAM32380 dosmsncsl1,5/11/2015,5/15/2015,1,592.92
Online Shopping,CAM33953 SAWDOFG2C,5/11/2015,5/15/2015,4,.00
Online Shopping,CAM33966 dofg2cfeed1,5/11/2015,5/15/2015,5,105.33
Online Search,CAM32376 dosg2csl1,5/11/2015,5/16/2015,1,3177.88
Online Search,CAM32380 dosmsncsl1,5/11/2015,5/16/2015,3,712.86
Online Shopping,CAM33953 SAWDOFG2C,5/11/2015,5/16/2015,1,35.72
Online Shopping,CAM33966 dofg2cfeed1,5/11/2015,5/16/2015,9,4191.26
Online Search,CAM32376 dosg2csl1,5/11/2015,5/17/2015,1,85.59
Online Search,CAM32380 dosmsncsl1,5/11/2015,5/17/2015,1,53.39
Online Shopping,CAM33953 SAWDOFG2C,5/11/2015,5/17/2015,4,605.91
Online Shopping,CAM33966 dofg2cfeed1,5/11/2015,5/17/2015,6,2726.99
Online Shopping,CAM33968 dofpgcfeed1,5/11/2015,5/17/2015,1,725.46
Online Search,CAM1887 dosg2ggl1bf_BFC,5/18/2015,5/18/2015,1,322.33
Online Search,CAM32307 SAWDOSG2C,5/18/2015,5/18/2015,1,33.47
Online Search,CAM32308 SAWDOSMSNC,5/18/2015,5/18/2015,1,325.91
Online Search,CAM32376 dosg2csl1,5/18/2015,5/18/2015,1,151.30
Online Search,CAM32380 dosmsncsl1,5/18/2015,5/18/2015,1,143.68
Online Shopping,CAM33953 SAWDOFG2C,5/18/2015,5/18/2015,1,16.46
Online Shopping,CAM33966 dofg2cfeed1,5/18/2015,5/18/2015,6,2603.27
Online Search,CAM32307 SAWDOSG2C,5/18/2015,5/19/2015,2,2829.25
Online Search,CAM32376 dosg2csl1,5/18/2015,5/19/2015,4,600.38
Online Search,CAM32380 dosmsncsl1,5/18/2015,5/19/2015,4,1348.54
Online Shopping,CAM33966 dofg2cfeed1,5/18/2015,5/19/2015,3,3319.40
Online Search,CAM32307 SAWDOSG2C,5/18/2015,5/20/2015,1,1622.67
Online Search,CAM32376 dosg2csl1,5/18/2015,5/20/2015,2,3783.21
Online Search,CAM32380 dosmsncsl1,5/18/2015,5/20/2015,2,38.12
Online Shopping,CAM33953 SAWDOFG2C,5/18/2015,5/20/2015,2,1622.67
Online Shopping,CAM33956 SAWDOFPGC,5/18/2015,5/20/2015,1,75.55
Online Shopping,CAM33966 dofg2cfeed1,5/18/2015,5/20/2015,2,54.43
Online Search,CAM32307 SAWDOSG2C,5/18/2015,5/21/2015,2,32.90
Online Search,CAM32380 dosmsncsl1,5/18/2015,5/21/2015,3,2715.43
Online Shopping,CAM33956 SAWDOFPGC,5/18/2015,5/21/2015,1,119.06
Online Shopping,CAM33966 dofg2cfeed1,5/18/2015,5/21/2015,4,500.58
Online Search,CAM32308 SAWDOSMSNC,5/18/2015,5/22/2015,2,50.86
Online Search,CAM32380 dosmsncsl1,5/18/2015,5/22/2015,1,24.53
Online Shopping,CAM33953 SAWDOFG2C,5/18/2015,5/22/2015,1,1101.77
Online Shopping,CAM33966 dofg2cfeed1,5/18/2015,5/22/2015,5,1315.76
Online Shopping,CAM33967 dofnextcfeed1,5/18/2015,5/22/2015,1,2578.91
Online Search,CAM32308 SAWDOSMSNC,5/18/2015,5/23/2015,1,6.35
Online Search,CAM32376 dosg2csl1,5/18/2015,5/23/2015,3,387.91
Online Shopping,CAM33966 dofg2cfeed1,5/18/2015,5/23/2015,2,1094.41
Online Shopping,CAM33967 dofnextcfeed1,5/18/2015,5/23/2015,1,1596.44
Online Search,CAM32376 dosg2csl1,5/18/2015,5/24/2015,2,149.26
Online Search,CAM32380 dosmsncsl1,5/18/2015,5/24/2015,1,53.40
Online Shopping,CAM33953 SAWDOFG2C,5/18/2015,5/24/2015,1,1588.94
Online Shopping,CAM33966 dofg2cfeed1,5/18/2015,5/24/2015,7,3498.40
Online Shopping,CAM33972 dofszcfeed1,5/18/2015,5/24/2015,1,52.99
Online Search,CAM32376 dosg2csl1,5/25/2015,5/25/2015,2,1116.27
Online Shopping,CAM33966 dofg2cfeed1,5/25/2015,5/25/2015,8,8035.19
Online Shopping,CAM33967 dofnextcfeed1,5/25/2015,5/25/2015,1,1058.94
Online Shopping,CAM33972 dofszcfeed1,5/25/2015,5/25/2015,1,54.45
Online Search,CAM46039 DOSG2CSL10,5/25/2015,5/25/2015,1,864.92
Online Search,CAM46040 DOSBICSL4,5/25/2015,5/25/2015,1,1051.20
Online Search,CAM32307 SAWDOSG2C,5/25/2015,5/26/2015,2,.00
Online Search,CAM32308 SAWDOSMSNC,5/25/2015,5/26/2015,3,712.63
Online Search,CAM32380 dosmsncsl1,5/25/2015,5/26/2015,1,43.54
Online Shopping,CAM33953 SAWDOFG2C,5/25/2015,5/26/2015,1,583.86
Online Shopping,CAM33966 dofg2cfeed1,5/25/2015,5/26/2015,7,2078.62
Online Shopping,CAM33972 dofszcfeed1,5/25/2015,5/26/2015,2,80.81
Online Search,CAM32307 SAWDOSG2C,5/25/2015,5/27/2015,2,40.76
Online Search,CAM32308 SAWDOSMSNC,5/25/2015,5/27/2015,1,.00
Online Shopping,CAM33953 SAWDOFG2C,5/25/2015,5/27/2015,1,.00
Online Shopping,CAM33966 dofg2cfeed1,5/25/2015,5/27/2015,5,2241.05
Online Search,CAM46039 DOSG2CSL10,5/25/2015,5/27/2015,1,1335.36
Online Search,CAM32307 SAWDOSG2C,5/25/2015,5/28/2015,1,18.39
Online Search,CAM32308 SAWDOSMSNC,5/25/2015,5/28/2015,2,105.75
Online Search,CAM32376 dosg2csl1,5/25/2015,5/28/2015,2,1765.15
Online Shopping,CAM33966 dofg2cfeed1,5/25/2015,5/28/2015,3,1176.20
Online Search,CAM32307 SAWDOSG2C,5/25/2015,5/29/2015,1,.00
Online Search,CAM32376 dosg2csl1,5/25/2015,5/29/2015,2,3927.83
Online Shopping,CAM33966 dofg2cfeed1,5/25/2015,5/29/2015,5,1393.87
Online Shopping,CAM33968 dofpgcfeed1,5/25/2015,5/29/2015,1,1291.05
Online Shopping,CAM33972 dofszcfeed1,5/25/2015,5/29/2015,2,303.76
Online Search,CAM32376 dosg2csl1,5/25/2015,5/30/2015,2,384.48
Online Search,CAM32380 dosmsncsl1,5/25/2015,5/30/2015,2,1201.17
Online Shopping,CAM33953 SAWDOFG2C,5/25/2015,5/30/2015,2,1765.38
Online Shopping,CAM33966 dofg2cfeed1,5/25/2015,5/30/2015,6,4026.58
Online Shopping,CAM33972 dofszcfeed1,5/25/2015,5/30/2015,1,44.48
Online Search,CAM32307 SAWDOSG2C,5/25/2015,5/31/2015,1,58.30
Online Search,CAM32376 dosg2csl1,5/25/2015,5/31/2015,2,1739.27
Online Search,CAM32380 dosmsncsl1,5/25/2015,5/31/2015,1,1890.91
Online Shopping,CAM33966 dofg2cfeed1,5/25/2015,5/31/2015,9,8572.97
Online Shopping,CAM33967 dofnextcfeed1,5/25/2015,5/31/2015,2,80.13
Online Search,CAM32308 SAWDOSMSNC,6/1/2015,6/1/2015,1,291.81
Online Search,CAM32376 dosg2csl1,6/1/2015,6/1/2015,2,91.92
Online Search,CAM32380 dosmsncsl1,6/1/2015,6/1/2015,3,1154.80
Online Shopping,CAM33953 SAWDOFG2C,6/1/2015,6/1/2015,2,1164.94
Online Shopping,CAM33966 dofg2cfeed1,6/1/2015,6/1/2015,5,1795.76
Online Shopping,CAM33972 dofszcfeed1,6/1/2015,6/1/2015,1,48.41
Online Search,CAM32307 SAWDOSG2C,6/1/2015,6/2/2015,1,833.33
Online Search,CAM32376 dosg2csl1,6/1/2015,6/2/2015,3,422.28
Online Shopping,CAM33953 SAWDOFG2C,6/1/2015,6/2/2015,2,2976.93
Online Shopping,CAM33966 dofg2cfeed1,6/1/2015,6/2/2015,5,1963.96
Online Shopping,CAM33967 dofnextcfeed1,6/1/2015,6/2/2015,2,262.87
Online Search,CAM32307 SAWDOSG2C,6/1/2015,6/3/2015,1,78.57
Online Search,CAM32376 dosg2csl1,6/1/2015,6/3/2015,1,2552.92
Online Search,CAM32380 dosmsncsl1,6/1/2015,6/3/2015,1,1253.54
Online Shopping,CAM33953 SAWDOFG2C,6/1/2015,6/3/2015,2,.00
Online Shopping,CAM33966 dofg2cfeed1,6/1/2015,6/3/2015,9,5194.59
Online Shopping,CAM33968 dofpgcfeed1,6/1/2015,6/3/2015,1,156.51
Online Search,CAM46039 DOSG2CSL10,6/1/2015,6/3/2015,1,1182.55
Online Search,CAM32376 dosg2csl1,6/1/2015,6/4/2015,1,1858.31
Online Search,CAM32380 dosmsncsl1,6/1/2015,6/4/2015,2,67.51
Online Shopping,CAM33953 SAWDOFG2C,6/1/2015,6/4/2015,2,140.43
Online Shopping,CAM33966 dofg2cfeed1,6/1/2015,6/4/2015,3,100.10
Online Shopping,CAM33967 dofnextcfeed1,6/1/2015,6/4/2015,2,79.82
Online Shopping,CAM33972 dofszcfeed1,6/1/2015,6/4/2015,1,581.94
Online Search,CAM32380 dosmsncsl1,6/1/2015,6/5/2015,1,1892.91
Online Shopping,CAM33966 dofg2cfeed1,6/1/2015,6/5/2015,4,1143.90
Online Shopping,CAM33968 dofpgcfeed1,6/1/2015,6/5/2015,1,619.89
Online Search,CAM32307 SAWDOSG2C,6/1/2015,6/6/2015,3,3852.85
Online Search,CAM32380 dosmsncsl1,6/1/2015,6/6/2015,1,598.27
Online Shopping,CAM33966 dofg2cfeed1,6/1/2015,6/6/2015,5,3495.69
Online Shopping,CAM33968 dofpgcfeed1,6/1/2015,6/6/2015,1,1270.93
Online Search,CAM32307 SAWDOSG2C,6/1/2015,6/7/2015,1,1630.16
Online Search,CAM32376 dosg2csl1,6/1/2015,6/7/2015,1,470.14
Online Shopping,CAM33953 SAWDOFG2C,6/1/2015,6/7/2015,1,3491.74
Online Shopping,CAM33966 dofg2cfeed1,6/1/2015,6/7/2015,8,370.96
Online Shopping,CAM33967 dofnextcfeed1,6/1/2015,6/7/2015,1,1627.00
Online Shopping,CAM33968 dofpgcfeed1,6/1/2015,6/7/2015,1,1683.75
Online Search,CAM32376 dosg2csl1,6/8/2015,6/8/2015,3,2601.91
Online Search,CAM32380 dosmsncsl1,6/8/2015,6/8/2015,2,20.46
Online Shopping,CAM33953 SAWDOFG2C,6/8/2015,6/8/2015,1,43.19
Online Shopping,CAM33966 dofg2cfeed1,6/8/2015,6/8/2015,6,1205.47
Online Search,CAM32307 SAWDOSG2C,6/8/2015,6/9/2015,2,1601.25
Online Search,CAM32376 dosg2csl1,6/8/2015,6/9/2015,3,7915.12
Online Shopping,CAM33966 dofg2cfeed1,6/8/2015,6/9/2015,2,364.21
Online Shopping,CAM33972 dofszcfeed1,6/8/2015,6/9/2015,1,618.45
Online Search,CAM32376 dosg2csl1,6/8/2015,6/10/2015,1,1367.42
Online Search,CAM32380 dosmsncsl1,6/8/2015,6/10/2015,1,1322.26
Online Shopping,CAM33966 dofg2cfeed1,6/8/2015,6/10/2015,3,2137.45
Online Shopping,CAM33968 dofpgcfeed1,6/8/2015,6/10/2015,2,2721.90
Online Search,CAM32307 SAWDOSG2C,6/8/2015,6/11/2015,2,426.93
Online Search,CAM32376 dosg2csl1,6/8/2015,6/11/2015,1,18.58
Online Shopping,CAM33966 dofg2cfeed1,6/8/2015,6/11/2015,5,1707.00
Online Shopping,CAM33968 dofpgcfeed1,6/8/2015,6/11/2015,1,1297.91
Online Search,CAM32380 dosmsncsl1,6/8/2015,6/12/2015,1,41.71
Online Shopping,CAM33966 dofg2cfeed1,6/8/2015,6/12/2015,2,1874.90
Online Shopping,CAM33972 dofszcfeed1,6/8/2015,6/12/2015,1,47.80
Online Search,CAM32376 dosg2csl1,6/8/2015,6/13/2015,1,6.39
Online Search,CAM32380 dosmsncsl1,6/8/2015,6/13/2015,2,1626.70
Online Shopping,CAM33966 dofg2cfeed1,6/8/2015,6/13/2015,8,6647.91
Online Shopping,CAM33972 dofszcfeed1,6/8/2015,6/13/2015,1,42.19
Online Search,CAM32376 dosg2csl1,6/8/2015,6/14/2015,2,1913.42
Online Search,CAM32380 dosmsncsl1,6/8/2015,6/14/2015,1,18.78
Online Shopping,CAM33966 dofg2cfeed1,6/8/2015,6/14/2015,2,53.90
Online Shopping,CAM33966 dofg2cfeed1,6/15/2015,6/15/2015,4,1855.54
Online Search,CAM32307 SAWDOSG2C,6/15/2015,6/16/2015,1,245.02
Online Search,CAM32376 dosg2csl1,6/15/2015,6/16/2015,3,2882.34
Online Search,CAM32380 dosmsncsl1,6/15/2015,6/16/2015,3,305.69
Online Shopping,CAM33953 SAWDOFG2C,6/15/2015,6/16/2015,1,465.17
Online Shopping,CAM33966 dofg2cfeed1,6/15/2015,6/16/2015,4,5353.18
Online Shopping,CAM33968 dofpgcfeed1,6/15/2015,6/16/2015,2,920.59
Online Search,CAM44503 dosg2csl9,6/15/2015,6/16/2015,1,63.81
Online Search,CAM32308 SAWDOSMSNC,6/15/2015,6/17/2015,1,3214.05
Online Search,CAM32376 dosg2csl1,6/15/2015,6/17/2015,1,822.82
Online Search,CAM32380 dosmsncsl1,6/15/2015,6/17/2015,2,167.63
Online Shopping,CAM33953 SAWDOFG2C,6/15/2015,6/17/2015,1,292.14
Online Shopping,CAM33966 dofg2cfeed1,6/15/2015,6/17/2015,5,2894.35
Online Search,CAM32376 dosg2csl1,6/15/2015,6/18/2015,2,117.47
Online Shopping,CAM33953 SAWDOFG2C,6/15/2015,6/18/2015,2,1757.48
Online Shopping,CAM33966 dofg2cfeed1,6/15/2015,6/18/2015,8,2505.48
Online Search,CAM46039 DOSG2CSL10,6/15/2015,6/18/2015,1,1077.18
Online Search,CAM32307 SAWDOSG2C,6/15/2015,6/19/2015,1,228.99
Online Search,CAM32380 dosmsncsl1,6/15/2015,6/19/2015,1,116.91
Online Shopping,CAM33953 SAWDOFG2C,6/15/2015,6/19/2015,1,3411.19
Online Shopping,CAM33955 SAWDOFNEXTC,6/15/2015,6/19/2015,1,846.94
Online Shopping,CAM33966 dofg2cfeed1,6/15/2015,6/19/2015,4,2792.21
Online Search,CAM32307 SAWDOSG2C,6/15/2015,6/20/2015,1,39.33
Online Search,CAM32380 dosmsncsl1,6/15/2015,6/20/2015,1,37.02
Online Shopping,CAM33966 dofg2cfeed1,6/15/2015,6/20/2015,5,1438.82
Online Shopping,CAM33968 dofpgcfeed1,6/15/2015,6/20/2015,1,4117.32
Online Search,CAM32376 dosg2csl1,6/15/2015,6/21/2015,1,53.48
Online Search,CAM32380 dosmsncsl1,6/15/2015,6/21/2015,2,988.90
Online Shopping,CAM33966 dofg2cfeed1,6/15/2015,6/21/2015,5,6827.96
Online Shopping,CAM33968 dofpgcfeed1,6/15/2015,6/21/2015,1,1916.22
Online Search,CAM32380 dosmsncsl1,6/22/2015,6/22/2015,3,2474.17
Online Shopping,CAM33966 dofg2cfeed1,6/22/2015,6/22/2015,5,1163.20
Online Shopping,CAM33968 dofpgcfeed1,6/22/2015,6/22/2015,1,1068.93
Online Shopping,CAM33972 dofszcfeed1,6/22/2015,6/22/2015,1,43.44
Online Search,CAM32376 dosg2csl1,6/22/2015,6/23/2015,1,3837.42
Online Search,CAM32380 dosmsncsl1,6/22/2015,6/23/2015,1,107.42
Online Shopping,CAM33966 dofg2cfeed1,6/22/2015,6/23/2015,3,3534.00
Online Shopping,CAM33972 dofszcfeed1,6/22/2015,6/23/2015,1,85.75
Online Search,CAM32380 dosmsncsl1,6/22/2015,6/24/2015,1,8.66
Online Shopping,CAM33953 SAWDOFG2C,6/22/2015,6/24/2015,1,197.75
Online Shopping,CAM33966 dofg2cfeed1,6/22/2015,6/24/2015,3,35.21
Online Search,CAM32307 SAWDOSG2C,6/22/2015,6/25/2015,1,.00
Online Search,CAM32308 SAWDOSMSNC,6/22/2015,6/25/2015,1,58.80
Online Search,CAM32380 dosmsncsl1,6/22/2015,6/25/2015,1,17.21
Online Shopping,CAM33966 dofg2cfeed1,6/22/2015,6/25/2015,4,867.73
Online Search,CAM32380 dosmsncsl1,6/22/2015,6/26/2015,1,47.69
Online Shopping,CAM33953 SAWDOFG2C,6/22/2015,6/26/2015,1,.00
Online Shopping,CAM33966 dofg2cfeed1,6/22/2015,6/26/2015,8,1562.20
Online Search,CAM32307 SAWDOSG2C,6/22/2015,6/27/2015,1,58.73
Online Search,CAM32376 dosg2csl1,6/22/2015,6/27/2015,1,1164.94
Online Shopping,CAM33966 dofg2cfeed1,6/22/2015,6/27/2015,4,4494.44
Online Search,CAM32376 dosg2csl1,6/22/2015,6/28/2015,1,22.80
Online Search,CAM32380 dosmsncsl1,6/22/2015,6/28/2015,1,2358.91
Online Shopping,CAM33966 dofg2cfeed1,6/22/2015,6/28/2015,4,2186.46
Online Search,CAM32307 SAWDOSG2C,6/29/2015,6/29/2015,4,314.85
Online Search,CAM32376 dosg2csl1,6/29/2015,6/29/2015,2,629.50
Online Shopping,CAM33953 SAWDOFG2C,6/29/2015,6/29/2015,1,58.94
Online Shopping,CAM33966 dofg2cfeed1,6/29/2015,6/29/2015,4,5708.53
Online Shopping,CAM33972 dofszcfeed1,6/29/2015,6/29/2015,1,52.95
Online Search,CAM32307 SAWDOSG2C,6/29/2015,6/30/2015,1,.00
Online Search,CAM32376 dosg2csl1,6/29/2015,6/30/2015,1,19.28
Online Shopping,CAM33966 dofg2cfeed1,6/29/2015,6/30/2015,2,80.29
Online Search,CAM32376 dosg2csl1,6/29/2015,7/1/2015,4,292.34
Online Search,CAM32380 dosmsncsl1,6/29/2015,7/1/2015,1,25.93
Online Shopping,CAM33953 SAWDOFG2C,6/29/2015,7/1/2015,1,1603.93
Online Shopping,CAM33956 SAWDOFPGC,6/29/2015,7/1/2015,1,2132.21
Online Shopping,CAM33966 dofg2cfeed1,6/29/2015,7/1/2015,3,171.13
Online Search,CAM32380 dosmsncsl1,6/29/2015,7/2/2015,1,120.17
Online Shopping,CAM33953 SAWDOFG2C,6/29/2015,7/2/2015,1,1088.92
Online Shopping,CAM33966 dofg2cfeed1,6/29/2015,7/2/2015,1,1694.94
Online Search,CAM32308 SAWDOSMSNC,6/29/2015,7/3/2015,1,38.13
Online Search,CAM32376 dosg2csl1,6/29/2015,7/3/2015,1,1068.93
Online Search,CAM32380 dosmsncsl1,6/29/2015,7/3/2015,1,19.46
Online Shopping,CAM33960 SAWDOFSZC,6/29/2015,7/3/2015,1,48.99
Online Shopping,CAM33966 dofg2cfeed1,6/29/2015,7/3/2015,4,1319.80
Online Search,CAM32380 dosmsncsl1,6/29/2015,7/5/2015,1,53.11
Online Shopping,CAM33966 dofg2cfeed1,6/29/2015,7/5/2015,5,1801.06
Online Shopping,CAM33972 dofszcfeed1,6/29/2015,7/5/2015,1,52.48
Online Search,CAM32307 SAWDOSG2C,7/6/2015,7/6/2015,1,2005.56
Online Search,CAM32380 dosmsncsl1,7/6/2015,7/6/2015,2,30.04
Online Shopping,CAM33966 dofg2cfeed1,7/6/2015,7/6/2015,6,4066.42
Online Search,CAM32308 SAWDOSMSNC,7/6/2015,7/7/2015,1,.00
Online Search,CAM32376 dosg2csl1,7/6/2015,7/7/2015,1,93.33
Online Search,CAM32380 dosmsncsl1,7/6/2015,7/7/2015,1,107.22
Online Shopping,CAM33966 dofg2cfeed1,7/6/2015,7/7/2015,3,1813.83
Online Search,CAM32307 SAWDOSG2C,7/6/2015,7/8/2015,1,143.35
Online Search,CAM32380 dosmsncsl1,7/6/2015,7/8/2015,1,296.44
Online Shopping,CAM33956 SAWDOFPGC,7/6/2015,7/8/2015,1,264.81
Online Shopping,CAM33966 dofg2cfeed1,7/6/2015,7/8/2015,2,270.57
Online Shopping,CAM33953 SAWDOFG2C,7/6/2015,7/9/2015,1,53.19
Online Shopping,CAM33966 dofg2cfeed1,7/6/2015,7/9/2015,3,36.19
Online Search,CAM32307 SAWDOSG2C,7/6/2015,7/10/2015,2,41.13
Online Shopping,CAM33966 dofg2cfeed1,7/6/2015,7/10/2015,2,1711.11
Online Shopping,CAM33956 SAWDOFPGC,7/6/2015,7/11/2015,1,1599.00
Online Shopping,CAM33966 dofg2cfeed1,7/6/2015,7/11/2015,7,2544.26
Online Shopping,CAM33968 dofpgcfeed1,7/6/2015,7/11/2015,1,1726.92
Online Search,CAM32380 dosmsncsl1,7/6/2015,7/12/2015,2,1083.69
Online Shopping,CAM33956 SAWDOFPGC,7/6/2015,7/12/2015,1,1599.00
Online Shopping,CAM33966 dofg2cfeed1,7/6/2015,7/12/2015,2,1853.66
Online Shopping,CAM33972 dofszcfeed1,7/6/2015,7/12/2015,1,49.99
Online Search,CAM32307 SAWDOSG2C,7/13/2015,7/13/2015,1,.00
Online Shopping,CAM33966 dofg2cfeed1,7/13/2015,7/13/2015,4,4651.69
Online Search,CAM32307 SAWDOSG2C,7/13/2015,7/14/2015,1,117.92
Online Search,CAM32376 dosg2csl1,7/13/2015,7/14/2015,1,1175.93
Online Shopping,CAM33966 dofg2cfeed1,7/13/2015,7/14/2015,5,1994.58
Online Search,CAM32307 SAWDOSG2C,7/13/2015,7/15/2015,1,91.51
Online Search,CAM32376 dosg2csl1,7/13/2015,7/15/2015,1,116.59
Online Search,CAM32380 dosmsncsl1,7/13/2015,7/15/2015,2,170.17
Online Shopping,CAM33953 SAWDOFG2C,7/13/2015,7/15/2015,1,25.97
Online Shopping,CAM33966 dofg2cfeed1,7/13/2015,7/15/2015,5,6565.41
Online Shopping,CAM33972 dofszcfeed1,7/13/2015,7/15/2015,2,157.83
Online Search,CAM32380 dosmsncsl1,7/13/2015,7/16/2015,1,3686.46
Online Shopping,CAM33972 dofszcfeed1,7/13/2015,7/16/2015,2,189.18
Online Search,CAM32376 dosg2csl1,7/13/2015,7/17/2015,2,91.77
Online Shopping,CAM33966 dofg2cfeed1,7/13/2015,7/17/2015,4,2668.07
Online Search,CAM32376 dosg2csl1,7/13/2015,7/18/2015,1,1058.94
Online Search,CAM32380 dosmsncsl1,7/13/2015,7/18/2015,2,222.77
Online Shopping,CAM33966 dofg2cfeed1,7/13/2015,7/18/2015,3,2040.23
