Market Channel,Ad ID,Order Week Monday,Date,Count of Orders,Total Revenue
Online Shopping,CAM33966 dofg2cfeed1,9/8/2014,9/8/2014,12,5976.32
Online Shopping,CAM33972 dofszcfeed1,9/8/2014,9/8/2014,1,1067.43
Online Search,CAM32308 SAWDOSMSNC,9/8/2014,9/9/2014,1,107.17
Online Search,CAM32376 dosg2csl1,9/8/2014,9/9/2014,1,999.00
Online Search,CAM32380 dosmsncsl1,9/8/2014,9/9/2014,3,3296.09
Online Shopping,CAM33966 dofg2cfeed1,9/8/2014,9/9/2014,10,3655.89
Online Shopping,CAM33967 dofnextcfeed1,9/8/2014,9/9/2014,1,1422.88
Online Shopping,CAM33968 dofpgcfeed1,9/8/2014,9/9/2014,1,592.53
Online Shopping,CAM33972 dofszcfeed1,9/8/2014,9/9/2014,1,1068.93
Online Search,CAM32376 dosg2csl1,9/8/2014,9/10/2014,1,95.79
Online Shopping,CAM33967 dofnextcfeed1,9/8/2014,9/10/2014,1,2234.05
Online Search,CAM32308 SAWDOSMSNC,9/8/2014,9/11/2014,3,3364.96
Online Search,CAM32376 dosg2csl1,9/8/2014,9/11/2014,3,132.82
Online Search,CAM32380 dosmsncsl1,9/8/2014,9/11/2014,1,42.41
Online Shopping,CAM33953 SAWDOFG2C,9/8/2014,9/11/2014,2,2319.73
Online Shopping,CAM33955 SAWDOFNEXTC,9/8/2014,9/11/2014,1,140.66
Online Shopping,CAM33966 dofg2cfeed1,9/8/2014,9/11/2014,6,611.67
Online Shopping,CAM33968 dofpgcfeed1,9/8/2014,9/11/2014,1,33.62
Online Shopping,CAM33972 dofszcfeed1,9/8/2014,9/11/2014,1,149.39
Online Search,CAM32308 SAWDOSMSNC,9/8/2014,9/12/2014,1,1710.93
Online Search,CAM32376 dosg2csl1,9/8/2014,9/12/2014,1,52.04
Online Search,CAM32380 dosmsncsl1,9/8/2014,9/12/2014,1,578.95
Online Shopping,CAM33955 SAWDOFNEXTC,9/8/2014,9/12/2014,1,1588.94
Online Shopping,CAM33960 SAWDOFSZC,9/8/2014,9/12/2014,1,147.32
Online Shopping,CAM33966 dofg2cfeed1,9/8/2014,9/12/2014,4,1704.39
Online Shopping,CAM33968 dofpgcfeed1,9/8/2014,9/12/2014,1,33.08
Online Shopping,CAM33972 dofszcfeed1,9/8/2014,9/12/2014,1,147.32
Online Search,CAM32307 SAWDOSG2C,9/8/2014,9/13/2014,2,1479.21
Online Search,CAM32376 dosg2csl1,9/8/2014,9/13/2014,1,1048.95
Online Search,CAM32380 dosmsncsl1,9/8/2014,9/13/2014,3,2555.21
Online Shopping,CAM33955 SAWDOFNEXTC,9/8/2014,9/13/2014,1,1594.94
Online Shopping,CAM33966 dofg2cfeed1,9/8/2014,9/13/2014,4,284.78
Online Shopping,CAM33968 dofpgcfeed1,9/8/2014,9/13/2014,1,2144.03
Online Shopping,CAM33972 dofszcfeed1,9/8/2014,9/13/2014,1,846.94
Online Search,CAM32308 SAWDOSMSNC,9/8/2014,9/14/2014,1,3443.37
Online Search,CAM32376 dosg2csl1,9/8/2014,9/14/2014,2,115.62
Online Search,CAM32380 dosmsncsl1,9/8/2014,9/14/2014,1,92.61
Online Shopping,CAM33966 dofg2cfeed1,9/8/2014,9/14/2014,6,3419.29
Online Search,CAM32307 SAWDOSG2C,9/15/2014,9/15/2014,1,1078.92
Online Search,CAM32380 dosmsncsl1,9/15/2014,9/15/2014,1,1058.94
Online Shopping,CAM33966 dofg2cfeed1,9/15/2014,9/15/2014,9,7696.92
Online Shopping,CAM33968 dofpgcfeed1,9/15/2014,9/15/2014,1,32.73
Online Shopping,CAM33972 dofszcfeed1,9/15/2014,9/15/2014,2,179.18
Online Shopping,CAM34150 dofbicfeed1,9/15/2014,9/15/2014,1,486.90
Online Search,CAM32307 SAWDOSG2C,9/15/2014,9/16/2014,1,648.42
Online Search,CAM32376 dosg2csl1,9/15/2014,9/16/2014,1,2396.91
Online Search,CAM32380 dosmsncsl1,9/15/2014,9/16/2014,1,1181.43
Online Shopping,CAM33966 dofg2cfeed1,9/15/2014,9/16/2014,7,2425.86
Online Shopping,CAM33968 dofpgcfeed1,9/15/2014,9/16/2014,1,2704.85
Online Shopping,CAM33972 dofszcfeed1,9/15/2014,9/16/2014,2,812.33
Online Search,CAM32308 SAWDOSMSNC,9/15/2014,9/17/2014,1,1622.67
Online Search,CAM32380 dosmsncsl1,9/15/2014,9/17/2014,3,583.76
Online Shopping,CAM33953 SAWDOFG2C,9/15/2014,9/17/2014,2,559.68
Online Shopping,CAM33966 dofg2cfeed1,9/15/2014,9/17/2014,4,2624.19
Online Shopping,CAM33967 dofnextcfeed1,9/15/2014,9/17/2014,1,1858.31
Online Shopping,CAM34150 dofbicfeed1,9/15/2014,9/17/2014,1,588.93
Online Search,CAM32308 SAWDOSMSNC,9/15/2014,9/18/2014,2,4556.13
Online Search,CAM32376 dosg2csl1,9/15/2014,9/18/2014,2,1726.82
Online Search,CAM32380 dosmsncsl1,9/15/2014,9/18/2014,2,1800.06
Online Shopping,CAM33966 dofg2cfeed1,9/15/2014,9/18/2014,3,157.23
- None -,CAM32308 SAWDOSMSNC,9/15/2014,9/19/2014,1,.00
Online Search,CAM32376 dosg2csl1,9/15/2014,9/19/2014,2,104.78
Online Search,CAM32380 dosmsncsl1,9/15/2014,9/19/2014,1,1092.24
Online Shopping,CAM33953 SAWDOFG2C,9/15/2014,9/19/2014,1,3856.68
Online Shopping,CAM33966 dofg2cfeed1,9/15/2014,9/19/2014,2,63.90
Online Shopping,CAM33968 dofpgcfeed1,9/15/2014,9/19/2014,1,658.90
Online Search,CAM32380 dosmsncsl1,9/15/2014,9/20/2014,1,634.94
Online Shopping,CAM33966 dofg2cfeed1,9/15/2014,9/20/2014,6,1283.61
Online Shopping,CAM33968 dofpgcfeed1,9/15/2014,9/20/2014,1,42.10
Online Search,CAM32308 SAWDOSMSNC,9/15/2014,9/21/2014,1,120.83
Online Search,CAM32376 dosg2csl1,9/15/2014,9/21/2014,1,42.68
Online Search,CAM32380 dosmsncsl1,9/15/2014,9/21/2014,1,130.24
Online Shopping,CAM33966 dofg2cfeed1,9/15/2014,9/21/2014,10,4443.41
- None -,CAM32308 SAWDOSMSNC,9/22/2014,9/22/2014,1,139.37
Online Search,CAM32376 dosg2csl1,9/22/2014,9/22/2014,1,52.98
Online Search,CAM32380 dosmsncsl1,9/22/2014,9/22/2014,2,69.14
Online Shopping,CAM33953 SAWDOFG2C,9/22/2014,9/22/2014,1,2394.23
Online Shopping,CAM33966 dofg2cfeed1,9/22/2014,9/22/2014,9,823.04
Online Shopping,CAM33972 dofszcfeed1,9/22/2014,9/22/2014,3,567.41
Online Shopping,CAM34150 dofbicfeed1,9/22/2014,9/22/2014,1,613.49
Other - Internal,CAM33953 SAWDOFG2C,9/22/2014,9/22/2014,1,1738.91
- None -,CAM32308 SAWDOSMSNC,9/22/2014,9/23/2014,1,10.16
- None -,CAM33956 SAWDOFPGC,9/22/2014,9/23/2014,1,157.91
Electronic - UnSourced,CAM32307 SAWDOSG2C,9/22/2014,9/23/2014,3,3644.04
Online Search,CAM32307 SAWDOSG2C,9/22/2014,9/23/2014,1,3147.25
Online Search,CAM32308 SAWDOSMSNC,9/22/2014,9/23/2014,1,630.75
Online Search,CAM32376 dosg2csl1,9/22/2014,9/23/2014,1,731.16
Online Search,CAM32380 dosmsncsl1,9/22/2014,9/23/2014,2,116.95
Online Shopping,CAM33953 SAWDOFG2C,9/22/2014,9/23/2014,3,1640.57
Online Shopping,CAM33966 dofg2cfeed1,9/22/2014,9/23/2014,4,1957.02
Short Form,CAM33953 SAWDOFG2C,9/22/2014,9/23/2014,1,1078.92
- None -,CAM32308 SAWDOSMSNC,9/22/2014,9/24/2014,2,46.09
Online Search,CAM32380 dosmsncsl1,9/22/2014,9/24/2014,1,1888.92
Online Shopping,CAM33953 SAWDOFG2C,9/22/2014,9/24/2014,2,981.59
Online Shopping,CAM33966 dofg2cfeed1,9/22/2014,9/24/2014,3,843.69
- None -,CAM32308 SAWDOSMSNC,9/22/2014,9/25/2014,1,119.06
Online Search,CAM32376 dosg2csl1,9/22/2014,9/25/2014,1,1068.93
Online Shopping,CAM33966 dofg2cfeed1,9/22/2014,9/25/2014,5,3699.67
Short Form,CAM33953 SAWDOFG2C,9/22/2014,9/25/2014,1,1588.94
- None -,CAM32308 SAWDOSMSNC,9/22/2014,9/26/2014,2,.00
Online Search,CAM32307 SAWDOSG2C,9/22/2014,9/26/2014,1,241.91
Online Search,CAM32376 dosg2csl1,9/22/2014,9/26/2014,2,677.37
Online Shopping,CAM33966 dofg2cfeed1,9/22/2014,9/26/2014,10,3020.49
- None -,CAM32308 SAWDOSMSNC,9/22/2014,9/27/2014,1,436.91
Electronic - UnSourced,CAM33953 SAWDOFG2C,9/22/2014,9/27/2014,1,640.18
Online Search,CAM32376 dosg2csl1,9/22/2014,9/27/2014,1,22.29
Online Search,CAM32380 dosmsncsl1,9/22/2014,9/27/2014,1,19.28
Online Shopping,CAM33966 dofg2cfeed1,9/22/2014,9/27/2014,4,768.53
Online Shopping,CAM33968 dofpgcfeed1,9/22/2014,9/27/2014,1,60.65
Online Search,CAM32308 SAWDOSMSNC,9/22/2014,9/28/2014,1,2459.04
Online Search,CAM32376 dosg2csl1,9/22/2014,9/28/2014,2,1705.44
Online Search,CAM32380 dosmsncsl1,9/22/2014,9/28/2014,7,3021.90
Online Shopping,CAM33966 dofg2cfeed1,9/22/2014,9/28/2014,2,71.55
- None -,CAM32307 SAWDOSG2C,9/29/2014,9/29/2014,2,128.90
Online Search,CAM32376 dosg2csl1,9/29/2014,9/29/2014,1,16.68
Online Search,CAM32380 dosmsncsl1,9/29/2014,9/29/2014,2,673.44
Online Shopping,CAM33966 dofg2cfeed1,9/29/2014,9/29/2014,3,447.08
- None -,CAM32307 SAWDOSG2C,9/29/2014,9/30/2014,1,11.056
Online Search,CAM32308 SAWDOSMSNC,9/29/2014,9/30/2014,3,7040.82
Online Search,CAM32376 dosg2csl1,9/29/2014,9/30/2014,1,32.54
Online Search,CAM32380 dosmsncsl1,9/29/2014,9/30/2014,3,621.19
Online Shopping,CAM33953 SAWDOFG2C,9/29/2014,9/30/2014,1,1111.93
Online Shopping,CAM33966 dofg2cfeed1,9/29/2014,9/30/2014,9,2544.60
Online Shopping,CAM33967 dofnextcfeed1,9/29/2014,9/30/2014,1,1350.64
Online Shopping,CAM33972 dofszcfeed1,9/29/2014,9/30/2014,1,35.30
Online Shopping,CAM34150 dofbicfeed1,9/29/2014,9/30/2014,1,478.32
- None -,CAM33953 SAWDOFG2C,9/29/2014,10/1/2014,1,36.37
Online Search,CAM32376 dosg2csl1,9/29/2014,10/1/2014,1,33.46
Online Search,CAM32380 dosmsncsl1,9/29/2014,10/1/2014,1,21.38
Online Shopping,CAM33955 SAWDOFNEXTC,9/29/2014,10/1/2014,2,2690.98
Online Shopping,CAM33956 SAWDOFPGC,9/29/2014,10/1/2014,1,2966.94
Online Shopping,CAM33966 dofg2cfeed1,9/29/2014,10/1/2014,9,3834.34
Online Shopping,CAM33967 dofnextcfeed1,9/29/2014,10/1/2014,2,1737.66
Un-Sourced,CAM32308 SAWDOSMSNC,9/29/2014,10/1/2014,1,2191.33
- None -,CAM32307 SAWDOSG2C,9/29/2014,10/2/2014,1,11.39
Online Search,CAM32376 dosg2csl1,9/29/2014,10/2/2014,1,39.44
Online Search,CAM32380 dosmsncsl1,9/29/2014,10/2/2014,4,4871.83
Online Shopping,CAM33966 dofg2cfeed1,9/29/2014,10/2/2014,10,2307.13
Online Shopping,CAM33967 dofnextcfeed1,9/29/2014,10/2/2014,1,1848.00
Online Shopping,CAM33968 dofpgcfeed1,9/29/2014,10/2/2014,2,1179.18
Online Shopping,CAM34150 dofbicfeed1,9/29/2014,10/2/2014,1,815.13
- None -,CAM33953 SAWDOFG2C,9/29/2014,10/3/2014,2,18.26
Online Search,CAM32307 SAWDOSG2C,9/29/2014,10/3/2014,1,1238.76
Online Search,CAM32376 dosg2csl1,9/29/2014,10/3/2014,3,783.68
Online Search,CAM32380 dosmsncsl1,9/29/2014,10/3/2014,2,2512.56
Online Shopping,CAM33966 dofg2cfeed1,9/29/2014,10/3/2014,4,721.33
Electronic - UnSourced,CAM33955 SAWDOFNEXTC,9/29/2014,10/4/2014,2,4588.34
OBC,CAM33953 SAWDOFG2C,9/29/2014,10/4/2014,1,2028.202
Online Search,CAM32307 SAWDOSG2C,9/29/2014,10/4/2014,1,211.44
Online Search,CAM32308 SAWDOSMSNC,9/29/2014,10/4/2014,1,1083.92
Online Search,CAM32376 dosg2csl1,9/29/2014,10/4/2014,3,1600.65
Online Search,CAM32380 dosmsncsl1,9/29/2014,10/4/2014,3,4995.72
Online Shopping,CAM33966 dofg2cfeed1,9/29/2014,10/4/2014,6,5145.73
Online Search,CAM32307 SAWDOSG2C,9/29/2014,10/5/2014,1,42.19
Online Search,CAM32376 dosg2csl1,9/29/2014,10/5/2014,2,66.88
Online Search,CAM32380 dosmsncsl1,9/29/2014,10/5/2014,3,4236.74
Online Shopping,CAM33966 dofg2cfeed1,9/29/2014,10/5/2014,4,3436.65
Online Shopping,CAM33972 dofszcfeed1,9/29/2014,10/5/2014,1,24.588
- None -,CAM32307 SAWDOSG2C,10/6/2014,10/6/2014,1,88.06
- None -,CAM32308 SAWDOSMSNC,10/6/2014,10/6/2014,1,27.33
Online Search,CAM32380 dosmsncsl1,10/6/2014,10/6/2014,2,537.13
Online Shopping,CAM33953 SAWDOFG2C,10/6/2014,10/6/2014,1,428.93
Online Shopping,CAM33966 dofg2cfeed1,10/6/2014,10/6/2014,8,1490.20
- None -,CAM32307 SAWDOSG2C,10/6/2014,10/7/2014,2,77.96
Online Search,CAM32307 SAWDOSG2C,10/6/2014,10/7/2014,1,25.66
Online Search,CAM32380 dosmsncsl1,10/6/2014,10/7/2014,4,5308.17
Online Search,CAM33024 SAWDOSBICMOBILE,10/6/2014,10/7/2014,1,1482.94
Online Shopping,CAM33966 dofg2cfeed1,10/6/2014,10/7/2014,6,830.21
- None -,CAM33953 SAWDOFG2C,10/6/2014,10/8/2014,1,63.49
Online Search,CAM32307 SAWDOSG2C,10/6/2014,10/8/2014,2,1235.27
Online Search,CAM32376 dosg2csl1,10/6/2014,10/8/2014,1,1081.42
Online Search,CAM32380 dosmsncsl1,10/6/2014,10/8/2014,2,2597.15
Online Shopping,CAM33953 SAWDOFG2C,10/6/2014,10/8/2014,1,373.86
Online Shopping,CAM33956 SAWDOFPGC,10/6/2014,10/8/2014,1,466.52
Online Shopping,CAM33966 dofg2cfeed1,10/6/2014,10/8/2014,5,249.11
Online Shopping,CAM33968 dofpgcfeed1,10/6/2014,10/8/2014,1,606.40
Short Form,CAM32307 SAWDOSG2C,10/6/2014,10/8/2014,1,1898.64
Online Search,CAM32307 SAWDOSG2C,10/6/2014,10/9/2014,1,1067.86
Online Search,CAM32376 dosg2csl1,10/6/2014,10/9/2014,1,1078.92
Online Search,CAM32380 dosmsncsl1,10/6/2014,10/9/2014,1,9.53
Online Shopping,CAM33966 dofg2cfeed1,10/6/2014,10/9/2014,6,903.52
Online Shopping,CAM33968 dofpgcfeed1,10/6/2014,10/9/2014,1,102.84
Online Search,CAM32307 SAWDOSG2C,10/6/2014,10/10/2014,1,854.93
Online Search,CAM32376 dosg2csl1,10/6/2014,10/10/2014,3,123.93
Online Shopping,CAM33966 dofg2cfeed1,10/6/2014,10/10/2014,2,440.73
Online Search,CAM32376 dosg2csl1,10/6/2014,10/11/2014,2,1704.36
Online Search,CAM32380 dosmsncsl1,10/6/2014,10/11/2014,1,43.30
Online Shopping,CAM33966 dofg2cfeed1,10/6/2014,10/11/2014,1,65.91
Online Shopping,CAM33972 dofszcfeed1,10/6/2014,10/11/2014,2,3847.14
Online Search,CAM32308 SAWDOSMSNC,10/6/2014,10/12/2014,1,1067.86
Online Search,CAM32376 dosg2csl1,10/6/2014,10/12/2014,1,42.60
Online Shopping,CAM33960 SAWDOFSZC,10/6/2014,10/12/2014,2,4320.66
Online Shopping,CAM33966 dofg2cfeed1,10/6/2014,10/12/2014,1,484.90
Online Shopping,CAM33972 dofszcfeed1,10/6/2014,10/12/2014,2,81.96
- None -,CAM32308 SAWDOSMSNC,10/13/2014,10/13/2014,1,139.01
Catalog,CAM32308 SAWDOSMSNC,10/13/2014,10/13/2014,1,729.94
Online Search,CAM32307 SAWDOSG2C,10/13/2014,10/13/2014,1,1622.67
Online Search,CAM32380 dosmsncsl1,10/13/2014,10/13/2014,1,15.89
Online Shopping,CAM33966 dofg2cfeed1,10/13/2014,10/13/2014,1,18.19
Online Shopping,CAM33972 dofszcfeed1,10/13/2014,10/13/2014,3,2751.85
- None -,CAM32307 SAWDOSG2C,10/13/2014,10/14/2014,2,164.93
Online Search,CAM32308 SAWDOSMSNC,10/13/2014,10/14/2014,2,2468.84
Online Search,CAM32376 dosg2csl1,10/13/2014,10/14/2014,2,1364.87
Online Search,CAM32380 dosmsncsl1,10/13/2014,10/14/2014,4,3416.89
Online Shopping,CAM33966 dofg2cfeed1,10/13/2014,10/14/2014,2,59.28
Online Shopping,CAM33972 dofszcfeed1,10/13/2014,10/14/2014,3,1244.33
Online Shopping,CAM41242 dofbeccfeed2,10/13/2014,10/14/2014,1,1047.54
- None -,CAM32307 SAWDOSG2C,10/13/2014,10/15/2014,1,69.82
Online Search,CAM32376 dosg2csl1,10/13/2014,10/15/2014,1,19.06
Online Search,CAM32380 dosmsncsl1,10/13/2014,10/15/2014,1,129.25
Online Shopping,CAM33953 SAWDOFG2C,10/13/2014,10/15/2014,2,2282.82
Online Shopping,CAM33966 dofg2cfeed1,10/13/2014,10/15/2014,5,2277.50
Online Shopping,CAM41242 dofbeccfeed2,10/13/2014,10/15/2014,2,592.58
Un-Sourced,CAM33953 SAWDOFG2C,10/13/2014,10/15/2014,1,746.86
- None -,CAM33953 SAWDOFG2C,10/13/2014,10/16/2014,2,41.32
Electronic - UnSourced,CAM32308 SAWDOSMSNC,10/13/2014,10/16/2014,1,970.74
Online Search,CAM32308 SAWDOSMSNC,10/13/2014,10/16/2014,2,971.22
Online Search,CAM32380 dosmsncsl1,10/13/2014,10/16/2014,3,5167.86
Online Shopping,CAM33966 dofg2cfeed1,10/13/2014,10/16/2014,3,76.85
- None -,CAM32308 SAWDOSMSNC,10/13/2014,10/17/2014,2,51.34
- None -,CAM33953 SAWDOFG2C,10/13/2014,10/17/2014,1,.00
Electronic - UnSourced,CAM33960 SAWDOFSZC,10/13/2014,10/17/2014,1,1061.44
Online,CAM32308 SAWDOSMSNC,10/13/2014,10/17/2014,1,2163.85
Online Search,CAM32380 dosmsncsl1,10/13/2014,10/17/2014,4,1590.14
Online Shopping,CAM33956 SAWDOFPGC,10/13/2014,10/17/2014,1,42.69
Online Shopping,CAM33966 dofg2cfeed1,10/13/2014,10/17/2014,6,5346.23
Online Shopping,CAM33968 dofpgcfeed1,10/13/2014,10/17/2014,1,1958.34
Online Shopping,CAM33972 dofszcfeed1,10/13/2014,10/17/2014,1,154.05
Online Search,CAM32376 dosg2csl1,10/13/2014,10/18/2014,1,31.87
Online Search,CAM32380 dosmsncsl1,10/13/2014,10/18/2014,1,948.45
Online Shopping,CAM33966 dofg2cfeed1,10/13/2014,10/18/2014,3,1380.90
Online Shopping,CAM33972 dofszcfeed1,10/13/2014,10/18/2014,1,1270.93
Online Search,CAM32376 dosg2csl1,10/13/2014,10/19/2014,3,732.16
Online Search,CAM32380 dosmsncsl1,10/13/2014,10/19/2014,1,10.79
Online Shopping,CAM33953 SAWDOFG2C,10/13/2014,10/19/2014,2,1868.24
Online Shopping,CAM33966 dofg2cfeed1,10/13/2014,10/19/2014,12,2395.00
Online Shopping,CAM41242 dofbeccfeed2,10/13/2014,10/19/2014,1,662.91
- None -,CAM32307 SAWDOSG2C,10/20/2014,10/20/2014,1,18.34
- None -,CAM32308 SAWDOSMSNC,10/20/2014,10/20/2014,1,227.06
- None -,CAM33953 SAWDOFG2C,10/20/2014,10/20/2014,1,.00
OBC,CAM33955 SAWDOFNEXTC,10/20/2014,10/20/2014,2,1508.53
Online Search,CAM32376 dosg2csl1,10/20/2014,10/20/2014,1,52.43
Online Shopping,CAM33953 SAWDOFG2C,10/20/2014,10/20/2014,1,1588.94
Online Shopping,CAM33955 SAWDOFNEXTC,10/20/2014,10/20/2014,1,1726.92
Online Shopping,CAM33966 dofg2cfeed1,10/20/2014,10/20/2014,11,5407.66
Online Shopping,CAM33972 dofszcfeed1,10/20/2014,10/20/2014,2,2536.31
Un-Sourced,CAM32307 SAWDOSG2C,10/20/2014,10/20/2014,1,104.94
- None -,CAM32307 SAWDOSG2C,10/20/2014,10/21/2014,1,212.93
- None -,CAM32308 SAWDOSMSNC,10/20/2014,10/21/2014,1,.00
- None -,CAM33953 SAWDOFG2C,10/20/2014,10/21/2014,1,41.12
Electronic - UnSourced,CAM32307 SAWDOSG2C,10/20/2014,10/21/2014,1,599.00
Electronic - UnSourced,CAM32308 SAWDOSMSNC,10/20/2014,10/21/2014,1,1087.66
Online Search,CAM32307 SAWDOSG2C,10/20/2014,10/21/2014,1,2117.39
Online Search,CAM32376 dosg2csl1,10/20/2014,10/21/2014,1,213.68
Online Search,CAM32380 dosmsncsl1,10/20/2014,10/21/2014,2,2969.95
Online Shopping,CAM33953 SAWDOFG2C,10/20/2014,10/21/2014,1,646.92
Online Shopping,CAM33966 dofg2cfeed1,10/20/2014,10/21/2014,7,3980.79
Online Shopping,CAM33967 dofnextcfeed1,10/20/2014,10/21/2014,1,2683.54
- None -,CAM32308 SAWDOSMSNC,10/20/2014,10/22/2014,1,127.68
Electronic - UnSourced,CAM32307 SAWDOSG2C,10/20/2014,10/22/2014,1,434.91
Online Search,CAM32307 SAWDOSG2C,10/20/2014,10/22/2014,1,1072.68
Online Search,CAM32376 dosg2csl1,10/20/2014,10/22/2014,1,94.38
Online Search,CAM32380 dosmsncsl1,10/20/2014,10/22/2014,2,1458.89
Online Shopping,CAM33953 SAWDOFG2C,10/20/2014,10/22/2014,1,51.94
Online Shopping,CAM33966 dofg2cfeed1,10/20/2014,10/22/2014,9,4857.95
- None -,CAM32308 SAWDOSMSNC,10/20/2014,10/23/2014,1,.00
Online Search,CAM32376 dosg2csl1,10/20/2014,10/23/2014,1,60.95
Online Search,CAM32380 dosmsncsl1,10/20/2014,10/23/2014,1,883.89
Online Shopping,CAM33953 SAWDOFG2C,10/20/2014,10/23/2014,1,2725.29
Online Shopping,CAM33966 dofg2cfeed1,10/20/2014,10/23/2014,4,3307.44
- None -,CAM32307 SAWDOSG2C,10/20/2014,10/24/2014,1,347.67
- None -,CAM33960 SAWDOFSZC,10/20/2014,10/24/2014,1,47.73
Online Search,CAM32376 dosg2csl1,10/20/2014,10/24/2014,1,1099.00
Online Search,CAM32380 dosmsncsl1,10/20/2014,10/24/2014,2,553.50
Online Shopping,CAM33966 dofg2cfeed1,10/20/2014,10/24/2014,3,1681.67
Online Shopping,CAM33967 dofnextcfeed1,10/20/2014,10/24/2014,1,37.96
Online Shopping,CAM33972 dofszcfeed1,10/20/2014,10/24/2014,1,999.00
Online Search,CAM32380 dosmsncsl1,10/20/2014,10/25/2014,1,477.05
Online Shopping,CAM33966 dofg2cfeed1,10/20/2014,10/25/2014,2,2351.86
Online Shopping,CAM33968 dofpgcfeed1,10/20/2014,10/25/2014,1,610.70
Email - Conversion Stream,CAM33953 SAWDOFG2C,10/20/2014,10/26/2014,1,1862.42
Online Search,CAM32376 dosg2csl1,10/20/2014,10/26/2014,1,593.21
Online Search,CAM32380 dosmsncsl1,10/20/2014,10/26/2014,1,989.46
Online Shopping,CAM33966 dofg2cfeed1,10/20/2014,10/26/2014,5,5636.45
- None -,CAM32307 SAWDOSG2C,10/27/2014,10/27/2014,1,78.04
- None -,CAM32308 SAWDOSMSNC,10/27/2014,10/27/2014,1,.00
Online Search,CAM32308 SAWDOSMSNC,10/27/2014,10/27/2014,1,137.71
Online Search,CAM32380 dosmsncsl1,10/27/2014,10/27/2014,1,41.71
Online Shopping,CAM33953 SAWDOFG2C,10/27/2014,10/27/2014,1,1859.31
Online Shopping,CAM33966 dofg2cfeed1,10/27/2014,10/27/2014,6,387.73
Un-Sourced,CAM33953 SAWDOFG2C,10/27/2014,10/27/2014,1,2383.60
- None -,CAM33953 SAWDOFG2C,10/27/2014,10/28/2014,1,19.24
Electronic - UnSourced,CAM32308 SAWDOSMSNC,10/27/2014,10/28/2014,1,1709.86
Online Search,CAM32308 SAWDOSMSNC,10/27/2014,10/28/2014,1,1633.91
Online Search,CAM32380 dosmsncsl1,10/27/2014,10/28/2014,1,1389.92
Online Shopping,CAM33953 SAWDOFG2C,10/27/2014,10/28/2014,1,527.05
