Market Channel,Ad ID,Order Week Monday,Date,Count of Orders,Total Revenue
Online Search,CAM32376 dosg2csl1,6/29/2015,6/30/2015,1,19.28
Online Shopping,CAM33966 dofg2cfeed1,6/29/2015,6/30/2015,2,80.29
Online Search,CAM32376 dosg2csl1,6/29/2015,7/1/2015,4,292.34
Online Search,CAM32380 dosmsncsl1,6/29/2015,7/1/2015,1,25.93
Online Shopping,CAM33953 SAWDOFG2C,6/29/2015,7/1/2015,1,1603.93
Online Shopping,CAM33956 SAWDOFPGC,6/29/2015,7/1/2015,1,2132.21
Online Shopping,CAM33966 dofg2cfeed1,6/29/2015,7/1/2015,3,171.13
Online Search,CAM32380 dosmsncsl1,6/29/2015,7/2/2015,1,120.17
Online Shopping,CAM33953 SAWDOFG2C,6/29/2015,7/2/2015,1,1088.92
Online Shopping,CAM33966 dofg2cfeed1,6/29/2015,7/2/2015,1,1694.94
Online Search,CAM32308 SAWDOSMSNC,6/29/2015,7/3/2015,1,38.13
Online Search,CAM32376 dosg2csl1,6/29/2015,7/3/2015,1,1068.93
Online Search,CAM32380 dosmsncsl1,6/29/2015,7/3/2015,1,19.46
Online Shopping,CAM33960 SAWDOFSZC,6/29/2015,7/3/2015,1,48.99
Online Shopping,CAM33966 dofg2cfeed1,6/29/2015,7/3/2015,4,1319.80
Online Search,CAM32380 dosmsncsl1,6/29/2015,7/5/2015,1,53.11
Online Shopping,CAM33966 dofg2cfeed1,6/29/2015,7/5/2015,5,1801.06
Online Shopping,CAM33972 dofszcfeed1,6/29/2015,7/5/2015,1,52.48
Online Search,CAM32307 SAWDOSG2C,7/6/2015,7/6/2015,1,2005.56
Online Search,CAM32380 dosmsncsl1,7/6/2015,7/6/2015,2,30.04
Online Shopping,CAM33966 dofg2cfeed1,7/6/2015,7/6/2015,6,4066.42
Online Search,CAM32308 SAWDOSMSNC,7/6/2015,7/7/2015,1,.00
Online Search,CAM32376 dosg2csl1,7/6/2015,7/7/2015,1,93.33
Online Search,CAM32380 dosmsncsl1,7/6/2015,7/7/2015,1,107.22
Online Shopping,CAM33966 dofg2cfeed1,7/6/2015,7/7/2015,3,1813.83
Online Search,CAM32307 SAWDOSG2C,7/6/2015,7/8/2015,1,143.35
Online Search,CAM32380 dosmsncsl1,7/6/2015,7/8/2015,1,296.44
Online Shopping,CAM33956 SAWDOFPGC,7/6/2015,7/8/2015,1,264.81
Online Shopping,CAM33966 dofg2cfeed1,7/6/2015,7/8/2015,2,270.57
Online Shopping,CAM33953 SAWDOFG2C,7/6/2015,7/9/2015,1,53.19
Online Shopping,CAM33966 dofg2cfeed1,7/6/2015,7/9/2015,3,36.19
Online Search,CAM32307 SAWDOSG2C,7/6/2015,7/10/2015,2,41.13
Online Shopping,CAM33966 dofg2cfeed1,7/6/2015,7/10/2015,2,1711.11
Online Shopping,CAM33956 SAWDOFPGC,7/6/2015,7/11/2015,1,1599.00
Online Shopping,CAM33966 dofg2cfeed1,7/6/2015,7/11/2015,7,2538.15
Online Shopping,CAM33968 dofpgcfeed1,7/6/2015,7/11/2015,1,1726.92
Online Search,CAM32380 dosmsncsl1,7/6/2015,7/12/2015,2,1083.69
Online Shopping,CAM33956 SAWDOFPGC,7/6/2015,7/12/2015,1,1599.00
Online Shopping,CAM33966 dofg2cfeed1,7/6/2015,7/12/2015,2,1853.66
Online Shopping,CAM33972 dofszcfeed1,7/6/2015,7/12/2015,1,49.99
Online Search,CAM32307 SAWDOSG2C,7/13/2015,7/13/2015,1,.00
Online Shopping,CAM33966 dofg2cfeed1,7/13/2015,7/13/2015,4,4651.69
Online Search,CAM32307 SAWDOSG2C,7/13/2015,7/14/2015,1,117.92
Online Search,CAM32376 dosg2csl1,7/13/2015,7/14/2015,1,1175.93
Online Shopping,CAM33966 dofg2cfeed1,7/13/2015,7/14/2015,5,1994.58
Online Search,CAM32307 SAWDOSG2C,7/13/2015,7/15/2015,1,91.51
Online Search,CAM32376 dosg2csl1,7/13/2015,7/15/2015,1,116.59
Online Search,CAM32380 dosmsncsl1,7/13/2015,7/15/2015,2,170.17
Online Shopping,CAM33953 SAWDOFG2C,7/13/2015,7/15/2015,1,25.97
Online Shopping,CAM33966 dofg2cfeed1,7/13/2015,7/15/2015,5,6565.41
Online Shopping,CAM33972 dofszcfeed1,7/13/2015,7/15/2015,2,157.83
Online Search,CAM32380 dosmsncsl1,7/13/2015,7/16/2015,1,3686.46
Online Shopping,CAM33972 dofszcfeed1,7/13/2015,7/16/2015,2,189.18
Online Search,CAM32376 dosg2csl1,7/13/2015,7/17/2015,2,91.77
Online Shopping,CAM33966 dofg2cfeed1,7/13/2015,7/17/2015,4,2661.60
Online Search,CAM32376 dosg2csl1,7/13/2015,7/18/2015,1,1058.94
Online Search,CAM32380 dosmsncsl1,7/13/2015,7/18/2015,2,222.77
Online Shopping,CAM33966 dofg2cfeed1,7/13/2015,7/18/2015,3,2033.02
Online Shopping,CAM33968 dofpgcfeed1,7/13/2015,7/18/2015,1,3451.00
Online Shopping,CAM33972 dofszcfeed1,7/13/2015,7/18/2015,1,118.14
Online Search,CAM32376 dosg2csl1,7/13/2015,7/19/2015,3,3258.74
Online Search,CAM32380 dosmsncsl1,7/13/2015,7/19/2015,1,696.77
Online Shopping,CAM33966 dofg2cfeed1,7/13/2015,7/19/2015,4,5398.85
Online Shopping,CAM33968 dofpgcfeed1,7/13/2015,7/19/2015,1,1710.93
Online Search,CAM32376 dosg2csl1,7/20/2015,7/20/2015,1,18.66
Online Search,CAM32380 dosmsncsl1,7/20/2015,7/20/2015,2,1963.65
Online Shopping,CAM33966 dofg2cfeed1,7/20/2015,7/20/2015,2,2922.59
Online Shopping,CAM33968 dofpgcfeed1,7/20/2015,7/20/2015,2,4979.85
Online Shopping,CAM33972 dofszcfeed1,7/20/2015,7/20/2015,1,115.93
Online Search,CAM32376 dosg2csl1,7/20/2015,7/21/2015,1,33.64
Online Search,CAM32380 dosmsncsl1,7/20/2015,7/21/2015,1,18.88
Online Shopping,CAM33966 dofg2cfeed1,7/20/2015,7/21/2015,2,2307.55
Online Shopping,CAM33972 dofszcfeed1,7/20/2015,7/21/2015,1,54.10
Online Shopping,CAM33953 SAWDOFG2C,7/20/2015,7/22/2015,1,11.58
Online Shopping,CAM33966 dofg2cfeed1,7/20/2015,7/22/2015,1,9.89
Online Shopping,CAM33972 dofszcfeed1,7/20/2015,7/22/2015,1,60.17
Online Search,CAM32380 dosmsncsl1,7/20/2015,7/23/2015,1,18.98
Online Shopping,CAM33953 SAWDOFG2C,7/20/2015,7/23/2015,2,2170.05
Online Shopping,CAM33966 dofg2cfeed1,7/20/2015,7/23/2015,3,3127.93
Online Search,CAM32376 dosg2csl1,7/20/2015,7/24/2015,1,42.20
Online Search,CAM32380 dosmsncsl1,7/20/2015,7/24/2015,1,254.51
Online Shopping,CAM33966 dofg2cfeed1,7/20/2015,7/24/2015,2,2586.34
Online Shopping,CAM33967 dofnextcfeed1,7/20/2015,7/24/2015,1,117.42
Online Search,CAM32376 dosg2csl1,7/20/2015,7/25/2015,2,34.37
Online Shopping,CAM33966 dofg2cfeed1,7/20/2015,7/25/2015,4,1874.50
Online Search,CAM32376 dosg2csl1,7/20/2015,7/26/2015,2,72.09
Online Shopping,CAM33966 dofg2cfeed1,7/20/2015,7/26/2015,3,2702.02
Online Shopping,CAM33968 dofpgcfeed1,7/20/2015,7/26/2015,1,2212.75
Online Shopping,CAM33972 dofszcfeed1,7/20/2015,7/26/2015,2,122.52
Online Search,CAM32308 SAWDOSMSNC,7/27/2015,7/27/2015,1,1903.04
Online Search,CAM32376 dosg2csl1,7/27/2015,7/27/2015,1,66.55
Online Search,CAM32380 dosmsncsl1,7/27/2015,7/27/2015,2,2598.69
Online Shopping,CAM33955 SAWDOFNEXTC,7/27/2015,7/27/2015,1,1145.44
Online Shopping,CAM33966 dofg2cfeed1,7/27/2015,7/27/2015,4,3785.00
Online Shopping,CAM33972 dofszcfeed1,7/27/2015,7/27/2015,2,107.35
Online Search,CAM32376 dosg2csl1,7/27/2015,7/28/2015,1,17.66
Online Search,CAM32380 dosmsncsl1,7/27/2015,7/28/2015,1,595.95
Online Shopping,CAM33966 dofg2cfeed1,7/27/2015,7/28/2015,2,1403.96
Online Shopping,CAM33968 dofpgcfeed1,7/27/2015,7/28/2015,1,1694.94
Online Shopping,CAM33972 dofszcfeed1,7/27/2015,7/28/2015,1,117.69
Online Search,CAM32380 dosmsncsl1,7/27/2015,7/29/2015,1,19.24
Online Shopping,CAM33966 dofg2cfeed1,7/27/2015,7/29/2015,2,2213.44
Online Shopping,CAM33972 dofszcfeed1,7/27/2015,7/29/2015,1,782.28
Online Search,CAM32380 dosmsncsl1,7/27/2015,7/30/2015,2,687.78
Online Shopping,CAM33966 dofg2cfeed1,7/27/2015,7/30/2015,2,1183.64
Online Shopping,CAM33967 dofnextcfeed1,7/27/2015,7/30/2015,2,2377.70
Online Shopping,CAM33968 dofpgcfeed1,7/27/2015,7/30/2015,2,3637.66
Online Search,CAM32380 dosmsncsl1,7/27/2015,7/31/2015,2,1919.26
Online Shopping,CAM33956 SAWDOFPGC,7/27/2015,7/31/2015,1,1632.04
Online Shopping,CAM33966 dofg2cfeed1,7/27/2015,7/31/2015,2,37.21
Online Shopping,CAM33967 dofnextcfeed1,7/27/2015,7/31/2015,1,1860.07
Online Search,CAM32376 dosg2csl1,7/27/2015,8/1/2015,2,53.34
Online Search,CAM32380 dosmsncsl1,7/27/2015,8/1/2015,2,2425.28
Online Shopping,CAM33966 dofg2cfeed1,7/27/2015,8/1/2015,2,357.78
Online Shopping,CAM33967 dofnextcfeed1,7/27/2015,8/1/2015,2,1175.78
Online Shopping,CAM33972 dofszcfeed1,7/27/2015,8/1/2015,2,1330.55
Online Search,CAM32307 SAWDOSG2C,7/27/2015,8/2/2015,1,422.94
Online Search,CAM32376 dosg2csl1,7/27/2015,8/2/2015,1,1903.06
Online Shopping,CAM33966 dofg2cfeed1,7/27/2015,8/2/2015,4,81.07
Online Shopping,CAM33967 dofnextcfeed1,7/27/2015,8/2/2015,2,1409.42
Online Shopping,CAM33972 dofszcfeed1,7/27/2015,8/2/2015,1,199.47
Online Shopping,CAM33955 SAWDOFNEXTC,8/3/2015,8/3/2015,1,3252.90
Online Shopping,CAM33956 SAWDOFPGC,8/3/2015,8/3/2015,1,1694.94
Online Shopping,CAM33966 dofg2cfeed1,8/3/2015,8/3/2015,6,1795.36
Online Shopping,CAM33968 dofpgcfeed1,8/3/2015,8/3/2015,2,3541.95
Online Search,CAM32308 SAWDOSMSNC,8/3/2015,8/4/2015,1,33.02
Online Search,CAM32376 dosg2csl1,8/3/2015,8/4/2015,1,1726.93
Online Shopping,CAM33953 SAWDOFG2C,8/3/2015,8/4/2015,2,1121.64
Online Shopping,CAM33955 SAWDOFNEXTC,8/3/2015,8/4/2015,1,1599.00
Online Shopping,CAM33966 dofg2cfeed1,8/3/2015,8/4/2015,2,238.43
Online Shopping,CAM33968 dofpgcfeed1,8/3/2015,8/4/2015,1,2050.40
Online Shopping,CAM33972 dofszcfeed1,8/3/2015,8/4/2015,1,292.16
Online Search,CAM32376 dosg2csl1,8/3/2015,8/5/2015,1,233.34
Online Search,CAM32380 dosmsncsl1,8/3/2015,8/5/2015,1,19.06
Online Shopping,CAM33953 SAWDOFG2C,8/3/2015,8/5/2015,1,3307.56
Online Shopping,CAM33966 dofg2cfeed1,8/3/2015,8/5/2015,3,2691.42
Online Shopping,CAM33968 dofpgcfeed1,8/3/2015,8/5/2015,1,1718.93
Online Search,CAM32308 SAWDOSMSNC,8/3/2015,8/6/2015,1,.00
Online Shopping,CAM33966 dofg2cfeed1,8/3/2015,8/6/2015,4,324.59
Online Shopping,CAM33966 dofg2cfeed1,8/3/2015,8/7/2015,3,3847.18
Online Search,CAM32380 dosmsncsl1,8/3/2015,8/8/2015,1,1881.06
Online Shopping,CAM33966 dofg2cfeed1,8/3/2015,8/8/2015,5,1738.91
Online Shopping,CAM33968 dofpgcfeed1,8/3/2015,8/8/2015,2,4204.32
Online Search,CAM32376 dosg2csl1,8/3/2015,8/9/2015,2,108.31
Online Shopping,CAM33966 dofg2cfeed1,8/3/2015,8/9/2015,1,2426.76
Online Shopping,CAM33967 dofnextcfeed1,8/3/2015,8/9/2015,1,1694.94
Online Shopping,CAM33972 dofszcfeed1,8/3/2015,8/9/2015,1,41.32
Online Search,CAM32380 dosmsncsl1,8/10/2015,8/10/2015,1,14.57
Online Shopping,CAM33966 dofg2cfeed1,8/10/2015,8/10/2015,2,2468.70
Online Shopping,CAM33968 dofpgcfeed1,8/10/2015,8/10/2015,1,1911.82
Online Shopping,CAM33972 dofszcfeed1,8/10/2015,8/10/2015,1,52.38
Online Search,CAM32376 dosg2csl1,8/10/2015,8/11/2015,2,119.88
Online Search,CAM32380 dosmsncsl1,8/10/2015,8/11/2015,1,42.20
Online Shopping,CAM33966 dofg2cfeed1,8/10/2015,8/11/2015,1,1188.92
Online Shopping,CAM33972 dofszcfeed1,8/10/2015,8/11/2015,1,41.42
Online Search,CAM32380 dosmsncsl1,8/10/2015,8/12/2015,2,288.16
Online Shopping,CAM33966 dofg2cfeed1,8/10/2015,8/12/2015,2,37.06
Online Shopping,CAM33972 dofszcfeed1,8/10/2015,8/12/2015,1,53.27
Online Search,CAM32376 dosg2csl1,8/10/2015,8/13/2015,1,1726.93
Online Shopping,CAM33972 dofszcfeed1,8/10/2015,8/13/2015,2,159.24
Online Shopping,CAM33966 dofg2cfeed1,8/10/2015,8/14/2015,4,6417.74
Online Shopping,CAM33972 dofszcfeed1,8/10/2015,8/14/2015,1,234.32
Online Search,CAM32376 dosg2csl1,8/10/2015,8/15/2015,1,18.88
Online Shopping,CAM33953 SAWDOFG2C,8/10/2015,8/15/2015,1,1784.83
Online Shopping,CAM33966 dofg2cfeed1,8/10/2015,8/15/2015,3,1830.46
Online Search,CAM32376 dosg2csl1,8/10/2015,8/16/2015,1,245.30
Online Shopping,CAM33966 dofg2cfeed1,8/10/2015,8/16/2015,3,4620.53
Online Shopping,CAM33967 dofnextcfeed1,8/10/2015,8/16/2015,3,3894.51
Online Search,CAM32308 SAWDOSMSNC,8/17/2015,8/17/2015,1,63.51
Online Search,CAM32376 dosg2csl1,8/17/2015,8/17/2015,2,2110.50
Online Shopping,CAM33953 SAWDOFG2C,8/17/2015,8/17/2015,1,1504.878
Online Shopping,CAM33955 SAWDOFNEXTC,8/17/2015,8/17/2015,1,1996.50
Online Shopping,CAM33966 dofg2cfeed1,8/17/2015,8/17/2015,1,1138.96
Online Shopping,CAM33967 dofnextcfeed1,8/17/2015,8/17/2015,2,1765.83
Online Shopping,CAM33972 dofszcfeed1,8/17/2015,8/17/2015,2,234.14
Online Search,CAM32376 dosg2csl1,8/17/2015,8/18/2015,1,35.83
Online Shopping,CAM33966 dofg2cfeed1,8/17/2015,8/18/2015,3,2738.92
Online Shopping,CAM33967 dofnextcfeed1,8/17/2015,8/18/2015,1,36.10
Online Shopping,CAM33972 dofszcfeed1,8/17/2015,8/18/2015,1,42.59
Online Shopping,CAM33972 dofszcfeed1,8/17/2015,8/20/2015,2,102.28
Online Shopping,CAM33953 SAWDOFG2C,8/17/2015,8/21/2015,1,3420.15
Online Shopping,CAM33966 dofg2cfeed1,8/17/2015,8/21/2015,1,59.52
Online Search,CAM32380 dosmsncsl1,8/17/2015,8/22/2015,1,347.40
Online Shopping,CAM33953 SAWDOFG2C,8/17/2015,8/22/2015,1,1592.69
Online Shopping,CAM33966 dofg2cfeed1,8/17/2015,8/22/2015,1,25.54
Online Shopping,CAM33968 dofpgcfeed1,8/17/2015,8/22/2015,1,54.10
Online Shopping,CAM33966 dofg2cfeed1,8/17/2015,8/23/2015,4,107.97
Online Shopping,CAM33968 dofpgcfeed1,8/17/2015,8/23/2015,2,1236.61
Online Search,CAM32308 SAWDOSMSNC,8/24/2015,8/24/2015,2,1774.06
Online Search,CAM32376 dosg2csl1,8/24/2015,8/24/2015,1,57.98
Online Shopping,CAM33956 SAWDOFPGC,8/24/2015,8/24/2015,2,4115.88
Online Shopping,CAM33968 dofpgcfeed1,8/24/2015,8/24/2015,3,5974.09
Online Search,CAM32307 SAWDOSG2C,8/24/2015,8/25/2015,1,.00
Online Search,CAM32376 dosg2csl1,8/24/2015,8/25/2015,2,1965.70
Online Shopping,CAM33966 dofg2cfeed1,8/24/2015,8/25/2015,1,1599.00
Online Shopping,CAM33968 dofpgcfeed1,8/24/2015,8/25/2015,1,2022.48
Online Shopping,CAM33972 dofszcfeed1,8/24/2015,8/25/2015,2,297.52
Online Search,CAM32307 SAWDOSG2C,8/24/2015,8/26/2015,2,87.07
Online Search,CAM32376 dosg2csl1,8/24/2015,8/26/2015,1,774.55
Online Shopping,CAM33966 dofg2cfeed1,8/24/2015,8/26/2015,1,12.17
Online Search,CAM32307 SAWDOSG2C,8/24/2015,8/27/2015,1,106.43
Online Search,CAM32308 SAWDOSMSNC,8/24/2015,8/27/2015,2,.00
Online Search,CAM32376 dosg2csl1,8/24/2015,8/27/2015,1,23.98
Online Shopping,CAM33960 SAWDOFSZC,8/24/2015,8/27/2015,1,53.10
Online Shopping,CAM33966 dofg2cfeed1,8/24/2015,8/27/2015,2,186.21
Online Shopping,CAM33966 dofg2cfeed1,8/24/2015,8/28/2015,4,5567.20
Online Shopping,CAM33968 dofpgcfeed1,8/24/2015,8/28/2015,2,3743.60
Online Search,CAM32376 dosg2csl1,8/24/2015,8/29/2015,2,136.23
Online Shopping,CAM33953 SAWDOFG2C,8/24/2015,8/29/2015,1,1175.93
Online Shopping,CAM33966 dofg2cfeed1,8/24/2015,8/29/2015,1,19.01
Online Shopping,CAM33968 dofpgcfeed1,8/24/2015,8/29/2015,1,2163.23
Online Search,CAM32376 dosg2csl1,8/24/2015,8/30/2015,1,40.11
Online Search,CAM32380 dosmsncsl1,8/24/2015,8/30/2015,1,1738.91
Online Shopping,CAM33972 dofszcfeed1,8/24/2015,8/30/2015,1,41.32
Online Search,CAM32376 dosg2csl1,8/31/2015,8/31/2015,1,192.53
Online Shopping,CAM33953 SAWDOFG2C,8/31/2015,8/31/2015,2,3314.86
Online Shopping,CAM33956 SAWDOFPGC,8/31/2015,8/31/2015,2,.00
Online Shopping,CAM33966 dofg2cfeed1,8/31/2015,8/31/2015,1,19.24
Online Shopping,CAM33968 dofpgcfeed1,8/31/2015,8/31/2015,4,6959.58
Online Shopping,CAM33972 dofszcfeed1,8/31/2015,8/31/2015,1,171.57
Online Search,CAM32376 dosg2csl1,8/31/2015,9/1/2015,1,41.74
Online Search,CAM32380 dosmsncsl1,8/31/2015,9/1/2015,1,117.41
Online Shopping,CAM33966 dofg2cfeed1,8/31/2015,9/1/2015,2,3448.11
Online Shopping,CAM33967 dofnextcfeed1,8/31/2015,9/1/2015,1,1058.94
Online Shopping,CAM33968 dofpgcfeed1,8/31/2015,9/1/2015,2,211.67
Online Shopping,CAM33972 dofszcfeed1,8/31/2015,9/1/2015,1,830.04
Online Search,CAM32308 SAWDOSMSNC,8/31/2015,9/2/2015,1,.00
Online Search,CAM32376 dosg2csl1,8/31/2015,9/2/2015,1,18.00
Online Shopping,CAM33953 SAWDOFG2C,8/31/2015,9/2/2015,1,2594.88
Online Shopping,CAM33955 SAWDOFNEXTC,8/31/2015,9/2/2015,1,1889.86
Online Shopping,CAM33966 dofg2cfeed1,8/31/2015,9/2/2015,1,1081.43
Online Shopping,CAM33967 dofnextcfeed1,8/31/2015,9/2/2015,1,1680.55
Online Shopping,CAM33972 dofszcfeed1,8/31/2015,9/2/2015,1,42.10
Online Search,CAM32307 SAWDOSG2C,8/31/2015,9/3/2015,1,.00
Online Search,CAM32308 SAWDOSMSNC,8/31/2015,9/3/2015,1,1807.24
Online Search,CAM32380 dosmsncsl1,8/31/2015,9/3/2015,2,138.31
Online Shopping,CAM33953 SAWDOFG2C,8/31/2015,9/3/2015,1,.00
Online Shopping,CAM33967 dofnextcfeed1,8/31/2015,9/3/2015,1,1888.92
Online Search,CAM32308 SAWDOSMSNC,8/31/2015,9/4/2015,1,74.97
Online Search,CAM32376 dosg2csl1,8/31/2015,9/4/2015,1,52.54
Online Search,CAM32380 dosmsncsl1,8/31/2015,9/4/2015,2,250.04
Online Shopping,CAM33956 SAWDOFPGC,8/31/2015,9/4/2015,1,1622.68
Online Shopping,CAM33966 dofg2cfeed1,8/31/2015,9/4/2015,2,2353.47
Online Search,CAM32376 dosg2csl1,8/31/2015,9/5/2015,1,18.60
Online Shopping,CAM33955 SAWDOFNEXTC,8/31/2015,9/5/2015,2,4519.64
Online Shopping,CAM33966 dofg2cfeed1,8/31/2015,9/5/2015,3,4268.33
Online Shopping,CAM33967 dofnextcfeed1,8/31/2015,9/5/2015,2,1919.28
Online Shopping,CAM33972 dofszcfeed1,8/31/2015,9/5/2015,2,100.36
Online Search,CAM32376 dosg2csl1,8/31/2015,9/6/2015,4,1158.29
Online Shopping,CAM33955 SAWDOFNEXTC,8/31/2015,9/6/2015,1,1618.93
Online Shopping,CAM33966 dofg2cfeed1,8/31/2015,9/6/2015,4,714.35
Online Shopping,CAM33972 dofszcfeed1,8/31/2015,9/6/2015,1,244.44
Online Search,CAM32307 SAWDOSG2C,9/7/2015,9/7/2015,1,20.42
Online Search,CAM32376 dosg2csl1,9/7/2015,9/7/2015,3,1515.97
Online Search,CAM32380 dosmsncsl1,9/7/2015,9/7/2015,1,115.53
Online Shopping,CAM33956 SAWDOFPGC,9/7/2015,9/7/2015,1,757.00
Online Shopping,CAM33966 dofg2cfeed1,9/7/2015,9/7/2015,1,2330.94
Online Shopping,CAM33972 dofszcfeed1,9/7/2015,9/7/2015,2,141.00
Online Search,CAM32308 SAWDOSMSNC,9/7/2015,9/8/2015,1,62.15
Online Search,CAM32376 dosg2csl1,9/7/2015,9/8/2015,1,118.91
Online Search,CAM32380 dosmsncsl1,9/7/2015,9/8/2015,1,40.04
Online Shopping,CAM33960 SAWDOFSZC,9/7/2015,9/8/2015,1,174.72
Online Shopping,CAM33966 dofg2cfeed1,9/7/2015,9/8/2015,2,206.93
Online Search,CAM32307 SAWDOSG2C,9/7/2015,9/9/2015,1,243.30
Online Search,CAM32376 dosg2csl1,9/7/2015,9/9/2015,1,1068.93
Online Search,CAM32380 dosmsncsl1,9/7/2015,9/9/2015,2,442.95
Online Shopping,CAM33960 SAWDOFSZC,9/7/2015,9/9/2015,1,.00
Online Shopping,CAM33966 dofg2cfeed1,9/7/2015,9/9/2015,3,3706.93
Online Search,CAM32380 dosmsncsl1,9/7/2015,9/10/2015,1,18.79
Online Shopping,CAM33953 SAWDOFG2C,9/7/2015,9/10/2015,1,41.37
Online Shopping,CAM33966 dofg2cfeed1,9/7/2015,9/10/2015,6,4830.09
