Internal ID,AdID PI,PI Purchased (Item PI),Market Channel,Ad ID,Media Agency,Origin,Order Week Monday,Order Date,Item,Kits,Value (Product + Shipping)
45470543,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,6/19/2017,6/25/2017,100358 BFX MAX TRAINER M3,1,1049.00
45470643,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,6/19/2017,6/25/2017,100359 BFX MAX TRAINER M5,1,1549.00
45470643,Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,6/19/2017,6/25/2017,10293 TRC Machine Mat,0,99.00
45470743,Treadclimber,Treadclimber,Online Search,CAM37440 dosg2tsl21,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,100456 BFX TC100 TREADCLIMBER,1,1749.00
45470743,Treadclimber,Treadclimber,Online Search,CAM37440 dosg2tsl21,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,100456-PS5 TC100 Protection Plan - 5 Years (90 Days),0,199.00
45470743,Treadclimber,Treadclimber,Online Search,CAM37440 dosg2tsl21,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,IHA-100456 BOWFLEX TC100 ASSEMBLY,0,249.00
45470843,Bowflex Max Trainer,Bowflex Max Trainer,Online Display,CAM50256 DODG2EDL1,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,100469 BFX Max Trainer M7,1,2099.00
45470843,Bowflex Max Trainer,Treadclimber,Online Display,CAM50256 DODG2EDL1,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,10293 TRC Machine Mat,0,.00
45470943,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM30796 SAWDOSG2G,Internal,Call Center Internal,6/19/2017,6/25/2017,100358 BFX MAX TRAINER M3,1,1049.00
45470943,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM30796 SAWDOSG2G,Internal,Call Center Internal,6/19/2017,6/25/2017,IHA-100358 MAX TRAINER M3 Assembly,0,169.00
45470943,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM30796 SAWDOSG2G,Internal,Call Center Internal,6/19/2017,6/25/2017,100358-PS3 M3 Protection Plan - 3 years (90 Days),0,79.00
45471244,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM47150 DOSG2ESL9,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,100358 BFX MAX TRAINER M3,1,1049.00
45471344,Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,100359 BFX MAX TRAINER M5,1,1549.00
45471444,Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Shopping,CAM32061 dofg2dfeed1,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,710000 BFX 1090 Dumbbell Kit,1,549.00
45471444,Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Shopping,CAM32061 dofg2dfeed1,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,100300 BFX SelectTech Stand,0,139.00
45471544,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,6/19/2017,6/25/2017,710000 BFX 1090 Dumbbell Kit,1,549.00
45471644,Bowflex Home Gyms,Bowflex Max Trainer,Un-Sourced,CAM40821 1800BOWFLEX,Internal,Call Center Internal,6/19/2017,6/25/2017,100359 BFX MAX TRAINER M5,1,1549.00
45471644,Bowflex Home Gyms,Bowflex Max Trainer,Un-Sourced,CAM40821 1800BOWFLEX,Internal,Call Center Internal,6/19/2017,6/25/2017,IHA-100359 MAX TRAINER M5 Assembly,0,169.00
45471645,Bowflex Brand,Treadclimber,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,100457 BFX TC200 TREADCLIMBER,1,2549.00
45471745,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,6/19/2017,6/25/2017,100359 BFX MAX TRAINER M5,1,1549.00
45471845,Bowflex Max Trainer,Bowflex Max Trainer,Electronic - Short Form,CAM45798 DSEESF14H,TouchPoint Integrated Communications,Call Center Internal,6/19/2017,6/25/2017,100359 BFX MAX TRAINER M5,1,1549.00
45471845,Bowflex Max Trainer,Treadclimber,Electronic - Short Form,CAM45798 DSEESF14H,TouchPoint Integrated Communications,Call Center Internal,6/19/2017,6/25/2017,10293 TRC Machine Mat,0,99.00
45471846,Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Search,CAM37148 dosg2dsl12,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,710000 BFX 1090 Dumbbell Kit,1,549.00
45472046,Results Treadmill,Results Treadmill,Online Search,CAM50818 DOSG2BXTSL1,TouchPoint Integrated Communications,Call Center Internal,6/19/2017,6/25/2017,100507 BFX BXT216 Treadmill,0,2048.00
45472247,Bowflex HVT,Bowflex HVT,Un-Sourced,CAM50745 1800HVT,Internal,Call Center Internal,6/19/2017,6/25/2017,100551 Bowflex HVT,1,1799.00
45472247,Bowflex HVT,Bowflex HVT,Un-Sourced,CAM50745 1800HVT,Internal,Call Center Internal,6/19/2017,6/25/2017,8012884 BFX Dual Mat,0,99.00
45472247,Bowflex HVT,Bowflex HVT,Un-Sourced,CAM50745 1800HVT,Internal,Call Center Internal,6/19/2017,6/25/2017,IHA-100551 Bowflex HVT Assembly,0,249.00
45472348,Treadclimber,Treadclimber,Online Search,CAM37440 dosg2tsl21,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,100456 BFX TC100 TREADCLIMBER,1,1749.00
45472448,Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,100469 BFX Max Trainer M7,1,2099.00
45472448,Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,100469-PS3 M7 Protection Plan - 3 Years (90 Days),0,149.00
45472448,Bowflex Max Trainer,Treadclimber,Online Shopping,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,10293 TRC Machine Mat,0,.00
45472448,Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,IHA-100469 BOWFLEX MAX TRAINER M7 ASSEMBLY,0,169.00
45472648,Bowflex Max Trainer,Bowflex Max Trainer,Electronic - Short Form,CAM45798 DSEESF14H,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,100359 BFX MAX TRAINER M5,1,1749.00
45472648,Bowflex Max Trainer,Bowflex Max Trainer,Electronic - Short Form,CAM45798 DSEESF14H,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,100359-PS3 M5 Protection Plan - 3 Years (90 Days),0,129.00
45472748,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM39441 dosbigl1,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,100359 BFX MAX TRAINER M5,1,1549.00
45472948,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,100359 BFX MAX TRAINER M5,1,1549.00
45473048,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,6/19/2017,6/25/2017,100359 BFX MAX TRAINER M5,1,1549.00
45473050,Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,6/19/2017,6/25/2017,100334 BFX XTREME 2SE HOME GYM,1,1399.00
45473050,Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,6/19/2017,6/25/2017,001-3661 Tricep Rope,0,34.99
45473050,Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,6/19/2017,6/25/2017,001-3660 E-Z Curl Bar,0,39.99
45473050,Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,6/19/2017,6/25/2017,95146 BFX 310# Rod Upgrade,0,.00
45473150,Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51236 FOXNN60*SOFTYTIC,TouchPoint Integrated Communications,Call Center Internal,6/19/2017,6/25/2017,100469 BFX Max Trainer M7,1,2049.00
45473150,Bowflex Max Trainer,Treadclimber,Short Form,CAM51236 FOXNN60*SOFTYTIC,TouchPoint Integrated Communications,Call Center Internal,6/19/2017,6/25/2017,10293 TRC Machine Mat,0,.00
45473150,Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51236 FOXNN60*SOFTYTIC,TouchPoint Integrated Communications,Call Center Internal,6/19/2017,6/25/2017,100469-PS5 M7 Protection Plan - 5 Years (90 Days),0,209.00
45473151,Bowflex Max Trainer,Bowflex Max Trainer,Electronic - Short Form,CAM45798 DSEESF14H,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,100359 BFX MAX TRAINER M5,1,1549.00
45473253,Bowflex Brand,Results Treadmill,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,6/19/2017,6/25/2017,100507 BFX BXT216 Treadmill,0,1799.00
45473354,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,100359 BFX MAX TRAINER M5,1,1449.00
45473554,Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,710000 BFX 1090 Dumbbell Kit,1,549.00
45473554,Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,100340 BFX 4.1 Bench,0,199.00
45473654,Bowflex Home Gyms,Bowflex Max Trainer,Un-Sourced,CAM28157 SALESFOLLOWUP,Internal,Call Center Internal,6/19/2017,6/25/2017,100359 BFX MAX TRAINER M5,1,1549.00
45473654,Bowflex Home Gyms,Treadclimber,Un-Sourced,CAM28157 SALESFOLLOWUP,Internal,Call Center Internal,6/19/2017,6/25/2017,10293 TRC Machine Mat,0,99.00
45473755,Bowflex Max Trainer,Bowflex Max Trainer,Online Display,CAM50256 DODG2EDL1,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,100358 BFX MAX TRAINER M3,1,1099.00
45473855,Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,6/19/2017,6/25/2017,100359 BFX MAX TRAINER M5,1,1119.30
45473855,Bowflex Max Trainer,Treadclimber,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,6/19/2017,6/25/2017,10293 TRC Machine Mat,0,69.30
45473855,Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,6/19/2017,6/25/2017,100359-PS5 M5 Protection Plan - 5 Years (90 Days),0,169.00
45474156,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45729 DOSG2ESL6,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,100359 BFX MAX TRAINER M5,1,1549.00
45474156,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45729 DOSG2ESL6,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,100359-PS3 M5 Protection Plan - 3 Years (90 Days),0,129.00
45474356,Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,100469 BFX Max Trainer M7,1,2099.00
45474356,Bowflex Max Trainer,Treadclimber,Online Shopping,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,10293 TRC Machine Mat,0,.00
45474356,Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,IHA-100469 BOWFLEX MAX TRAINER M7 ASSEMBLY,0,169.00
45474457,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,6/19/2017,6/25/2017,100469 BFX Max Trainer M7,1,2099.00
45474457,Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,6/19/2017,6/25/2017,10293 TRC Machine Mat,0,.00
45474457,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,6/19/2017,6/25/2017,IHA-100469 BOWFLEX MAX TRAINER M7 ASSEMBLY,0,169.00
45474557,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,6/19/2017,6/25/2017,100358 BFX MAX TRAINER M3,1,1099.00
45474557,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,6/19/2017,6/25/2017,100358-PS3 M3 Protection Plan - 3 years (90 Days),0,79.00
45474657,Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,100359 BFX MAX TRAINER M5,1,1749.00
45474657,Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,IHA-100359 MAX TRAINER M5 Assembly,0,169.00
45474957,Bowflex Brand,Bowflex HVT,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,100551 Bowflex HVT,1,1999.00
45475057,Bowflex Max Trainer,Bowflex Max Trainer,Online Display,CAM50714 DODG2EDL3,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,100358 BFX MAX TRAINER M3,1,1049.00
45475057,Bowflex Max Trainer,Bowflex Catalog,Online Display,CAM50714 DODG2EDL3,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,003-4172 Bfx Camelbak Btl (BPA Free)red,0,16.98
45475057,Bowflex Max Trainer,Bowflex Max Trainer,Online Display,CAM50714 DODG2EDL3,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,IHA-100358 MAX TRAINER M3 Assembly,0,169.00
45475157,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,6/19/2017,6/25/2017,100340 BFX 4.1 Bench,0,228.99
45475159,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,6/19/2017,6/25/2017,100405 BFX SELECTTECH 560 DUMBBELL KIT,1,499.00
45475159,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,6/19/2017,6/25/2017,100340 BFX 4.1 Bench,0,228.99
45475159,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,6/19/2017,6/25/2017,100406 BFX SELECTTECH 560 STAND,0,169.00
45475359,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,100469 BFX Max Trainer M7,1,2099.00
45475359,Bowflex Max Trainer,Treadclimber,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,10293 TRC Machine Mat,0,.00
45475559,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,6/19/2017,6/25/2017,100469 BFX Max Trainer M7,1,2099.00
45475559,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,6/19/2017,6/25/2017,100469-PS5 M7 Protection Plan - 5 Years (90 Days),0,209.00
45475559,Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,6/19/2017,6/25/2017,10293 TRC Machine Mat,0,.00
45475659,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,6/19/2017,6/25/2017,100469 BFX Max Trainer M7,1,2099.00
45475659,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,6/19/2017,6/25/2017,IHA-100469 BOWFLEX MAX TRAINER M7 ASSEMBLY,0,169.00
45475659,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,6/19/2017,6/25/2017,100469-PS3 M7 Protection Plan - 3 Years (90 Days),0,149.00
45475660,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,6/19/2017,6/25/2017,100469 BFX Max Trainer M7,1,1539.30
45475660,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,6/19/2017,6/25/2017,IHA-100469 BOWFLEX MAX TRAINER M7 ASSEMBLY,0,169.00
45475661,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,100358 BFX MAX TRAINER M3,1,1049.00
45475861,Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51219 IFC*N60*SOFTYTIC,TouchPoint Integrated Communications,Call Center Internal,6/19/2017,6/25/2017,100359 BFX MAX TRAINER M5,1,1848.00
45475861,Bowflex Max Trainer,Treadclimber,Short Form,CAM51219 IFC*N60*SOFTYTIC,TouchPoint Integrated Communications,Call Center Internal,6/19/2017,6/25/2017,10293 TRC Machine Mat,0,123.99
45475861,Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51219 IFC*N60*SOFTYTIC,TouchPoint Integrated Communications,Call Center Internal,6/19/2017,6/25/2017,100359-PS3 M5 Protection Plan - 3 Years (90 Days),0,129.00
45475863,Bowflex Home Gyms,Bowflex Home Gyms,Un-Sourced,CAM28157 SALESFOLLOWUP,Internal,Call Center Internal,6/19/2017,6/25/2017,100334 BFX XTREME 2SE HOME GYM,1,1399.00
45475863,Bowflex Home Gyms,Bowflex Home Gyms,Un-Sourced,CAM28157 SALESFOLLOWUP,Internal,Call Center Internal,6/19/2017,6/25/2017,IHA-100334 Bowflex X2SE Home Gym Assembly,0,299.00
45475863,Bowflex Home Gyms,Bowflex Home Gyms,Un-Sourced,CAM28157 SALESFOLLOWUP,Internal,Call Center Internal,6/19/2017,6/25/2017,95146 BFX 310# Rod Upgrade,0,.00
45475863,Bowflex Home Gyms,Bowflex Home Gyms,Un-Sourced,CAM28157 SALESFOLLOWUP,Internal,Call Center Internal,6/19/2017,6/25/2017,000-7262 Xtreme 60x48 Mat Boxed,0,99.00
45475863,Bowflex Home Gyms,Bowflex Home Gyms,Un-Sourced,CAM28157 SALESFOLLOWUP,Internal,Call Center Internal,6/19/2017,6/25/2017,001-3660 E-Z Curl Bar,0,39.99
45475863,Bowflex Home Gyms,Bowflex Home Gyms,Un-Sourced,CAM28157 SALESFOLLOWUP,Internal,Call Center Internal,6/19/2017,6/25/2017,001-3381 Preacher Curl Attach  Xtr X2,0,139.99
45475863,Bowflex Home Gyms,Bowflex Home Gyms,Un-Sourced,CAM28157 SALESFOLLOWUP,Internal,Call Center Internal,6/19/2017,6/25/2017,001-3683 Lumbar Support Pad,0,24.99
45475864,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,6/19/2017,6/25/2017,100405 BFX SELECTTECH 560 DUMBBELL KIT,1,355.40
45475864,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,6/19/2017,6/25/2017,100406 BFX SELECTTECH 560 STAND,0,104.30
45475864,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,6/19/2017,6/25/2017,100340 BFX 4.1 Bench,0,139.30
45475865,Bowflex HVT,Bowflex HVT,Online Search,CAM50810 DOSG2HSL1,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,100551 Bowflex HVT,1,1799.00
45475965,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,6/19/2017,6/25/2017,100405 BFX SELECTTECH 560 DUMBBELL KIT,1,355.40
45475965,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,6/19/2017,6/25/2017,100340 BFX 4.1 Bench,0,139.30
45475965,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,6/19/2017,6/25/2017,100406 BFX SELECTTECH 560 STAND,0,104.30
45476065,Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM39441 dosbigl1,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,100131 BFX 552 Dumbbell Kit,1,299.00
45476165,Bowflex Home Gyms,Bowflex Max Trainer,Un-Sourced,CAM28157 SALESFOLLOWUP,Internal,Call Center Internal,6/19/2017,6/25/2017,100359 BFX MAX TRAINER M5,1,1549.00
45476166,Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,710000 BFX 1090 Dumbbell Kit,1,549.00
45476166,Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,100340 BFX 4.1 Bench,0,199.00
45476469,Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,100469 BFX Max Trainer M7,1,2099.00
45476469,Bowflex Max Trainer,Treadclimber,Online Shopping,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,10293 TRC Machine Mat,0,.00
45476669,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM47150 DOSG2ESL9,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,100359 BFX MAX TRAINER M5,1,1549.00
45476869,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45729 DOSG2ESL6,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,100358 BFX MAX TRAINER M3,1,1049.00
45476870,Bowflex Brand,Treadclimber,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,100456 BFX TC100 TREADCLIMBER,1,1749.00
45477071,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,6/19/2017,6/25/2017,710000 BFX 1090 Dumbbell Kit,1,549.00
45477072,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,100359 BFX MAX TRAINER M5,1,1549.00
45477072,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,100359-PS3 M5 Protection Plan - 3 Years (90 Days),0,129.00
45477072,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,IHA-100359 MAX TRAINER M5 Assembly,0,169.00
45477374,Bowflex Home Gyms,Bowflex Max Trainer,Un-Sourced,CAM40821 1800BOWFLEX,Internal,Call Center Internal,6/19/2017,6/25/2017,100359 BFX MAX TRAINER M5,1,1549.00
45477374,Bowflex Home Gyms,Treadclimber,Un-Sourced,CAM40821 1800BOWFLEX,Internal,Call Center Internal,6/19/2017,6/25/2017,10293 TRC Machine Mat,0,99.00
45477375,Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Shopping,CAM32061 dofg2dfeed1,TouchPoint Integrated Communications,Web,6/19/2017,6/25/2017,710000 BFX 1090 Dumbbell Kit,1,549.00
