Bowflex Max Trainer,Online Video,CAM45400 DOVHULUEVL1,Web,6/8/2015,6/14/2015,1,1099.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44433 dege1sitemx,Call Center Internal,6/15/2015,6/17/2015,1,1099.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44626 1800BOWFLEX_BMT,Call Center Internal,6/15/2015,6/17/2015,5,7795.00
Bowflex Max Trainer,Online Shopping,CAM45043 SAWDOFG2E,Call Center Internal,6/15/2015,6/17/2015,1,1599.00
Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,6/15/2015,6/17/2015,7,9793.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44236 SAWMAX,Third Party Call Center - Evolve,6/15/2015,6/17/2015,1,1099.00
Bowflex Max Trainer,Electronic - Short Form,CAM44191 dseesf14d,Web,6/15/2015,6/17/2015,1,1499.00
Bowflex Max Trainer,Online Search,CAM44429 dosbiesl1,Web,6/15/2015,6/17/2015,4,5896.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44433 dege1sitemx,Web,6/15/2015,6/17/2015,14,21261.94
Bowflex Max Trainer,Online Search,CAM44435 dosg2egl1mx,Web,6/15/2015,6/17/2015,6,8894.00
Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,Web,6/15/2015,6/17/2015,7,9942.99
Bowflex Max Trainer,Online Search,CAM44520 dosbiegl1mx,Web,6/15/2015,6/17/2015,1,1099.00
Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,Web,6/15/2015,6/17/2015,6,9293.99
Bowflex Max Trainer,Online Shopping,CAM44937 dofszefeed1,Web,6/15/2015,6/17/2015,1,1012.73
Bowflex Max Trainer,Online Search,CAM45729 DOSG2ESL6,Web,6/15/2015,6/17/2015,2,2111.73
Bowflex Max Trainer,Online Display,CAM45736 DODRFEDL3,Web,6/15/2015,6/17/2015,1,1012.73
Bowflex Max Trainer,Online Search,CAM47150 DOSG2ESL9,Web,6/15/2015,6/17/2015,3,4797.00
Bowflex Max Trainer,Online Display,CAM47251 DODCTOEDL2,Web,6/15/2015,6/17/2015,1,1599.00
Bowflex Max Trainer,Online Search,CAM44223 SAWDOSBIE,Call Center Internal,6/15/2015,6/18/2015,1,1599.00
Bowflex Max Trainer,Online Search,CAM44230 SAWDOSG2E,Call Center Internal,6/15/2015,6/18/2015,3,4797.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44236 SAWMAX,Call Center Internal,6/15/2015,6/18/2015,8,11492.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44626 1800BOWFLEX_BMT,Call Center Internal,6/15/2015,6/18/2015,8,10842.00
Bowflex Max Trainer,Online Shopping,CAM45043 SAWDOFG2E,Call Center Internal,6/15/2015,6/18/2015,1,1499.00
Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,6/15/2015,6/18/2015,8,11192.00
Bowflex Max Trainer,Online Search,CAM47151 DOSG2EML2,Call Center Internal,6/15/2015,6/18/2015,1,1499.00
Bowflex Max Trainer,Short Form,CAM47362 H2**N180HAMF*TIC,Call Center Internal,6/15/2015,6/18/2015,1,1499.00
Bowflex Max Trainer,Electronic - Short Form,CAM44172 dseesf14a,Web,6/15/2015,6/18/2015,1,1499.00
Bowflex Max Trainer,Online Search,CAM44429 dosbiesl1,Web,6/15/2015,6/18/2015,4,5296.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44433 dege1sitemx,Web,6/15/2015,6/18/2015,4,5696.00
Bowflex Max Trainer,Online Search,CAM44435 dosg2egl1mx,Web,6/15/2015,6/18/2015,5,6945.00
Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,Web,6/15/2015,6/18/2015,5,7544.99
Bowflex Max Trainer,Online Search,CAM44520 dosbiegl1mx,Web,6/15/2015,6/18/2015,1,1598.99
Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,Web,6/15/2015,6/18/2015,3,4197.00
Bowflex Max Trainer,Online Shopping,CAM44937 dofszefeed1,Web,6/15/2015,6/18/2015,1,1599.00
Bowflex Max Trainer,Online Search,CAM45730 DOSG2ESL7,Web,6/15/2015,6/18/2015,1,1599.00
Bowflex Max Trainer,Online Display,CAM45910 DODADCEDL3,Web,6/15/2015,6/18/2015,1,1099.00
Bowflex Max Trainer,Online Search,CAM47150 DOSG2ESL9,Web,6/15/2015,6/18/2015,1,999.00
Bowflex Max Trainer,Online Search,CAM47151 DOSG2EML2,Web,6/15/2015,6/18/2015,2,3197.99
Bowflex Max Trainer,Online Search,CAM47152 DOSBIESL8,Web,6/15/2015,6/18/2015,2,2748.00
Bowflex Max Trainer,Online Search,CAM44223 SAWDOSBIE,Call Center Internal,6/15/2015,6/19/2015,3,4697.00
Bowflex Max Trainer,Online Search,CAM44230 SAWDOSG2E,Call Center Internal,6/15/2015,6/19/2015,2,3098.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44236 SAWMAX,Call Center Internal,6/15/2015,6/19/2015,3,4797.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44626 1800BOWFLEX_BMT,Call Center Internal,6/15/2015,6/19/2015,7,10643.00
Bowflex Max Trainer,Online Shopping,CAM45043 SAWDOFG2E,Call Center Internal,6/15/2015,6/19/2015,2,3098.00
Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,6/15/2015,6/19/2015,10,13640.00
Bowflex Max Trainer,Online Search,CAM47150 DOSG2ESL9,Call Center Internal,6/15/2015,6/19/2015,1,1599.00
Bowflex Max Trainer,Short Form,CAM47385 RELZ*N120HAMBYTIC,Call Center Internal,6/15/2015,6/19/2015,1,1449.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44236 SAWMAX,Third Party Call Center - Evolve,6/15/2015,6/19/2015,1,999.00
Bowflex Max Trainer,Online Search,CAM44429 dosbiesl1,Web,6/15/2015,6/19/2015,3,4197.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44433 dege1sitemx,Web,6/15/2015,6/19/2015,9,13791.00
Bowflex Max Trainer,Online Search,CAM44435 dosg2egl1mx,Web,6/15/2015,6/19/2015,3,3697.00
Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,Web,6/15/2015,6/19/2015,9,12890.99
Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,Web,6/15/2015,6/19/2015,7,10106.73
Bowflex Max Trainer,Online Shopping,CAM44937 dofszefeed1,Web,6/15/2015,6/19/2015,3,4796.99
Bowflex Max Trainer,Online Search,CAM45009 dosg2eml1,Web,6/15/2015,6/19/2015,1,1599.00
Bowflex Max Trainer,Online Search,CAM45729 DOSG2ESL6,Web,6/15/2015,6/19/2015,1,999.00
Bowflex Max Trainer,Online Search,CAM45730 DOSG2ESL7,Web,6/15/2015,6/19/2015,2,1523.95
Bowflex Max Trainer,Electronic - Short Form,CAM45798 DSEESF14H,Web,6/15/2015,6/19/2015,1,1499.00
Bowflex Max Trainer,Online Search,CAM47150 DOSG2ESL9,Web,6/15/2015,6/19/2015,1,1599.00
Bowflex Max Trainer,Online Search,CAM47151 DOSG2EML2,Web,6/15/2015,6/19/2015,1,1099.00
Bowflex Max Trainer,Online Search,CAM47153 DOSBIEML2,Web,6/15/2015,6/19/2015,1,1599.00
Bowflex Max Trainer,Online Search,CAM44223 SAWDOSBIE,Call Center Internal,6/15/2015,6/20/2015,1,1099.00
Bowflex Max Trainer,Online Search,CAM44230 SAWDOSG2E,Call Center Internal,6/15/2015,6/20/2015,1,1599.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44236 SAWMAX,Call Center Internal,6/15/2015,6/20/2015,2,3098.00
Bowflex Max Trainer,Online Search,CAM44435 dosg2egl1mx,Call Center Internal,6/15/2015,6/20/2015,1,1599.00
Bowflex Max Trainer,Online Search,CAM44551 dosg2esl4,Call Center Internal,6/15/2015,6/20/2015,1,1099.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44626 1800BOWFLEX_BMT,Call Center Internal,6/15/2015,6/20/2015,3,4197.00
Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,6/15/2015,6/20/2015,4,6096.00
Bowflex Max Trainer,Short Form,CAM47192 SUNDN120HAMBYTIC,Call Center Internal,6/15/2015,6/20/2015,1,1499.00
Bowflex Max Trainer,Short Form,CAM47385 RELZ*N120HAMBYTIC,Call Center Internal,6/15/2015,6/20/2015,1,1099.00
Bowflex Max Trainer,Short Form,CAM47386 WNATN120HAMBYTIC,Call Center Internal,6/15/2015,6/20/2015,1,1599.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44236 SAWMAX,Third Party Call Center - Evolve,6/15/2015,6/20/2015,1,1599.00
Bowflex Max Trainer,Electronic - Short Form,CAM44172 dseesf14a,Web,6/15/2015,6/20/2015,2,2998.00
Bowflex Max Trainer,Online Search,CAM44429 dosbiesl1,Web,6/15/2015,6/20/2015,4,5796.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44433 dege1sitemx,Web,6/15/2015,6/20/2015,14,19336.10
Bowflex Max Trainer,Online Search,CAM44435 dosg2egl1mx,Web,6/15/2015,6/20/2015,3,4797.00
Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,Web,6/15/2015,6/20/2015,7,10743.00
Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,Web,6/15/2015,6/20/2015,4,5796.00
Bowflex Max Trainer,Online Search,CAM45009 dosg2eml1,Web,6/15/2015,6/20/2015,1,1599.00
Bowflex Max Trainer,Online Search,CAM47150 DOSG2ESL9,Web,6/15/2015,6/20/2015,1,1749.00
Bowflex Max Trainer,Online Search,CAM47151 DOSG2EML2,Web,6/15/2015,6/20/2015,2,2848.00
Bowflex Max Trainer,Online Search,CAM47152 DOSBIESL8,Web,6/15/2015,6/20/2015,3,4946.99
Bowflex Max Trainer,Online Display,CAM47251 DODCTOEDL2,Web,6/15/2015,6/20/2015,3,4947.00
Bowflex Max Trainer,Electronic - UnSourced,CAM47554 DEGEBOWFLEXMX,Web,6/15/2015,6/20/2015,1,1599.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44626 1800BOWFLEX_BMT,Call Center Internal,6/15/2015,6/21/2015,4,5496.00
Bowflex Max Trainer,Online Shopping,CAM45043 SAWDOFG2E,Call Center Internal,6/15/2015,6/21/2015,1,1499.00
Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,6/15/2015,6/21/2015,1,1499.00
Bowflex Max Trainer,Short Form,CAM47192 SUNDN120HAMBYTIC,Call Center Internal,6/15/2015,6/21/2015,1,1499.00
Bowflex Max Trainer,Short Form,CAM47385 RELZ*N120HAMBYTIC,Call Center Internal,6/15/2015,6/21/2015,1,1499.00
Bowflex Max Trainer,Online Search,CAM44230 SAWDOSG2E,Third Party Call Center - Evolve,6/15/2015,6/21/2015,1,1599.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44236 SAWMAX,Third Party Call Center - Evolve,6/15/2015,6/21/2015,2,2898.00
Bowflex Max Trainer,Short Form,CAM47393 PIVTN180HAMF*TIC,Third Party Call Center - Evolve,6/15/2015,6/21/2015,1,1449.00
Bowflex Max Trainer,Electronic - Short Form,CAM44172 dseesf14a,Web,6/15/2015,6/21/2015,4,5596.00
Bowflex Max Trainer,Online Search,CAM44429 dosbiesl1,Web,6/15/2015,6/21/2015,13,18485.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44433 dege1sitemx,Web,6/15/2015,6/21/2015,14,20486.00
Bowflex Max Trainer,Online Search,CAM44435 dosg2egl1mx,Web,6/15/2015,6/21/2015,2,3098.00
Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,Web,6/15/2015,6/21/2015,6,8994.00
Bowflex Max Trainer,Online Search,CAM44520 dosbiegl1mx,Web,6/15/2015,6/21/2015,1,1499.00
Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,Web,6/15/2015,6/21/2015,8,7514.85
Bowflex Max Trainer,Online Search,CAM44952 dosbieml1,Web,6/15/2015,6/21/2015,2,2198.00
Bowflex Max Trainer,Online Search,CAM45009 dosg2eml1,Web,6/15/2015,6/21/2015,4,6546.00
Bowflex Max Trainer,Online Search,CAM45730 DOSG2ESL7,Web,6/15/2015,6/21/2015,1,1498.99
Bowflex Max Trainer,Online Search,CAM45732 DOSBIESL7,Web,6/15/2015,6/21/2015,1,1599.00
Bowflex Max Trainer,Online Search,CAM47150 DOSG2ESL9,Web,6/15/2015,6/21/2015,3,4447.00
Bowflex Max Trainer,Online Search,CAM47151 DOSG2EML2,Web,6/15/2015,6/21/2015,1,1749.00
Bowflex Max Trainer,Online Search,CAM44223 SAWDOSBIE,Call Center Internal,6/22/2015,6/22/2015,1,1499.00
Bowflex Max Trainer,Online Search,CAM44230 SAWDOSG2E,Call Center Internal,6/22/2015,6/22/2015,1,1499.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44236 SAWMAX,Call Center Internal,6/22/2015,6/22/2015,2,2998.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44626 1800BOWFLEX_BMT,Call Center Internal,6/22/2015,6/22/2015,6,8794.00
Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,Call Center Internal,6/22/2015,6/22/2015,1,1599.00
Bowflex Max Trainer,Online Shopping,CAM45043 SAWDOFG2E,Call Center Internal,6/22/2015,6/22/2015,2,2698.00
Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,6/22/2015,6/22/2015,11,15239.00
Bowflex Max Trainer,Online Display,CAM45736 DODRFEDL3,Call Center Internal,6/22/2015,6/22/2015,1,1599.00
Bowflex Max Trainer,Short Form,CAM47362 H2**N180HAMF*TIC,Call Center Internal,6/22/2015,6/22/2015,1,1599.00
Bowflex Max Trainer,Electronic - Short Form,CAM44172 dseesf14a,Web,6/22/2015,6/22/2015,1,1499.00
Bowflex Max Trainer,Online Search,CAM44429 dosbiesl1,Web,6/22/2015,6/22/2015,7,10593.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44433 dege1sitemx,Web,6/22/2015,6/22/2015,16,23284.00
Bowflex Max Trainer,Online Search,CAM44435 dosg2egl1mx,Web,6/22/2015,6/22/2015,6,8143.00
Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,Web,6/22/2015,6/22/2015,8,12292.00
Bowflex Max Trainer,Online Search,CAM44520 dosbiegl1mx,Web,6/22/2015,6/22/2015,1,1099.00
Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,Web,6/22/2015,6/22/2015,7,8793.00
Bowflex Max Trainer,Online Search,CAM44952 dosbieml1,Web,6/22/2015,6/22/2015,2,3348.00
Bowflex Max Trainer,Online Search,CAM45009 dosg2eml1,Web,6/22/2015,6/22/2015,2,3198.00
Bowflex Max Trainer,Electronic - Short Form,CAM45798 DSEESF14H,Web,6/22/2015,6/22/2015,1,1099.00
Bowflex Max Trainer,Online Display,CAM45910 DODADCEDL3,Web,6/22/2015,6/22/2015,1,999.00
Bowflex Max Trainer,Online Search,CAM47150 DOSG2ESL9,Web,6/22/2015,6/22/2015,6,9394.00
Bowflex Max Trainer,Online Display,CAM47251 DODCTOEDL2,Web,6/22/2015,6/22/2015,1,1599.00
Bowflex Max Trainer,Electronic - Short Form,CAM44172 dseesf14a,Call Center Internal,6/22/2015,6/23/2015,1,1499.00
Bowflex Max Trainer,Online Search,CAM44230 SAWDOSG2E,Call Center Internal,6/22/2015,6/23/2015,3,4597.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44236 SAWMAX,Call Center Internal,6/22/2015,6/23/2015,3,4297.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44433 dege1sitemx,Call Center Internal,6/22/2015,6/23/2015,1,1499.00
Bowflex Max Trainer,Online Search,CAM44539 SAWDOSG2EMOBILE2,Call Center Internal,6/22/2015,6/23/2015,1,1499.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44626 1800BOWFLEX_BMT,Call Center Internal,6/22/2015,6/23/2015,5,6995.00
Bowflex Max Trainer,Online Shopping,CAM45043 SAWDOFG2E,Call Center Internal,6/22/2015,6/23/2015,1,1599.00
Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,6/22/2015,6/23/2015,6,9444.00
Bowflex Max Trainer,Short Form,CAM46352 M616P60*NOTSTTIC,Call Center Internal,6/22/2015,6/23/2015,1,1449.00
Bowflex Max Trainer,Online Search,CAM44230 SAWDOSG2E,Third Party Call Center - Evolve,6/22/2015,6/23/2015,1,1499.00
Bowflex Max Trainer,Electronic - Short Form,CAM44191 dseesf14d,Web,6/22/2015,6/23/2015,1,1749.00
Bowflex Max Trainer,Online Search,CAM44429 dosbiesl1,Web,6/22/2015,6/23/2015,5,7895.00
Bowflex Max Trainer,Electronic - UnSourced,CAM44433 dege1sitemx,Web,6/22/2015,6/23/2015,11,16389.00
Bowflex Max Trainer,Online Search,CAM44435 dosg2egl1mx,Web,6/22/2015,6/23/2015,3,4447.00
Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,Web,6/22/2015,6/23/2015,8,11892.00
Bowflex Max Trainer,Online Search,CAM44564 dosbiesl4,Web,6/22/2015,6/23/2015,1,1099.00
Bowflex Max Trainer,Online Search,CAM44567 dosg2esl3,Web,6/22/2015,6/23/2015,1,1599.00
Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,Web,6/22/2015,6/23/2015,8,11492.00
Bowflex Max Trainer,Online Search,CAM45009 dosg2eml1,Web,6/22/2015,6/23/2015,2,2698.00
Bowflex Max Trainer,Electronic - Short Form,CAM45387 DSEESF14E,Web,6/22/2015,6/23/2015,1,999.00
Bowflex Max Trainer,Online Search,CAM45730 DOSG2ESL7,Web,6/22/2015,6/23/2015,2,3098.00
Bowflex Max Trainer,Online Search,CAM45732 DOSBIESL7,Web,6/22/2015,6/23/2015,2,3348.00
Bowflex Max Trainer,Online Search,CAM47150 DOSG2ESL9,Web,6/22/2015,6/23/2015,1,1599.00
Bowflex Max Trainer,Online Search,CAM47151 DOSG2EML2,Web,6/22/2015,6/23/2015,1,1599.00
Bowflex Max Trainer,Online Search,CAM47152 DOSBIESL8,Web,6/22/2015,6/23/2015,1,1599.00
Bowflex Max Trainer,Online Display,CAM47251 DODCTOEDL2,Web,6/22/2015,6/23/2015,2,3198.00
