OrderNumber|Quantity|ListPrice|SalesDiscount|Freight|FreightDiscount|LineTotal|NetProduct|OrderSource|SKU_NUM|Sku_NM|Class
SO-71479404||.00|-99.00|.00|.00|.00|-99.00|Call Center|Sales Discount||
SO-71479404|1|49.99||9.99|-9.99|.00|49.99|Call Center|005-0027|Bowflex BMI Daily Calorie Scale|Other : Catalog Sourced
SO-71479404||.00|-49.99|.00|.00|.00|-49.99|Call Center|Sales Discount||
SO-71479404|1|3299.00||199.99|-199.99|3099.00|3299.00|Call Center|100482|BFX TC20 TREADCLIMBER, 2 BOX KIT|Cardio : TreadClimber : TreadClimber
SO-71479404||.00|-200.00|.00|.00|.00|-200.00|Call Center|Sales Discount||
SO-71479405|1|39.95||4.95|.00|44.90|39.95|Call Center|8006914|BOWFLEX BODY FITNESS BOOST, PROTEIN, PEANUT BUTTER|Nutrition
SO-71479405|1|29.95||4.95|.00|34.90|29.95|Call Center|8006909|BOWFLEX BODY FITNESS BOOST, FAT BURNER, CHOCOLATE|Nutrition
SO-71479405|1|59.95||9.95|.00|69.90|59.95|Call Center|8006922|BOWFLEX BODY FITNESS SHAKE, FRENCH VANILLA - SINGLES|Nutrition
SO-71479405|2|59.90||9.90|.00|69.80|59.90|Call Center|8006918|BOWFLEX BODY ENERGY BOOST, DAILY ENERGY, PASSION FRUIT|Nutrition
SO-71479406|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71479407|1|99.00||9.99|-9.99|.00|99.00|Call Center|000-3667|"BFX Machine Mat 37.5 x 99.5"""|Strength : Home Gyms : Accessories
SO-71479407||.00|-99.00||||-99.00|Call Center|Sales Discount||
SO-71479408|1|999.00||100.00|.00|1099.00|999.00|Call Center|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71479409|1|799.00||249.99|-249.99|799.00|799.00|Call Center|100327|SCH 470 Elliptical|Cardio : Ellipticals : Fixed Stride
SO-71479410|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71479413|1|3299.00||199.99|-199.99|2999.00|3299.00|Web|100482|BFX TC20 TREADCLIMBER, 2 BOX KIT|Cardio : TreadClimber : TreadClimber
SO-71479413||.00|-300.00|.00|.00|.00|-300.00|Web|Sales Discount||
SO-71479415|1|34.04||.00|.00|34.04|34.04|Call Center|004-6670|MOTOR, SERVO, 860MM CABLE LENGTH|Other : Parts
SO-71479416|1|199.00||.00|.00|159.20|199.00|Call Center|REMOVAL SERVICE|Removal of Equipment - Standalone|Other : Service : Service Removal
SO-71479416||.00|-39.80||||-39.80|Call Center|Sales Discount||
SO-71479417|1|8.99||7.99|.00|16.98|8.99|Call Center|000-7183|Revo Handle Kit|Other : Parts
SO-71479418|1|14.06||.00|.00|14.06|14.06|Call Center|000-7686|110VAC ADAPTR- 9VDC 1A|Other : Parts
SO-71479426|1|3299.00||199.99|-199.99|2999.00|3299.00|Web|100482|BFX TC20 TREADCLIMBER, 2 BOX KIT|Cardio : TreadClimber : TreadClimber
SO-71479426||.00|-300.00|.00|.00|.00|-300.00|Web|Sales Discount||
SO-71479420|1|349.00||.00|.00|.00|349.00|Call Center|100131|BFX 552 Dumbbell Kit|Strength : Selectorized : Weights
SO-71479420||.00|-349.00||||-349.00|Call Center|Sales Discount||
SO-71479421|1|3.48||.00|.00|3.48|3.48|Call Center|8003323|PEDAL ASSY, LEFT, MY13 (SMALL)|Other : Parts
SO-71479421|1|3.48||.00|.00|3.48|3.48|Call Center|8003324|PEDAL ASSY, RIGHT, MY13(SMALL)|Other : Parts
SO-71479425|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71479425||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71479428|1|67.53||.00|.00|67.53|67.53|Call Center|004-0651|UPRIGHT ASSEMBLY  RIGHT|Other : Parts
SO-71479428|1|67.53||.00|.00|67.53|67.53|Call Center|004-0652|UPRIGHT ASSEMBLY  LEFT|Other : Parts
SO-71479429|1|14.06||.00|.00|14.06|14.06|Call Center|000-7686|110VAC ADAPTR- 9VDC 1A|Other : Parts
SO-71479431|1|399.00||59.99|-59.99|399.00|399.00|Web|100337|SCH 230 Recumbent Bike|Cardio : Bikes : Recumbent
SO-71479435|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71479435|1|159.00||.00|.00|159.00|159.00|Web|IHA-100359|MAX TRAINER M5 Assembly|Other : Service : In Home Assembly
SO-71479430|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71479430||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71479433|1|139.00||19.99|.00|158.99|139.00|Web|100300|BFX SelectTech Stand|Strength : Selectorized : Accessories
SO-71479433|1|349.00||.00|.00|349.00|349.00|Web|100131|BFX 552 Dumbbell Kit|Strength : Selectorized : Weights
SO-71479434|2|114.04||.00|.00|114.04|114.04|Call Center|002-8664|Handle assembly|Other : Parts
SO-71479436|1|999.00||100.00|-100.00|999.00|999.00|Call Center|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71479440|1|2199.00||199.99|-199.99|2199.00|2199.00|Call Center|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71479441|1|155.83||.00|.00|124.66|155.83|Call Center|004-8341|Console Kit|Other : Parts
SO-71479441||.00|-31.17||||-31.17|Call Center|Sales Discount||
SO-71479442|2|119.50||.00|.00|119.50|119.50|Call Center|002-5836|SPRING RETURN SHOCK - TC5500|Other : Parts
SO-71479443|1|1599.00||150.00|-150.00|1499.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71479443||.00|-100.00|.00|.00|.00|-100.00|Call Center|Sales Discount||
SO-71479443|1|159.00||.00|.00|159.00|159.00|Call Center|IHA-100359|MAX TRAINER M5 Assembly|Other : Service : In Home Assembly
SO-71479445|1|999.00||100.00|-100.00|999.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71479446|1|3299.00||199.99|-199.99|2999.00|3299.00|Web|100342|BFX TC20 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71479446||.00|-300.00|.00|.00|.00|-300.00|Web|Sales Discount||
SO-71479447|1|24.95||4.95|.00|29.90|24.95|Web|8007525|BOWFLEX BODY SAMPLE PACK|Nutrition
SO-71479450|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71479451|1|189.00||.00|.00|.00|189.00|Call Center|SERVICE - WITH PARTS|Technician Visit with product shipping|Other : Service : Service Repair
SO-71479451||.00|-189.00||||-189.00|Call Center|Sales Discount||
SO-71479452|1|99.00||9.99|.00|93.39|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71479452|1|13.99||2.99|.00|14.78|13.99|Web|003-4173|Bfx Camelbak Btl (BPA Free)blk|Other : Catalog Sourced
SO-71479452|1|13.99||2.99|.00|14.78|13.99|Web|003-4182|Bowflex Towel|Strength : Home Gyms : Accessories
SO-71479452||.00|-20.00||||-20.00|Web|Sales Discount||
SO-71479454|1|59.00||.00|.00|.00|59.00|Call Center|TRPCHBFX - WITH PARTS|Trip Charge - MAX only with parts shipping|Other : Service : Service Repair
SO-71479454||.00|-59.00||||-59.00|Call Center|Sales Discount||
SO-71479457|1|1599.00||150.00|-150.00|1499.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71479457||.00|-100.00|.00|.00|.00|-100.00|Call Center|Sales Discount||
SO-71479458|1|59.00||.00|.00|.00|59.00|Call Center|TRPCHBFX - WITH PARTS|Trip Charge - MAX only with parts shipping|Other : Service : Service Repair
SO-71479458||.00|-59.00||||-59.00|Call Center|Sales Discount||
SO-71479474|1|599.00||129.99|-129.99|549.00|599.00|Web|710000|BFX 1090 Dumbbell Kit|Strength : Selectorized : Weights
SO-71479474||.00|-50.00|.00|.00|.00|-50.00|Web|Sales Discount||
SO-71479461|1|1257.54||75.00|-75.00|.00|1257.54|Call Center|8003601|BOX 1,  BOWFLEX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71479461||.00|-1257.54||||-1257.54|Call Center|Sales Discount||
SO-71479462|1|599.00||129.99|-129.99|549.00|599.00|Web|710000|BFX 1090 Dumbbell Kit|Strength : Selectorized : Weights
SO-71479462||.00|-50.00|.00|.00|.00|-50.00|Web|Sales Discount||
SO-71479462|1|199.00||29.99|-29.99|199.00|199.00|Web|100340|BFX 4.1 Bench|Strength : Selectorized : Adjustable Benches
SO-71479463|1|24.95||4.95|-4.95|.00|24.95|Call Center|8007525|BOWFLEX BODY SAMPLE PACK|Nutrition
SO-71479463|1|9.95||2.95|-2.95|.00|9.95|Call Center|8007195|BOWFLEX BLENDERBOTTLE|Nutrition
SO-71479463||.00|-34.90||||-34.90|Call Center|Sales Discount||
SO-71479465|1|24.95||4.95|-4.95|.00|24.95|Call Center|8007525|BOWFLEX BODY SAMPLE PACK|Nutrition
SO-71479465|1|9.95||2.95|-2.95|.00|9.95|Call Center|8007195|BOWFLEX BLENDERBOTTLE|Nutrition
SO-71479465||.00|-34.90||||-34.90|Call Center|Sales Discount||
SO-71479466|1|1599.00||169.99|-169.99|1399.00|1599.00|Call Center|100334|BFX XTREME 2SE HOME GYM|Strength : Home Gyms : Rods
SO-71479466||.00|-200.00|.00|.00|.00|-200.00|Call Center|Sales Discount||
SO-71479466|1|99.00||10.99|-10.99|99.00|99.00|Call Center|10071|Rod Pack  410# upgrade|Strength : Home Gyms : Accessories
SO-71479466|1|14.99||8.99|-8.99|14.99|14.99|Call Center|001-3649|BFX Rod Rjuvnatr w mini 410 add-on|Strength : Home Gyms : Accessories
SO-71479466|1|139.99||24.99|-24.99|139.99|139.99|Call Center|001-3381|Preacher Curl Attach  Xtr X2|Strength : Home Gyms : Accessories
SO-71479466|1|199.99||29.99|-29.99|199.99|199.99|Call Center|001-3354|Gym Style Ab Crunch Attachment|Strength : Home Gyms : Accessories
SO-71479466|1|39.99||9.99|-9.99|39.99|39.99|Call Center|001-3660|E-Z Curl Bar|Strength : Home Gyms : Accessories
SO-71479466|1|34.99||9.99|-9.99|34.99|34.99|Call Center|001-3661|Tricep Rope|Strength : Home Gyms : Accessories
SO-71479466|1|24.95||4.95|-4.95|24.95|24.95|Call Center|8007525|BOWFLEX BODY SAMPLE PACK|Nutrition
SO-71479466|1|99.00||10.99|-10.99|.00|99.00|Call Center|95146|BFX 310# Rod Upgrade|Strength : Home Gyms : Accessories
SO-71479466||.00|-99.00|.00|.00|.00|-99.00|Call Center|Sales Discount||
SO-71479467|1|24.95||4.95|-4.95|.00|24.95|Call Center|8007525|BOWFLEX BODY SAMPLE PACK|Nutrition
SO-71479467|1|9.95||2.95|-2.95|.00|9.95|Call Center|8007195|BOWFLEX BLENDERBOTTLE|Nutrition
SO-71479467||.00|-34.90||||-34.90|Call Center|Sales Discount||
SO-71479468|1|1599.00||169.99|-169.99|1399.00|1599.00|Web|100334|BFX XTREME 2SE HOME GYM|Strength : Home Gyms : Rods
SO-71479468||.00|-200.00|.00|.00|.00|-200.00|Web|Sales Discount||
SO-71479468|1|99.00||10.99|-10.99|.00|99.00|Web|95146|BFX 310# Rod Upgrade|Strength : Home Gyms : Accessories
SO-71479468||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71479469|1|999.00||100.00|.00|1099.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71479470|1|24.95||4.95|-4.95|.00|24.95|Call Center|8007525|BOWFLEX BODY SAMPLE PACK|Nutrition
SO-71479470|1|9.95||2.95|-2.95|.00|9.95|Call Center|8007195|BOWFLEX BLENDERBOTTLE|Nutrition
SO-71479470||.00|-34.90||||-34.90|Call Center|Sales Discount||
SO-71479475|1|24.95||4.95|-4.95|.00|24.95|Call Center|8007525|BOWFLEX BODY SAMPLE PACK|Nutrition
SO-71479475|1|9.95||2.95|-2.95|.00|9.95|Call Center|8007195|BOWFLEX BLENDERBOTTLE|Nutrition
SO-71479475||.00|-34.90||||-34.90|Call Center|Sales Discount||
SO-71479477|1|20.01||.00|.00|.00|20.01|Call Center|74025|PARK TOOL CRK PULL|Other : Parts
SO-71479477||.00|-20.01||||-20.01|Call Center|Sales Discount||
SO-71479478|1|2199.00||199.99|-179.99|2019.00|2199.00|Call Center|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71479478||.00|-200.00|.00|.00|.00|-200.00|Call Center|Sales Discount||
SO-71479478|1|14.99||3.99|.00|18.98|14.99|Call Center|93067|LUBE N WALK TREAD LUBE KIT|Cardio : TreadClimber : Accessories
SO-71479479|1|.00||.00|.00|.00|.00|Call Center|8006322|PACK, U2 SERVICE, EXIST SALES|Other : Parts
SO-71479479|1|.00||.00|.00|.00|.00|Call Center|001-5126|U2 Retainer Clip Assy|Other : Parts
SO-71479479|1|.00||.00|.00|.00|.00|Call Center|003-4285|Kit  Clevis Pin  U2 Seat Rail|Other : Parts
SO-71479480|1|1599.00||150.00|-150.00|1599.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71479481|1|99.00||9.99|.00|108.99|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71479483|1|599.00||129.99|.00|728.99|599.00|Web|710000|BFX 1090 Dumbbell Kit|Strength : Selectorized : Weights
SO-71479486|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71479487|2|31.96||.00|.00|31.96|31.96|Call Center|004-8382|110VAC Adaptor - 9vdc 1.5a|Other : Parts
SO-71479489|1|159.00||.00|.00|159.00|159.00|Call Center|CSA-100359|MAX TRAINER M5 Assembly|Other : Service : In Home Assembly
SO-71479493|1|9.99||7.99|.00|17.98|9.99|Web|17100|Handgrip  Adj (Pair)|Other : Parts
SO-71479496|1|59.00||.00|.00|.00|59.00|Call Center|TRPCHBFX - DIAGNOSTIC|Trip Charge - MAX only|Other : Service : Service Diagnostic
SO-71479496||.00|-59.00||||-59.00|Call Center|Sales Discount||
SO-71479499|1|.46||.00|.00|.00|.46|Call Center|80211|Power Rod End Cap 50#|Other : Parts
SO-71479499||.00|-.46||||-.46|Call Center|Sales Discount||
SO-71479501|1|9.67||.00|.00|9.67|9.67|Call Center|004-6487|MICRO-V JBELT 1886.5mm LENGTH|Other : Parts
SO-71479504|1|14.99||3.99|-3.99|14.99|14.99|Call Center|93067|LUBE N WALK TREAD LUBE KIT|Cardio : TreadClimber : Accessories
SO-71479504|1|99.00||9.99|-9.99|99.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71479504|1|3299.00||199.99|-199.99|2999.00|3299.00|Call Center|100482|BFX TC20 TREADCLIMBER, 2 BOX KIT|Cardio : TreadClimber : TreadClimber
SO-71479504||.00|-300.00|.00|.00|.00|-300.00|Call Center|Sales Discount||
SO-71479506|1|14.99||3.99|-3.99|14.99|14.99|Call Center|93067|LUBE N WALK TREAD LUBE KIT|Cardio : TreadClimber : Accessories
SO-71479506|1|3299.00||199.99|-199.99|2999.00|3299.00|Call Center|100482|BFX TC20 TREADCLIMBER, 2 BOX KIT|Cardio : TreadClimber : TreadClimber
SO-71479506||.00|-300.00|.00|.00|.00|-300.00|Call Center|Sales Discount||
SO-71479507|1|2199.00||199.99|-199.99|1999.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71479507||.00|-200.00|.00|.00|.00|-200.00|Web|Sales Discount||
SO-71479507|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71479507||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71479511|1|189.00||.00|.00|.00|189.00|Call Center|SERVICE - WITH PARTS|Technician Visit with product shipping|Other : Service : Service Repair
SO-71479511||.00|-189.00||||-189.00|Call Center|Sales Discount||
SO-71479514|1|1599.00||150.00|-150.00|1599.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71479514|1|99.00||9.99|-9.99|99.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71479517|1|250.42||.00|.00|200.34|250.42|Call Center|004-2438|Motor Control Board Kit|Other : Parts
SO-71479517||.00|-50.08||||-50.08|Call Center|Sales Discount||
SO-71479519|1|55.83||.00|.00|55.83|55.83|Call Center|000-8404|Right Foot Assembly|Other : Parts
SO-71479520|1|189.00||.00|.00|189.00|189.00|Call Center|SERVICE - DIAGNOSTIC/REPEAT VISIT|Technician Visit, no parts ordered|Other : Service : Service Diagnostic
SO-71479523|1|2199.00||199.99|-179.99|2019.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71479523||.00|-200.00|.00|.00|.00|-200.00|Web|Sales Discount||
SO-71479528|1|999.00||100.00|.00|1099.00|999.00|Call Center|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71479534|1|1599.00||169.99|-169.99|1399.00|1599.00|Call Center|100334|BFX XTREME 2SE HOME GYM|Strength : Home Gyms : Rods
SO-71479534||.00|-200.00|.00|.00|.00|-200.00|Call Center|Sales Discount||
SO-71479534|1|99.00||10.99|-10.99|.00|99.00|Call Center|95146|BFX 310# Rod Upgrade|Strength : Home Gyms : Accessories
SO-71479534||.00|-99.00|.00|.00|.00|-99.00|Call Center|Sales Discount||
SO-71479544|1|189.00||.00|.00|.00|189.00|Call Center|SERVICE - WITH PARTS|Technician Visit with product shipping|Other : Service : Service Repair
SO-71479544||.00|-189.00||||-189.00|Call Center|Sales Discount||
SO-71479550|1|189.00||.00|.00|.00|189.00|Call Center|SERVICE - WITH PARTS|Technician Visit with product shipping|Other : Service : Service Repair
SO-71479550||.00|-189.00||||-189.00|Call Center|Sales Discount||
SO-71479551|1|1599.00||150.00|-150.00|1499.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71479551||.00|-100.00|.00|.00|.00|-100.00|Call Center|Sales Discount||
SO-71479551|1|99.00||9.99|-9.99|99.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71479552|1|28.49||.00|.00|28.49|28.49|Call Center|12340|Ppro Seat Bracket Wrnty Assy|Other : Parts
SO-71479554|1|2999.00||199.99|-199.99|2699.10|2999.00|Call Center|160000|BFX Revolution|Strength : Home Gyms : Spiraflex
SO-71479554||.00|-299.90|.00|.00|.00|-299.90|Call Center|Sales Discount||
SO-71479554|1|99.00||9.99|-9.99|99.00|99.00|Call Center|000-3667|"BFX Machine Mat 37.5 x 99.5"""|Strength : Home Gyms : Accessories
SO-71479554|1|299.00||.00|.00|299.00|299.00|Call Center|IHA-160000|Revolution Assembly|Other : Service : In Home Assembly
SO-71479555|1|1599.00||150.00|-150.00|1499.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71479555||.00|-100.00|.00|.00|.00|-100.00|Call Center|Sales Discount||
SO-71479556|1|2199.00||199.99|-199.99|1999.00|2199.00|Call Center|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71479556||.00|-200.00|.00|.00|.00|-200.00|Call Center|Sales Discount||
SO-71479556|1|99.00||9.99|-9.99|.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71479556||.00|-99.00|.00|.00|.00|-99.00|Call Center|Sales Discount||
SO-71479556|1|49.99||9.99|-9.99|.00|49.99|Call Center|005-0027|Bowflex BMI Daily Calorie Scale|Other : Catalog Sourced
SO-71479556||.00|-49.99|.00|.00|.00|-49.99|Call Center|Sales Discount||
SO-71479556|1|14.99||3.99|-3.99|14.99|14.99|Call Center|93067|LUBE N WALK TREAD LUBE KIT|Cardio : TreadClimber : Accessories
SO-71479559|1|1599.00||169.99|.00|1768.99|1599.00|Web|100334|BFX XTREME 2SE HOME GYM|Strength : Home Gyms : Rods
SO-71479559|1|299.00||.00|.00|299.00|299.00|Web|IHA-100334|Bowflex X2SE Home Gym Assembly|Other : Service : In Home Assembly
SO-71479561|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71479561||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71479564|1|9.99||7.99|-7.99|9.99|9.99|Call Center|17100|Handgrip  Adj (Pair)|Other : Parts
SO-71479564|1|2.08||.00|.00|2.08|2.08|Call Center|90135|Mult - Rod Binding Strap|Other : Parts
SO-71479565|1|1599.00||150.00|-150.00|1599.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71479567|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71479568|2|8.20||.00|.00|.00|8.20|Call Center|8003334|PEDAL ASSY LEFT MY13 BIG STRAP|Other : Parts
SO-71479568||.00|-8.20||||-8.20|Call Center|Sales Discount||
SO-71479569|1|99.00||10.99|-10.99|99.00|99.00|Call Center|10071|Rod Pack  410# upgrade|Strength : Home Gyms : Accessories
SO-71479569|1|14.99||8.99|-8.99|14.99|14.99|Call Center|001-3649|BFX Rod Rjuvnatr w mini 410 add-on|Strength : Home Gyms : Accessories
SO-71479569|1|9.99||7.99|-7.99|9.99|9.99|Call Center|17100|Handgrip  Adj (Pair)|Other : Parts
SO-71479572|1|349.00||.00|.00|349.00|349.00|Web|100131|BFX 552 Dumbbell Kit|Strength : Selectorized : Weights
SO-71479579|1|189.00||.00|.00|.00|189.00|Call Center|SERVICE - WITH PARTS|Technician Visit with product shipping|Other : Service : Service Repair
SO-71479579||.00|-189.00||||-189.00|Call Center|Sales Discount||
SO-71479580|1|14.95||3.95|.00|18.90|14.95|Call Center|8001183|BFX PUSH UP BARS|Strength : Other Strength : Accessories
SO-71479582|1|499.00||69.99|-69.99|499.00|499.00|Call Center|100388|NLS R616 RECUMBENT BIKE|Cardio : Bikes : Recumbent
SO-71479585|1|999.00||100.00|.00|999.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71479585||.00|-100.00||||-100.00|Web|Sales Discount||
SO-71479584|1|99.00||10.99|.00|109.99|99.00|Web|95146|BFX 310# Rod Upgrade|Strength : Home Gyms : Accessories
SO-71479584|1|8.99||7.99|.00|16.97|8.99|Web|000-7183|Revo Handle Kit|Other : Parts
SO-71479584||.00|-.01|.00|.00|.00|-.01|Web|Sales Discount||
SO-71479595|1|599.00||129.99|-129.99|549.00|599.00|Web|710000|BFX 1090 Dumbbell Kit|Strength : Selectorized : Weights
SO-71479595||.00|-50.00|.00|.00|.00|-50.00|Web|Sales Discount||
SO-71479596|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71479586|1|1599.00||150.00|-150.00|1499.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71479586||.00|-100.00|.00|.00|.00|-100.00|Call Center|Sales Discount||
SO-71479591|1|15.98||.00|.00|15.98|15.98|Call Center|004-8382|110VAC Adaptor - 9vdc 1.5a|Other : Parts
SO-71479591|1|155.83||.00|.00|155.83|155.83|Call Center|004-8341|Console Kit|Other : Parts
SO-71479593|1|99.00||9.99|-9.99|.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71479593||.00|-99.00||||-99.00|Call Center|Sales Discount||
SO-71479594|1|1599.00||169.99|.00|1768.99|1599.00|Web|100334|BFX XTREME 2SE HOME GYM|Strength : Home Gyms : Rods
SO-71479594|1|99.00||10.99|.00|109.98|99.00|Web|95146|BFX 310# Rod Upgrade|Strength : Home Gyms : Accessories
SO-71479594||.00|-.01|.00|.00|.00|-.01|Web|Sales Discount||
SO-71479599|1|9.95||2.95|.00|12.90|9.95|Web|8007195|BOWFLEX BLENDERBOTTLE|Nutrition
SO-71479599|1|29.95||4.95|.00|34.90|29.95|Web|8006916|BOWFLEX BODY ENERGY BOOST, PRE-WORKOUT, BERRY POMEGRANATE|Nutrition
SO-71479597|1|119.49||.00|.00|.00|119.49|Call Center|8006589|PAIR, TC20 SHOCKS, STANDARD TRAVEL|Other : Parts
SO-71479597||.00|-119.49||||-119.49|Call Center|Sales Discount||
SO-71479598|1|999.00||199.99|-199.99|999.00|999.00|Call Center|100215|BFX TC5|Cardio : TreadClimber : TreadClimber
SO-71479598|1|99.00||.00|.00|99.00|99.00|Call Center|CARDIO-IHAHA|Cardio Haul Away|Other : Service : In Home Assembly - Removal
SO-71479598|1|249.00||.00|.00|.00|249.00|Call Center|IHA-100215|Treadclimber TC5 Assembly|Other : Service : In Home Assembly
