Internal ID,AdID PI,PI Purchased (Item PI),Market Channel,Ad ID,Media Agency,Origin,Order Week Monday,Order Date,Item,Kits,Value (Product + Shipping)
44730797,Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,5/29/2017,5/30/2017,100406 BFX SELECTTECH 560 STAND,0,104.30
44730897,Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Shopping,CAM32061 dofg2dfeed1,TouchPoint Integrated Communications,Web,5/29/2017,5/30/2017,100131 BFX 552 Dumbbell Kit,1,299.00
44731297,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,5/29/2017,5/30/2017,100359 BFX MAX TRAINER M5,1,1449.00
44731297,Bowflex Max Trainer,Treadclimber,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,5/29/2017,5/30/2017,10293 TRC Machine Mat,0,99.00
44731597,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,5/29/2017,5/30/2017,100359 BFX MAX TRAINER M5,1,1749.00
44731897,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45730 DOSG2ESL7,TouchPoint Integrated Communications,Web,5/29/2017,5/30/2017,100359 BFX MAX TRAINER M5,1,1449.00
44731898,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,5/29/2017,5/30/2017,100359 BFX MAX TRAINER M5,1,1449.00
44732311,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,5/29/2017,5/30/2017,100359 BFX MAX TRAINER M5,1,1449.00
44732397,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,5/29/2017,5/30/2017,100358 BFX MAX TRAINER M3,1,999.00
44732599,Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,Web,5/29/2017,5/30/2017,100469 BFX Max Trainer M7,1,1999.00
44732599,Bowflex Max Trainer,Treadclimber,Online Shopping,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,Web,5/29/2017,5/30/2017,10293 TRC Machine Mat,0,.00
44732799,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM47150 DOSG2ESL9,TouchPoint Integrated Communications,Web,5/29/2017,5/30/2017,100359 BFX MAX TRAINER M5,1,1449.00
44733009,Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,5/29/2017,5/30/2017,100334 BFX XTREME 2SE HOME GYM,1,1199.00
44733009,Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,5/29/2017,5/30/2017,001-3661 Tricep Rope,0,34.99
44733009,Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,5/29/2017,5/30/2017,001-3649 BFX Rod Rjuvnatr w mini 410 add-on,0,14.99
44733009,Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,5/29/2017,5/30/2017,001-3381 Preacher Curl Attach  Xtr X2,0,139.99
44733009,Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,5/29/2017,5/30/2017,001-3660 E-Z Curl Bar,0,39.99
44733119,Bowflex Max Trainer,Treadclimber,Online Search,CAM44429 dosbiesl1,TouchPoint Integrated Communications,Web,5/29/2017,5/30/2017,100456 BFX TC100 TREADCLIMBER,1,1599.00
44733224,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,5/29/2017,5/30/2017,100359 BFX MAX TRAINER M5,1,1449.00
44733327,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,5/29/2017,5/30/2017,100405 BFX SELECTTECH 560 DUMBBELL KIT,1,355.40
44733327,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,5/29/2017,5/30/2017,100340 BFX 4.1 Bench,0,139.30
44733327,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,5/29/2017,5/30/2017,100406 BFX SELECTTECH 560 STAND,0,104.30
44733431,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,5/29/2017,5/30/2017,100469 BFX Max Trainer M7,1,1999.00
44733431,Bowflex Max Trainer,Treadclimber,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,5/29/2017,5/30/2017,10293 TRC Machine Mat,0,.00
44733647,Bowflex Max Trainer,Bowflex Selecttech Dumbbells,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,5/29/2017,5/30/2017,100131 BFX 552 Dumbbell Kit,1,299.00
44733957,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,5/29/2017,5/30/2017,100469 BFX Max Trainer M7,1,1999.00
44733957,Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,5/29/2017,5/30/2017,10293 TRC Machine Mat,0,.00
44733961,Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,5/29/2017,5/30/2017,100358 BFX MAX TRAINER M3,1,999.00
44733961,Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,5/29/2017,5/30/2017,100358-PS5 M3 Protection Plan - 5 years (90 Days),0,99.00
44733961,Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,5/29/2017,5/30/2017,IHA-100358 MAX TRAINER M3 Assembly,0,169.00
44734066,Bowflex Brand,Bowflex Max Trainer,Un-Sourced,CAM49456 BCARECREDIT,Internal,Call Center Internal,5/29/2017,5/30/2017,100359 BFX MAX TRAINER M5,1,1449.00
44734066,Bowflex Brand,Bowflex Max Trainer,Un-Sourced,CAM49456 BCARECREDIT,Internal,Call Center Internal,5/29/2017,5/30/2017,100359-PS5 M5 Protection Plan - 5 Years (90 Days),0,159.00
44734071,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,5/29/2017,5/30/2017,100469 BFX Max Trainer M7,1,1999.00
44734071,Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,5/29/2017,5/30/2017,10293 TRC Machine Mat,0,.00
44734481,Bowflex Brand,Treadclimber,Un-Sourced,CAM49456 BCARECREDIT,Internal,Call Center Internal,5/29/2017,5/30/2017,100457 BFX TC200 TREADCLIMBER,1,2599.00
44734481,Bowflex Brand,Treadclimber,Un-Sourced,CAM49456 BCARECREDIT,Internal,Call Center Internal,5/29/2017,5/30/2017,IHA-100457 BOWFLEX TC200 ASSEMBLY,0,249.00
44734481,Bowflex Brand,Treadclimber,Un-Sourced,CAM49456 BCARECREDIT,Internal,Call Center Internal,5/29/2017,5/30/2017,100457-PS5 TC200 Protection Plan - 5 Years (90 Days),0,299.00
44734484,Bowflex Brand,Bowflex Max Trainer,Un-Sourced,CAM49456 BCARECREDIT,Internal,Call Center Internal,5/29/2017,5/30/2017,100359 BFX MAX TRAINER M5,1,1449.00
44734484,Bowflex Brand,Treadclimber,Un-Sourced,CAM49456 BCARECREDIT,Internal,Call Center Internal,5/29/2017,5/30/2017,10293 TRC Machine Mat,0,99.00
44734484,Bowflex Brand,Bowflex Max Trainer,Un-Sourced,CAM49456 BCARECREDIT,Internal,Call Center Internal,5/29/2017,5/30/2017,100359-PS5 M5 Protection Plan - 5 Years (90 Days),0,159.00
44734489,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM30796 SAWDOSG2G,Internal,Call Center Internal,5/29/2017,5/30/2017,100359 BFX MAX TRAINER M5,1,1449.00
44734497,Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM30796 SAWDOSG2G,Internal,Call Center Internal,5/29/2017,5/30/2017,100340 BFX 4.1 Bench,0,199.00
44734617,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,5/29/2017,5/30/2017,100300 BFX SelectTech Stand,0,.00
44734619,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,5/29/2017,5/30/2017,710000 BFX 1090 Dumbbell Kit,1,549.00
44734721,Bowflex Brand,Bowflex Max Trainer,Un-Sourced,CAM49456 BCARECREDIT,Internal,Call Center Internal,5/29/2017,5/30/2017,100469 BFX Max Trainer M7,1,1999.00
44734721,Bowflex Brand,Treadclimber,Un-Sourced,CAM49456 BCARECREDIT,Internal,Call Center Internal,5/29/2017,5/30/2017,10293 TRC Machine Mat,0,.00
44734729,Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM45043 SAWDOFG2E,TouchPoint Integrated Communications,Call Center Internal,5/29/2017,5/30/2017,100358 BFX MAX TRAINER M3,1,999.00
44734729,Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM45043 SAWDOFG2E,TouchPoint Integrated Communications,Call Center Internal,5/29/2017,5/30/2017,100358-PS5 M3 Protection Plan - 5 years (90 Days),0,99.00
44734733,Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51154 SUNDN120SOFTXTIC,TouchPoint Integrated Communications,Call Center Internal,5/29/2017,5/30/2017,100358 BFX MAX TRAINER M3,1,999.00
44734733,Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM51154 SUNDN120SOFTXTIC,TouchPoint Integrated Communications,Call Center Internal,5/29/2017,5/30/2017,100358-PS5 M3 Protection Plan - 5 years (90 Days),0,99.00
44734850,Bowflex Max Trainer,Bowflex Home Gyms,Online Display,CAM47809 SAWDODFBKE,TouchPoint Integrated Communications,Call Center Internal,5/29/2017,5/30/2017,100334 BFX XTREME 2SE HOME GYM,1,1399.00
44734850,Bowflex Max Trainer,Bowflex Home Gyms,Online Display,CAM47809 SAWDODFBKE,TouchPoint Integrated Communications,Call Center Internal,5/29/2017,5/30/2017,95146 BFX 310# Rod Upgrade,0,.00
44734850,Bowflex Max Trainer,Bowflex Home Gyms,Online Display,CAM47809 SAWDODFBKE,TouchPoint Integrated Communications,Call Center Internal,5/29/2017,5/30/2017,001-3354 Gym Style Ab Crunch Attachment,0,199.99
44734850,Bowflex Max Trainer,Bowflex Home Gyms,Online Display,CAM47809 SAWDODFBKE,TouchPoint Integrated Communications,Call Center Internal,5/29/2017,5/30/2017,001-3381 Preacher Curl Attach  Xtr X2,0,139.99
44734850,Bowflex Max Trainer,Bowflex Home Gyms,Online Display,CAM47809 SAWDODFBKE,TouchPoint Integrated Communications,Call Center Internal,5/29/2017,5/30/2017,IHA-100334 Bowflex X2SE Home Gym Assembly,0,299.00
44734850,Bowflex Max Trainer,Bowflex Home Gyms,Online Display,CAM47809 SAWDODFBKE,TouchPoint Integrated Communications,Call Center Internal,5/29/2017,5/30/2017,001-3649 BFX Rod Rjuvnatr w mini 410 add-on,0,14.99
44734850,Bowflex Max Trainer,Bowflex Home Gyms,Online Display,CAM47809 SAWDODFBKE,TouchPoint Integrated Communications,Call Center Internal,5/29/2017,5/30/2017,000-7262 Xtreme 60x48 Mat Boxed,0,99.00
44734898,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,5/29/2017,5/30/2017,100469 BFX Max Trainer M7,1,1999.00
44734898,Bowflex Brand,Treadclimber,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,5/29/2017,5/30/2017,10293 TRC Machine Mat,0,.00
44734898,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,5/29/2017,5/30/2017,IHA-100469 BOWFLEX MAX TRAINER M7 ASSEMBLY,0,169.00
44734904,Bowflex Brand,Bowflex Home Gyms,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,5/29/2017,5/30/2017,100334 BFX XTREME 2SE HOME GYM,1,1768.99
44734904,Bowflex Brand,Bowflex Home Gyms,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,5/29/2017,5/30/2017,IHA-100334 Bowflex X2SE Home Gym Assembly,0,299.00
44734962,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44230 SAWDOSG2E,TouchPoint Integrated Communications,Call Center Internal,5/29/2017,5/30/2017,100469 BFX Max Trainer M7,1,1999.00
44734962,Bowflex Max Trainer,Treadclimber,Online Search,CAM44230 SAWDOSG2E,TouchPoint Integrated Communications,Call Center Internal,5/29/2017,5/30/2017,10293 TRC Machine Mat,0,.00
44734981,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,5/29/2017,5/30/2017,100300 BFX SelectTech Stand,0,158.99
44734985,Bowflex HVT,Bowflex HVT,Online Shopping,CAM50808 DOFG2HFEED1,TouchPoint Integrated Communications,Web,5/29/2017,5/30/2017,100551 Bowflex HVT,1,1799.00
44735064,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,5/29/2017,5/30/2017,100359-PS5 M5 Protection Plan - 5 Years (90 Days),0,159.00
44735070,Bowflex Home Gyms,Bowflex Max Trainer,Un-Sourced,CAM40821 1800BOWFLEX,Internal,Call Center Internal,5/29/2017,5/30/2017,100469 BFX Max Trainer M7,1,1999.00
44735070,Bowflex Home Gyms,Treadclimber,Un-Sourced,CAM40821 1800BOWFLEX,Internal,Call Center Internal,5/29/2017,5/30/2017,10293 TRC Machine Mat,0,.00
44735084,Bowflex HVT,Bowflex HVT,Online Search,CAM50810 DOSG2HSL1,TouchPoint Integrated Communications,Call Center Internal,5/29/2017,5/30/2017,100551 Bowflex HVT,1,1799.00
44735084,Bowflex HVT,Bowflex HVT,Online Search,CAM50810 DOSG2HSL1,TouchPoint Integrated Communications,Call Center Internal,5/29/2017,5/30/2017,IHA-100551 Bowflex HVT Assembly,0,249.00
44735084,Bowflex HVT,Bowflex HVT,Online Search,CAM50810 DOSG2HSL1,TouchPoint Integrated Communications,Call Center Internal,5/29/2017,5/30/2017,100551-PS3 HVT Protection Plan - 3 Years (90 days),0,139.00
44735191,Bowflex Brand,Bowflex Max Trainer,Online Social,CAM50565 DOXFBBRESPONSE,Internal,Call Center Internal,5/29/2017,5/30/2017,100359 BFX MAX TRAINER M5,1,1449.00
44735296,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44429 dosbiesl1,TouchPoint Integrated Communications,Web,5/29/2017,5/30/2017,100359 BFX MAX TRAINER M5,1,1449.00
44735296,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44429 dosbiesl1,TouchPoint Integrated Communications,Web,5/29/2017,5/30/2017,IHA-100359 MAX TRAINER M5 Assembly,0,169.00
44735504,Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,5/29/2017,5/30/2017,001-3660 E-Z Curl Bar,0,49.98
44735504,Bowflex Brand,Bowflex Catalog,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,5/29/2017,5/30/2017,004-5546 Jump Rope,0,21.95
44735605,Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,Web,5/29/2017,5/30/2017,100359 BFX MAX TRAINER M5,1,1449.00
44735807,Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,5/29/2017,5/30/2017,100359 BFX MAX TRAINER M5,1,1449.00
44735912,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,5/29/2017,5/30/2017,100358 BFX MAX TRAINER M3,1,999.00
44735912,Bowflex Max Trainer,Bowflex Selecttech Dumbbells,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,5/29/2017,5/30/2017,100131 BFX 552 Dumbbell Kit,1,299.00
44736112,Bowflex Brand,Bowflex Max Trainer,Online Social,CAM50565 DOXFBBRESPONSE,Internal,Call Center Internal,5/29/2017,5/30/2017,100359 BFX MAX TRAINER M5,1,1449.00
44736616,Treadclimber,Treadclimber,Online Search,CAM49424 DOSG2T,TouchPoint Integrated Communications,Call Center Internal,5/29/2017,5/30/2017,93067 LUBE N WALK TREAD LUBE KIT,0,14.99
44736616,Treadclimber,Bowflex Catalog,Online Search,CAM49424 DOSG2T,TouchPoint Integrated Communications,Call Center Internal,5/29/2017,5/30/2017,004-5563 Men's Weighted Vest,0,40.00
44736822,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,5/29/2017,5/30/2017,100359 BFX MAX TRAINER M5,1,1449.00
44736823,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM16616 DEGBFBHG,Internal,Web,5/29/2017,5/30/2017,100358 BFX MAX TRAINER M3,1,999.00
44736922,Bowflex Brand,,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,5/29/2017,5/30/2017,SERVICE - WITH PARTS Technician Visit with product shipping,0,139.00
44736925,Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,Web,5/29/2017,5/30/2017,100358 BFX MAX TRAINER M3,1,999.00
44736926,Bowflex Brand,Treadclimber,Online Search,CAM39441 dosbigl1,TouchPoint Integrated Communications,Web,5/29/2017,5/30/2017,100457 BFX TC200 TREADCLIMBER,1,2599.00
44736926,Bowflex Brand,Treadclimber,Online Search,CAM39441 dosbigl1,TouchPoint Integrated Communications,Web,5/29/2017,5/30/2017,100457-PS3 TC200 Protection Plan - 3 Years (90 Days),0,199.00
44737029,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44429 dosbiesl1,TouchPoint Integrated Communications,Web,5/29/2017,5/30/2017,100359 BFX MAX TRAINER M5,1,1449.00
44737130,Bowflex Max Trainer,Bowflex Max Trainer,Online Display,CAM50255 SAWDODG2E,TouchPoint Integrated Communications,Call Center Internal,5/29/2017,5/30/2017,100359 BFX MAX TRAINER M5,1,1449.00
44737130,Bowflex Max Trainer,Treadclimber,Online Display,CAM50255 SAWDODG2E,TouchPoint Integrated Communications,Call Center Internal,5/29/2017,5/30/2017,10293 TRC Machine Mat,0,.00
44737130,Bowflex Max Trainer,Bowflex Max Trainer,Online Display,CAM50255 SAWDODG2E,TouchPoint Integrated Communications,Call Center Internal,5/29/2017,5/30/2017,100359-PS5 M5 Protection Plan - 5 Years (90 Days),0,159.00
44737131,Bowflex Home Gyms,Bowflex Home Gyms,Un-Sourced,CAM40821 1800BOWFLEX,Internal,Call Center Internal,5/29/2017,5/30/2017,100334 BFX XTREME 2SE HOME GYM,1,1199.00
44737131,Bowflex Home Gyms,Bowflex Home Gyms,Un-Sourced,CAM40821 1800BOWFLEX,Internal,Call Center Internal,5/29/2017,5/30/2017,001-3661 Tricep Rope,0,34.99
44737131,Bowflex Home Gyms,Bowflex Home Gyms,Un-Sourced,CAM40821 1800BOWFLEX,Internal,Call Center Internal,5/29/2017,5/30/2017,001-3649 BFX Rod Rjuvnatr w mini 410 add-on,0,14.99
44737338,Bowflex Home Gyms,Bowflex Selecttech Dumbbells,Un-Sourced,CAM40821 1800BOWFLEX,Internal,Call Center Internal,5/29/2017,5/30/2017,710000 BFX 1090 Dumbbell Kit,1,549.00
44737341,Bowflex Brand,Bowflex Revolution,Electronic - UnSourced,CAM49450 BOWWEB800,Internal,Call Center Internal,5/29/2017,5/30/2017,IHA-160000 Revolution Assembly,0,299.00
44737342,Bowflex Max Trainer,Bowflex Max Trainer,Online Display,CAM50714 DODG2EDL3,TouchPoint Integrated Communications,Web,5/29/2017,5/30/2017,100359 BFX MAX TRAINER M5,1,1449.00
44737342,Bowflex Max Trainer,Bowflex Selecttech Dumbbells,Online Display,CAM50714 DODG2EDL3,TouchPoint Integrated Communications,Web,5/29/2017,5/30/2017,100131 BFX 552 Dumbbell Kit,1,299.00
44737342,Bowflex Max Trainer,Bowflex Max Trainer,Online Display,CAM50714 DODG2EDL3,TouchPoint Integrated Communications,Web,5/29/2017,5/30/2017,IHA-100359 MAX TRAINER M5 Assembly,0,169.00
44737445,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,5/29/2017,5/30/2017,100469 BFX Max Trainer M7,1,1999.00
44737445,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,5/29/2017,5/30/2017,100469-PS5 M7 Protection Plan - 5 Years (90 Days),0,199.00
44737445,Bowflex Max Trainer,Treadclimber,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,5/29/2017,5/30/2017,10293 TRC Machine Mat,0,.00
44737546,Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM45043 SAWDOFG2E,TouchPoint Integrated Communications,Call Center Internal,5/29/2017,5/30/2017,100359 BFX MAX TRAINER M5,1,1449.00
44737551,Bowflex Brand,Bowflex Revolution,Online Search,CAM39441 dosbigl1,TouchPoint Integrated Communications,Web,5/29/2017,5/30/2017,160000 BFX Revolution,1,2599.00
44737551,Bowflex Brand,Bowflex Home Gyms,Online Search,CAM39441 dosbigl1,TouchPoint Integrated Communications,Web,5/29/2017,5/30/2017,"000-3667 BFX Machine Mat 37.5 x 95.5""",0,99.00
44737654,Bowflex Max Trainer,Bowflex Max Trainer,Electronic - Short Form,CAM44215 SAWDSEESF14A,TouchPoint Integrated Communications,Call Center Internal,5/29/2017,5/30/2017,100469 BFX Max Trainer M7,1,1999.00
44737654,Bowflex Max Trainer,Treadclimber,Electronic - Short Form,CAM44215 SAWDSEESF14A,TouchPoint Integrated Communications,Call Center Internal,5/29/2017,5/30/2017,10293 TRC Machine Mat,0,.00
44737655,Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,Web,5/29/2017,5/30/2017,100358 BFX MAX TRAINER M3,1,999.00
44738061,Bowflex Brand,Bowflex HVT,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,5/29/2017,5/30/2017,100551 Bowflex HVT,1,1799.00
44738061,Bowflex Brand,Bowflex Catalog,Online Search,CAM31081 dosg2gl1,TouchPoint Integrated Communications,Web,5/29/2017,5/30/2017,003-4172 Bfx Camelbak Btl (BPA Free)red,0,13.99
44738161,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44429 dosbiesl1,TouchPoint Integrated Communications,Web,5/29/2017,5/30/2017,100469 BFX Max Trainer M7,1,1999.00
44738161,Bowflex Max Trainer,Treadclimber,Online Search,CAM44429 dosbiesl1,TouchPoint Integrated Communications,Web,5/29/2017,5/30/2017,10293 TRC Machine Mat,0,.00
44738262,Bowflex Brand,Bowflex Max Trainer,Online Social,CAM50565 DOXFBBRESPONSE,Internal,Call Center Internal,5/29/2017,5/30/2017,100359 BFX MAX TRAINER M5,1,1119.30
44738262,Bowflex Brand,Bowflex Max Trainer,Online Social,CAM50565 DOXFBBRESPONSE,Internal,Call Center Internal,5/29/2017,5/30/2017,100359-PS5 M5 Protection Plan - 5 Years (90 Days),0,159.00
44738378,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,TouchPoint Integrated Communications,Web,5/29/2017,5/30/2017,100358 BFX MAX TRAINER M3,1,999.00
44738788,Treadclimber,Treadclimber,Un-Sourced,CAM40825 1800TREADCLIMBER,Internal,Call Center Internal,5/29/2017,5/30/2017,100456 BFX TC100 TREADCLIMBER,1,1599.00
44738788,Treadclimber,Treadclimber,Un-Sourced,CAM40825 1800TREADCLIMBER,Internal,Call Center Internal,5/29/2017,5/30/2017,10293 TRC Machine Mat,0,99.00
44738788,Treadclimber,Treadclimber,Un-Sourced,CAM40825 1800TREADCLIMBER,Internal,Call Center Internal,5/29/2017,5/30/2017,100456-PS5 TC100 Protection Plan - 5 Years (90 Days),0,199.00
