SO-72147928,IHA-100359,Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,10/30/2017,11/2/2017,0,119.25
SO-72147928,100359-PS3,Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,10/30/2017,11/2/2017,0,96.75
SO-72148022,100359,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,10/30/2017,11/2/2017,1,1386.75
SO-72148022,10293,Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,10/30/2017,11/2/2017,0,74.25
SO-72148061,100359,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Call Center Internal,10/30/2017,11/2/2017,1,1386.75
SO-72148061,100359-PS5,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Call Center Internal,10/30/2017,11/2/2017,0,149.25
SO-72148061,10293,Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Call Center Internal,10/30/2017,11/2/2017,0,74.25
SO-72148061,IHA-100359,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Call Center Internal,10/30/2017,11/2/2017,0,119.25
SO-72148063,100340,Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,10/30/2017,11/2/2017,0,214.24
SO-72148069,100131,Bowflex Max Trainer,Bowflex Selecttech Dumbbells,Email - Post Conversion,CAM51648 DEMEBMEM5939,Internal,Call Center Internal,10/30/2017,11/2/2017,1,261.75
SO-72148069,100340,Bowflex Max Trainer,Bowflex Selecttech Dumbbells,Email - Post Conversion,CAM51648 DEMEBMEM5939,Internal,Call Center Internal,10/30/2017,11/2/2017,0,164.25
SO-72148073,100469,Bowflex Home Gyms,Bowflex Max Trainer,Online Search,CAM30796 SAWDOSG2G,Internal,Call Center Internal,10/30/2017,11/2/2017,1,1799.25
SO-72148073,10293,Bowflex Home Gyms,Treadclimber,Online Search,CAM30796 SAWDOSG2G,Internal,Call Center Internal,10/30/2017,11/2/2017,0,.00
SO-72148073,100469-PS5,Bowflex Home Gyms,Bowflex Max Trainer,Online Search,CAM30796 SAWDOSG2G,Internal,Call Center Internal,10/30/2017,11/2/2017,0,171.75
SO-72148141,100131,Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Display,CAM50721 ICAODG2DDL1,TouchPoint Integrated Communications,Web,10/30/2017,11/2/2017,1,299.25
SO-72148161,100469,Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,Web,10/30/2017,11/2/2017,1,2249.25
SO-72148246,100131,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,10/30/2017,11/2/2017,1,299.25
SO-72148246,100340,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,10/30/2017,11/2/2017,0,164.25
SO-72148246,100300,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,10/30/2017,11/2/2017,0,126.75
SO-72148346,100359,Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,Web,10/30/2017,11/2/2017,1,1386.75
SO-72148385,710000,Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM129 1800BOWFLEX_BST,Internal,Call Center Internal,10/30/2017,11/2/2017,1,524.25
SO-72148390,100359,Treadclimber,Bowflex Max Trainer,Online Search,CAM30896 SAWICAOSGCT,TouchPoint Integrated Communications,Call Center Internal,10/30/2017,11/2/2017,1,1349.25
SO-72148405,100457,Treadclimber,Treadclimber,Online Search,CAM30841 icaosgctsl2,TouchPoint Integrated Communications,Web,10/30/2017,11/2/2017,1,2399.25
SO-72148434,100131,Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Search,CAM44443 icaosgcdsl9,TouchPoint Integrated Communications,Web,10/30/2017,11/2/2017,1,299.25
SO-72148453,002-6841,Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Un-Sourced,CAM40819 1800SELECTTECH,Internal,Call Center Internal,10/30/2017,11/3/2017,0,.00
SO-72148457,100469,Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,10/30/2017,11/3/2017,1,1911.75
SO-72148457,IHA-100469,Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,10/30/2017,11/3/2017,0,119.25
SO-72148457,10293,Bowflex Max Trainer,Treadclimber,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,10/30/2017,11/3/2017,0,.00
SO-72148457,100469-PS3,Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,10/30/2017,11/3/2017,0,119.25
SO-72148476,100359-MS5,Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,10/30/2017,11/3/2017,0,171.75
SO-72148479,100359,Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,10/30/2017,11/3/2017,1,1386.75
SO-72148497,100359,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,10/30/2017,11/2/2017,1,1386.75
SO-72148499,100469,Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,Web,10/30/2017,11/2/2017,1,1911.75
SO-72148499,10293,Bowflex Max Trainer,Treadclimber,Online Shopping,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,Web,10/30/2017,11/2/2017,0,.00
SO-72148509,100359,Bowflex Max Trainer,Bowflex Max Trainer,Electronic - Short Form,CAM45694 ICASESF14B,Kingstar Media,Web,10/30/2017,11/2/2017,1,1386.75
SO-72148541,100469,Bowflex Max Trainer,Bowflex Max Trainer,Online Display,CAM50719 ICAODG2EDL1,TouchPoint Integrated Communications,Web,10/30/2017,11/2/2017,1,1911.75
SO-72148541,10293,Bowflex Max Trainer,Treadclimber,Online Display,CAM50719 ICAODG2EDL1,TouchPoint Integrated Communications,Web,10/30/2017,11/2/2017,0,.00
SO-72148592,710000,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,10/30/2017,11/3/2017,1,524.25
SO-72148592,100300,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,10/30/2017,11/3/2017,0,126.75
SO-72148592,100340,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,10/30/2017,11/3/2017,0,164.25
SO-72148595,95146,Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,10/30/2017,11/3/2017,0,94.24
SO-72148595,001-3381,Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,10/30/2017,11/3/2017,0,154.983
SO-72148674,100359,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM49449 BOWWEB800CA,Internal,Call Center Internal,10/30/2017,11/3/2017,1,1386.75
SO-72148681,100359,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,10/30/2017,11/3/2017,1,1386.75
SO-72148681,100359-PS3,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,10/30/2017,11/3/2017,0,96.75
SO-72148681,IHA-100359,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,10/30/2017,11/3/2017,0,119.25
SO-72148692,100359-PS5,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM49449 BOWWEB800CA,Internal,Call Center Internal,10/30/2017,11/3/2017,0,149.25
SO-72148735,100340,Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Shopping,CAM45439 ICAOFG2DFEED1,TouchPoint Integrated Communications,Web,10/30/2017,11/3/2017,0,120.923
SO-72148735,100405,Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Shopping,CAM45439 ICAOFG2DFEED1,TouchPoint Integrated Communications,Web,10/30/2017,11/3/2017,1,330.953
SO-72148735,100406,Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Shopping,CAM45439 ICAOFG2DFEED1,TouchPoint Integrated Communications,Web,10/30/2017,11/3/2017,0,109.875
SO-72148736,100469,Bowflex Home Gyms,Bowflex Max Trainer,Online Shopping,CAM45438 ICAOFG2GFEED1,TouchPoint Integrated Communications,Web,10/30/2017,11/3/2017,1,1911.75
SO-72148736,10293,Bowflex Home Gyms,Treadclimber,Online Shopping,CAM45438 ICAOFG2GFEED1,TouchPoint Integrated Communications,Web,10/30/2017,11/3/2017,0,.00
SO-72148736,100131,Bowflex Home Gyms,Bowflex Selecttech Dumbbells,Online Shopping,CAM45438 ICAOFG2GFEED1,TouchPoint Integrated Communications,Web,10/30/2017,11/3/2017,1,299.25
SO-72148748,100469,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,10/30/2017,11/3/2017,1,1911.75
SO-72148748,10293,Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,10/30/2017,11/3/2017,0,.00
SO-72148748,IHA-100469,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,10/30/2017,11/3/2017,0,119.25
SO-72148762,100131,Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,10/30/2017,11/2/2017,1,299.25
SO-72148762,100131-PS1,Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,10/30/2017,11/2/2017,0,29.25
SO-72148767,100340,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,10/30/2017,11/3/2017,0,164.25
SO-72148767,100131,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,10/30/2017,11/3/2017,1,299.25
SO-72148850,100359,Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM52540 HICNN60*BITBFTIC,TouchPoint Integrated Communications,Call Center Internal,10/30/2017,11/3/2017,1,1386.75
SO-72148850,10293,Bowflex Max Trainer,Treadclimber,Short Form,CAM52540 HICNN60*BITBFTIC,TouchPoint Integrated Communications,Call Center Internal,10/30/2017,11/3/2017,0,.00
SO-72148909,100131,Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Search,CAM44557 icaosgcdsl8,TouchPoint Integrated Communications,Web,10/30/2017,11/3/2017,1,299.25
SO-72148969,100359,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45624 ICAOSGCESL2,TouchPoint Integrated Communications,Web,10/30/2017,11/3/2017,1,1386.75
SO-72148989,100359,Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,10/30/2017,11/3/2017,1,1386.75
SO-72148989,10293,Bowflex Max Trainer,Treadclimber,Un-Sourced,CAM45327 1800MAXTRAINER,Internal,Call Center Internal,10/30/2017,11/3/2017,0,.00
SO-72149030,100469,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,10/30/2017,11/3/2017,1,1911.75
SO-72149030,10293,Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,10/30/2017,11/3/2017,0,.00
SO-72149036,10071,Bowflex Brand,Bowflex Home Gyms,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,10/30/2017,11/3/2017,0,94.24
SO-72149050,000-7262,Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,10/30/2017,11/3/2017,0,94.24
SO-72149050,001-3649,Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,10/30/2017,11/3/2017,0,26.233
SO-72149051,100469,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45624 ICAOSGCESL2,TouchPoint Integrated Communications,Web,10/30/2017,11/3/2017,1,1911.75
SO-72149051,10293,Bowflex Max Trainer,Treadclimber,Online Search,CAM45624 ICAOSGCESL2,TouchPoint Integrated Communications,Web,10/30/2017,11/3/2017,0,.00
SO-72149051,IHA-100469,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45624 ICAOSGCESL2,TouchPoint Integrated Communications,Web,10/30/2017,11/3/2017,0,119.25
SO-72149091,100405,Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,10/30/2017,11/3/2017,1,330.953
SO-72149091,100340,Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,10/30/2017,11/3/2017,0,120.923
SO-72149091,100406,Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,10/30/2017,11/3/2017,0,109.875
SO-72149102,100359,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,10/30/2017,11/3/2017,1,1386.75
SO-72149102,100359-PS5,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,10/30/2017,11/3/2017,0,149.25
SO-72149102,IHA-100359,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,10/30/2017,11/3/2017,0,119.25
SO-72149113,100359,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,10/30/2017,11/3/2017,1,1386.75
SO-72149153,100131,Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM37662 icaosgcwsl23,TouchPoint Integrated Communications,Web,10/30/2017,11/4/2017,1,299.25
SO-72149153,100334,Bowflex Brand,Bowflex Home Gyms,Online Search,CAM37662 icaosgcwsl23,TouchPoint Integrated Communications,Web,10/30/2017,11/4/2017,1,1236.75
SO-72149153,95146,Bowflex Brand,Bowflex Home Gyms,Online Search,CAM37662 icaosgcwsl23,TouchPoint Integrated Communications,Web,10/30/2017,11/4/2017,0,.00
SO-72149176,100359,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45842 ICAOSGCESL9,TouchPoint Integrated Communications,Web,10/30/2017,11/4/2017,1,1386.75
SO-72149176,100359-PS3,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45842 ICAOSGCESL9,TouchPoint Integrated Communications,Web,10/30/2017,11/4/2017,0,96.75
SO-72149176,IHA-100359,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45842 ICAOSGCESL9,TouchPoint Integrated Communications,Web,10/30/2017,11/4/2017,0,119.25
SO-72149183,100359,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45624 ICAOSGCESL2,TouchPoint Integrated Communications,Web,10/30/2017,11/4/2017,1,1649.25
SO-72149186,100359,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,10/30/2017,11/4/2017,1,1386.75
SO-72149191,100359,Bowflex Max Trainer,Bowflex Max Trainer,Online Social,CAM48226 ICAOXFBESCODE002,Social Code,Web,10/30/2017,11/4/2017,1,1386.75
SO-72149191,100359-PS5,Bowflex Max Trainer,Bowflex Max Trainer,Online Social,CAM48226 ICAOXFBESCODE002,Social Code,Web,10/30/2017,11/4/2017,0,149.25
SO-72149208,100406,Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Display,CAM50721 ICAODG2DDL1,TouchPoint Integrated Communications,Web,10/30/2017,11/4/2017,0,109.875
SO-72149208,100405,Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Display,CAM50721 ICAODG2DDL1,TouchPoint Integrated Communications,Web,10/30/2017,11/4/2017,1,330.953
SO-72149208,100340,Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Display,CAM50721 ICAODG2DDL1,TouchPoint Integrated Communications,Web,10/30/2017,11/4/2017,0,120.923
SO-72149226,10172,Bowflex Brand,Bowflex Home Gyms,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,10/30/2017,11/4/2017,0,94.24
SO-72149226,100340,Bowflex Brand,Bowflex Selecttech Dumbbells,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,10/30/2017,11/4/2017,0,214.24
SO-72149242,100359,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45624 ICAOSGCESL2,TouchPoint Integrated Communications,Web,10/30/2017,11/4/2017,1,1386.75
SO-72149243,10071,Bowflex Brand,Bowflex Home Gyms,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,10/30/2017,11/4/2017,0,94.24
SO-72149291,100131,Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Shopping,CAM45439 ICAOFG2DFEED1,TouchPoint Integrated Communications,Web,10/30/2017,11/4/2017,1,299.25
SO-72149291,100340,Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Shopping,CAM45439 ICAOFG2DFEED1,TouchPoint Integrated Communications,Web,10/30/2017,11/4/2017,0,164.25
SO-72149291,100300,Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Shopping,CAM45439 ICAOFG2DFEED1,TouchPoint Integrated Communications,Web,10/30/2017,11/4/2017,0,126.75
SO-72149292,100359,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45842 ICAOSGCESL9,TouchPoint Integrated Communications,Web,10/30/2017,11/4/2017,1,1386.75
SO-72149292,100359-PS5,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45842 ICAOSGCESL9,TouchPoint Integrated Communications,Web,10/30/2017,11/4/2017,0,149.25
SO-72149318,100359,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,10/30/2017,11/4/2017,1,1386.75
SO-72149319,100359,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44223 SAWDOSBIE,TouchPoint Integrated Communications,Call Center Internal,10/30/2017,11/4/2017,1,1386.75
SO-72149319,100359-PS3,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44223 SAWDOSBIE,TouchPoint Integrated Communications,Call Center Internal,10/30/2017,11/4/2017,0,96.75
SO-72149319,IHA-100359,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44223 SAWDOSBIE,TouchPoint Integrated Communications,Call Center Internal,10/30/2017,11/4/2017,0,119.25
SO-72149320,93067,Bowflex Brand,Treadclimber,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,10/30/2017,11/4/2017,0,30.465
SO-72149328,100551,Bowflex HVT,Bowflex HVT,Online Social,CAM51542 ICAOXFBHSCODE2,Social Code,Web,10/30/2017,11/4/2017,1,1536.75
SO-72149343,100359,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45842 ICAOSGCESL9,TouchPoint Integrated Communications,Web,10/30/2017,11/4/2017,1,1649.25
SO-72149343,10293,Bowflex Max Trainer,Treadclimber,Online Search,CAM45842 ICAOSGCESL9,TouchPoint Integrated Communications,Web,10/30/2017,11/4/2017,0,94.24
SO-72149352,100358,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45841 ICAOSGCESL8,TouchPoint Integrated Communications,Web,10/30/2017,11/4/2017,1,1074.25
SO-72149352,100358-PS3,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45841 ICAOSGCESL8,TouchPoint Integrated Communications,Web,10/30/2017,11/4/2017,0,66.75
SO-72149395,10293,Bowflex Brand,Treadclimber,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,10/30/2017,11/4/2017,0,94.24
SO-72149413,100359,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45624 ICAOSGCESL2,TouchPoint Integrated Communications,Web,10/30/2017,11/4/2017,1,1386.75
SO-72149476,100405,Bowflex Max Trainer,Bowflex Selecttech Dumbbells,Short Form,CAM52178 BRNGN60*M450STIC,TouchPoint Integrated Communications,Call Center Internal,10/30/2017,11/4/2017,1,330.953
SO-72149476,100406,Bowflex Max Trainer,Bowflex Selecttech Dumbbells,Short Form,CAM52178 BRNGN60*M450STIC,TouchPoint Integrated Communications,Call Center Internal,10/30/2017,11/4/2017,0,109.875
SO-72149476,100340,Bowflex Max Trainer,Bowflex Selecttech Dumbbells,Short Form,CAM52178 BRNGN60*M450STIC,TouchPoint Integrated Communications,Call Center Internal,10/30/2017,11/4/2017,0,120.923
SO-72149490,100131,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM29862 icawbowflexca,Internal,Web,10/30/2017,11/4/2017,1,299.25
SO-72149518,100359,Bowflex Brand,Bowflex Max Trainer,Online Search,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,Web,10/30/2017,11/4/2017,1,1386.75
SO-72149533,100359,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45624 ICAOSGCESL2,TouchPoint Integrated Communications,Web,10/30/2017,11/4/2017,1,1386.75
SO-72149564,100340,Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Shopping,CAM45439 ICAOFG2DFEED1,TouchPoint Integrated Communications,Web,10/30/2017,11/5/2017,0,120.923
SO-72149564,100405,Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Shopping,CAM45439 ICAOFG2DFEED1,TouchPoint Integrated Communications,Web,10/30/2017,11/5/2017,1,330.953
SO-72149564,100405-PS3,Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Shopping,CAM45439 ICAOFG2DFEED1,TouchPoint Integrated Communications,Web,10/30/2017,11/5/2017,0,59.25
