SO-71392593|1|14.95||3.95|.00|18.90|14.95|Web|8001183|BFX PUSH UP BARS|Strength : Other Strength : Accessories
SO-71392696|1|2199.00||199.99|-199.99|2199.00|2199.00|Call Center|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71392696|1|14.99||3.99|-3.99|14.99|14.99|Call Center|93067|LUBE N WALK TREAD LUBE KIT|Cardio : TreadClimber : Accessories
SO-71392700|1|1599.00||150.00|-150.00|1599.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71392711|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71392711||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71392740|1|2199.00||199.99|-199.99|1899.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71392740||.00|-300.00|.00|.00|.00|-300.00|Web|Sales Discount||
SO-71392740|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71392740||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71392762|1|999.00||100.00|-100.00|999.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71392770|1|999.00||100.00|.00|1099.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71392735|1|2199.00||199.99|-199.99|1899.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71392735||.00|-300.00|.00|.00|.00|-300.00|Web|Sales Discount||
SO-71392735|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71392735||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71392768|1|1599.00||150.00|.00|1749.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71392768|1|99.00||9.99|.00|108.99|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71392704|1|1599.00||150.00|-150.00|1599.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71392704|1|99.00||9.99|-9.99|99.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71392704|1|159.00||.00|.00|159.00|159.00|Call Center|IHA-100359|MAX TRAINER M5 Assembly|Other : Service : In Home Assembly
SO-71392734|1|999.00||100.00|.00|1099.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71392752|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71392752||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71392761|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71392708|1|1599.00||150.00|-150.00|1499.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71392708||.00|-100.00|.00|.00|.00|-100.00|Call Center|Sales Discount||
SO-71392709|1|799.00||299.99|.00|1098.99|799.00|Call Center|100402|SCH 830 TREADMILL|Cardio : Treadmills : Treadmills
SO-71392709|1|199.00||14.95|.00|213.95|199.00|Call Center|100248|Core Body Reformer Sales Kit|Alternative Fitness : CoreBody Reformer : CoreBody Reformer
SO-71392712|1|39.99||.00|.00|39.99|39.99|Call Center|90710|Schwinn Airdyne Reading Stand|Cardio : Bikes : Accessories
SO-71392713|1|999.00||100.00|.00|999.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71392713||.00|-100.00||||-100.00|Web|Sales Discount||
SO-71392715|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71392720|1|299.00||54.99|-54.99|299.00|299.00|Web|100208|UNI 445 Masterpack w/Stand|Strength : Selectorized : Weights
SO-71392744|1|3299.00||199.99|-199.99|2999.00|3299.00|Web|100342|BFX TC20 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71392744||.00|-300.00|.00|.00|.00|-300.00|Web|Sales Discount||
SO-71392744|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71392744||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71392714|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71392714||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71392754|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71392754||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71392716|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71392716||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71392717|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71392717|1|159.00||.00|.00|159.00|159.00|Web|IHA-100359|MAX TRAINER M5 Assembly|Other : Service : In Home Assembly
SO-71392748|1|999.00||199.99|.00|1198.99|999.00|Web|100215|BFX TC5|Cardio : TreadClimber : TreadClimber
SO-71392748|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71392748||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71392764|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71392764||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71392807|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71392718|1|1599.00||169.99|-169.99|1299.00|1599.00|Call Center|100334|BFX XTREME 2SE HOME GYM|Strength : Home Gyms : Rods
SO-71392718||.00|-300.00|.00|.00|.00|-300.00|Call Center|Sales Discount||
SO-71392718|1|99.00||9.99|-9.99|.00|99.00|Call Center|000-7262|Xtreme 60x48 Mat Boxed|Strength : Home Gyms : Accessories
SO-71392718||.00|-99.00|.00|.00|.00|-99.00|Call Center|Sales Discount||
SO-71392718|1|14.99||8.99|-8.99|14.99|14.99|Call Center|001-3649|BFX Rod Rjuvnatr w mini 410 add-on|Strength : Home Gyms : Accessories
SO-71392719|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71392723|1|59.95||5.95|-5.95|59.95|59.95|Web|8006922|BOWFLEX BODY FITNESS SHAKE, FRENCH VANILLA - SINGLES|Nutrition
SO-71392723|1|29.95||4.95|-4.95|29.95|29.95|Web|8006909|BOWFLEX BODY FITNESS BOOST, FAT BURNER, CHOCOLATE|Nutrition
SO-71392728|1|99.00||10.99|.00|109.99|99.00|Web|10071|Rod Pack  410# upgrade|Strength : Home Gyms : Accessories
SO-71392732|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71392732||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71392732|1|159.00||.00|.00|159.00|159.00|Web|IHA-100359|MAX TRAINER M5 Assembly|Other : Service : In Home Assembly
SO-71392726|1|49.99||9.99|-9.99|49.99|49.99|Web|005-0027|Bowflex BMI Daily Calorie Scale|Other : Catalog Sourced
SO-71392726|1|299.00||49.99|-49.99|299.00|299.00|Web|100389|NLS U614 UPRIGHT BIKE|Cardio : Bikes : Upright
SO-71392729|1|99.95||19.95|.00|109.90|99.95|Web|100339|BOWFLEX UPPERCUT KIT|Strength : Other Strength : UpperCut
SO-71392729||.00|-10.00|.00|.00|.00|-10.00|Web|Sales Discount||
SO-71392771|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71392730|1|1599.00||150.00|-150.00|1499.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71392730||.00|-100.00|.00|.00|.00|-100.00|Call Center|Sales Discount||
SO-71392736|1|1599.00||150.00|-150.00|1599.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71392737|1|89.00||19.99|-19.99|89.00|89.00|Call Center|100189|UNI KBK510|Strength : Other Free Weights : Kettlebells
SO-71392737|1|119.00||29.99|-29.99|119.00|119.00|Call Center|003-9069|UNI UB300 Bench|Strength : Other Free Weights : Fixed Benches
SO-71392737|1|23.00||.00|.00|23.00|23.00|Call Center|002-4631|Deluxe Yoga Mat Dk Blue|Other : Catalog Sourced
SO-71392738|1|2199.00||199.99|-199.99|1899.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71392738||.00|-300.00|.00|.00|.00|-300.00|Web|Sales Discount||
SO-71392738|1|249.00||.00|.00|249.00|249.00|Web|IHA-100341|Bowflex TC10 Assembly|Other : Service : In Home Assembly
SO-71392738|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71392738||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71392742|1|2199.00||199.99|-199.99|1899.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71392742||.00|-300.00|.00|.00|.00|-300.00|Web|Sales Discount||
SO-71392742|1|249.00||.00|.00|249.00|249.00|Web|IHA-100341|Bowflex TC10 Assembly|Other : Service : In Home Assembly
SO-71392742|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71392742||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71392750|1|199.00||14.95|.00|213.95|199.00|Web|100248|Core Body Reformer Sales Kit|Alternative Fitness : CoreBody Reformer : CoreBody Reformer
SO-71392758|1|999.00||100.00|.00|1099.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71392758|1|159.00||.00|.00|159.00|159.00|Web|IHA-100358|MAX TRAINER M3 Assembly|Other : Service : In Home Assembly
SO-71392769|1|99.00||9.99|-9.99|98.99|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71392769||.00|-.01|.00|.00|.00|-.01|Web|Sales Discount||
SO-71392769|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71392769||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71392787|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71392819|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71392745|1|599.00||129.99|-129.99|549.00|599.00|Call Center|710000|BFX 1090 Dumbbell Kit|Strength : Selectorized : Weights
SO-71392745||.00|-50.00|.00|.00|.00|-50.00|Call Center|Sales Discount||
SO-71392745|1|139.00||19.99|-19.99|139.00|139.00|Call Center|100300|BFX SelectTech Stand|Strength : Selectorized : Accessories
SO-71392745|1|199.00||29.99|-29.99|199.00|199.00|Call Center|100340|BFX 4.1 Bench|Strength : Selectorized : Adjustable Benches
SO-71392746|1|999.00||100.00|-50.00|1049.00|999.00|Call Center|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71392747|1|2199.00||199.99|-199.99|1898.99|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71392747||.00|-300.00|.00|.00|.00|-300.00|Web|Sales Discount||
SO-71392747||.00|-.01|.00|.00|.00|-.01|Web|Sales Discount||
SO-71392747|1|249.00||.00|.00|249.00|249.00|Web|IHA-100341|Bowflex TC10 Assembly|Other : Service : In Home Assembly
SO-71392747|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71392747||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71392755|1|999.00||100.00|.00|999.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71392755||.00|-100.00||||-100.00|Web|Sales Discount||
SO-71392765|1|999.00||100.00|.00|999.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71392765||.00|-100.00||||-100.00|Web|Sales Discount||
SO-71392759|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71392759|1|159.00||.00|.00|159.00|159.00|Web|IHA-100359|MAX TRAINER M5 Assembly|Other : Service : In Home Assembly
SO-71392790|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71392790||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71392790|1|159.00||.00|.00|159.00|159.00|Web|IHA-100359|MAX TRAINER M5 Assembly|Other : Service : In Home Assembly
SO-71392760|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71392772|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71392775|1|499.00||59.99|.00|558.99|499.00|Web|100338|SCH 270 Recumbent Bike|Cardio : Bikes : Recumbent
SO-71392796|1|2199.00||199.99|-199.99|1899.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71392796||.00|-300.00|.00|.00|.00|-300.00|Web|Sales Discount||
SO-71392796|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71392796||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71392798|1|2199.00||199.99|-199.99|1874.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71392798||.00|-325.00|.00|.00|.00|-325.00|Web|Sales Discount||
SO-71392798|1|249.00||.00|.00|249.00|249.00|Web|IHA-100341|Bowflex TC10 Assembly|Other : Service : In Home Assembly
SO-71392798|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71392798||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71392808|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71392766|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71392776|1|699.00||59.99|.00|658.99|699.00|Web|100251|SCH 520 Reclined Elliptical|Cardio : Ellipticals : Fixed Stride
SO-71392776||.00|-100.00||||-100.00|Web|Sales Discount||
SO-71392793|1|599.00||249.99|-249.99|599.00|599.00|Web|100326|SCH 430 Elliptical|Cardio : Ellipticals : Fixed Stride
SO-71392822|1|2199.00||199.99|-199.99|1899.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71392822||.00|-300.00|.00|.00|.00|-300.00|Web|Sales Discount||
SO-71392822|1|249.00||.00|.00|249.00|249.00|Web|IHA-100341|Bowflex TC10 Assembly|Other : Service : In Home Assembly
SO-71392822|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71392822||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71392825|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71392825||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
