SO-71402915|1|799.00||299.99|-299.99|799.00|799.00|Call Center|100393|NLS T614 TREADMILL|Cardio : Treadmills : Treadmills
SO-71402936||.00|-300.00|.00|.00|.00|-300.00|Call Center|Sales Discount||
SO-71402936|1|199.99||29.99|-29.99|199.99|199.99|Call Center|001-3354|Gym Style Ab Crunch Attachment|Strength : Home Gyms : Accessories
SO-71402936|1|99.00||9.99|-9.99|.00|99.00|Call Center|000-7262|Xtreme 60x48 Mat Boxed|Strength : Home Gyms : Accessories
SO-71402936||.00|-99.00|.00|.00|.00|-99.00|Call Center|Sales Discount||
SO-71402939|1|549.00||69.99|-69.99|549.00|549.00|Web|100388|NLS R616 RECUMBENT BIKE|Cardio : Bikes : Recumbent
SO-71402939|1|129.00||.00|.00|129.00|129.00|Web|IHA-100388|Nautilus R616 Assembly|Other : Service : In Home Assembly
SO-71402940|1|299.00||49.99|.00|348.99|299.00|Web|100389|NLS U614 UPRIGHT BIKE|Cardio : Bikes : Upright
SO-71402949|1|999.00||199.99|.00|1198.99|999.00|Web|100215|BFX TC5|Cardio : TreadClimber : TreadClimber
SO-71402949|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71402949||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71402941|1|399.00||59.99|-59.99|399.00|399.00|Web|100337|SCH 230 Recumbent Bike|Cardio : Bikes : Recumbent
SO-71402943|1|39.99||.00|.00|39.99|39.99|Web|90710|Schwinn Airdyne Reading Stand|Cardio : Bikes : Accessories
SO-71402950|1|74.95||.00|.00|64.95|74.95|Web|004-0605|POWERbreathe IRONMAN Plus (M)|Other : Catalog Sourced
SO-71402950|1|74.95||.00|.00|64.95|74.95|Web|004-0604|POWERbreathe Iron Girl (M)|Other : Catalog Sourced
SO-71402950||.00|-20.00||||-20.00|Web|Sales Discount||
SO-71402953|1|599.00||129.99|-129.99|549.00|599.00|Web|710000|BFX 1090 Dumbbell Kit|Strength : Selectorized : Weights
SO-71402953||.00|-50.00|.00|.00|.00|-50.00|Web|Sales Discount||
SO-71402953|1|139.00||19.99|-19.99|139.00|139.00|Web|100300|BFX SelectTech Stand|Strength : Selectorized : Accessories
SO-71402968|1|139.00||19.99|-19.99|139.00|139.00|Web|100300|BFX SelectTech Stand|Strength : Selectorized : Accessories
SO-71402956|1|599.00||129.99|-129.99|549.00|599.00|Web|710000|BFX 1090 Dumbbell Kit|Strength : Selectorized : Weights
SO-71402956||.00|-50.00|.00|.00|.00|-50.00|Web|Sales Discount||
SO-71402961|1|349.00||.00|.00|349.00|349.00|Web|100131|BFX 552 Dumbbell Kit|Strength : Selectorized : Weights
SO-71402959|1|3299.00||199.99|-199.99|2949.00|3299.00|Call Center|100342|BFX TC20 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71402959||.00|-350.00|.00|.00|.00|-350.00|Call Center|Sales Discount||
SO-71402959|1|99.00||9.99|-9.99|.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71402959||.00|-99.00|.00|.00|.00|-99.00|Call Center|Sales Discount||
SO-71402959|1|14.99||3.99|-3.99|14.99|14.99|Call Center|93067|LUBE N WALK TREAD LUBE KIT|Cardio : TreadClimber : Accessories
SO-71402960|1|349.00||.00|.00|349.00|349.00|Web|100131|BFX 552 Dumbbell Kit|Strength : Selectorized : Weights
SO-71402960|1|199.00||29.99|-29.99|199.00|199.00|Web|100340|BFX 4.1 Bench|Strength : Selectorized : Adjustable Benches
SO-71402963|1|1599.00||150.00|-150.00|1499.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71402963||.00|-100.00|.00|.00|.00|-100.00|Call Center|Sales Discount||
SO-71402964|1|349.00||.00|.00|349.00|349.00|Web|100131|BFX 552 Dumbbell Kit|Strength : Selectorized : Weights
SO-71402964|1|139.00||19.99|.00|158.99|139.00|Web|100300|BFX SelectTech Stand|Strength : Selectorized : Accessories
SO-71402964|1|199.00||29.99|.00|228.99|199.00|Web|100340|BFX 4.1 Bench|Strength : Selectorized : Adjustable Benches
SO-71402964|1|99.00||9.99|.00|108.99|99.00|Web|10172|"BFX 79x37"" Mat"|Strength : Home Gyms : Accessories
SO-71402966|1|999.00||100.00|.00|999.00|999.00|Call Center|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71402966||.00|-100.00||||-100.00|Call Center|Sales Discount||
SO-71402969|1|14.06||.00|.00|14.06|14.06|Call Center|000-7686|110VAC ADAPTR- 9VDC 1A|Other : Parts
SO-71402970|1|99.95||9.95|.00|109.90|99.95|Web|8006920|BOWFLEX BODY FITNESS SHAKE, POUCH, FRENCH VANILLA|Nutrition
SO-71402970|1|29.95||4.95|.00|34.90|29.95|Web|8006909|BOWFLEX BODY FITNESS BOOST, FAT BURNER, CHOCOLATE|Nutrition
SO-71402970|1|39.95||4.95|.00|44.90|39.95|Web|8006914|BOWFLEX BODY FITNESS BOOST, PROTEIN, PEANUT BUTTER|Nutrition
SO-71402970|1|19.95||4.95|.00|24.90|19.95|Web|8006911|BOWFLEX BODY FITNESS BOOST, ANTIOXIDANT, MIXED BERRY|Nutrition
SO-71402970|1|29.95||4.95|.00|34.90|29.95|Web|8006916|BOWFLEX BODY ENERGY BOOST, PRE-WORKOUT, BERRY POMEGRANATE|Nutrition
SO-71402970|1|29.95||4.95|.00|34.90|29.95|Web|8006918|BOWFLEX BODY ENERGY BOOST, DAILY ENERGY, PASSION FRUIT|Nutrition
SO-71402971|1|2199.00||199.99|-199.99|1899.00|2199.00|Call Center|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71402971||.00|-300.00|.00|.00|.00|-300.00|Call Center|Sales Discount||
SO-71402971|1|99.00||9.99|-9.99|.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71402971||.00|-99.00|.00|.00|.00|-99.00|Call Center|Sales Discount||
SO-71402971|1|14.99||3.99|-3.99|14.99|14.99|Call Center|93067|LUBE N WALK TREAD LUBE KIT|Cardio : TreadClimber : Accessories
SO-71402974|1|1599.00||150.00|-150.00|1499.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71402974||.00|-100.00|.00|.00|.00|-100.00|Call Center|Sales Discount||
SO-71402974|1|99.00||9.99|-9.99|99.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71402975|5|44.95||39.95|-39.95|44.95|44.95|Web|000-7183|Revo Handle Kit|Other : Parts
SO-71402976|1|1599.00||169.99|.00|1768.99|1599.00|Web|100334|BFX XTREME 2SE HOME GYM|Strength : Home Gyms : Rods
SO-71402977|1|1.02||.00|.00|1.02|1.02|Call Center|90268|Pin, 1/4 L|Other : Parts
SO-71402977|1|.00||.00|.00|.00|.00|Call Center|51220|Ppro Incln Sprt Brkt Upg Assy|Other : Parts
SO-71402977|1|21.37||.00|.00|21.37|21.37|Call Center|95037|Bowflex Power Pro Rod Base|Other : Parts
SO-71402978|1|599.00||129.99|-129.99|549.00|599.00|Call Center|710000|BFX 1090 Dumbbell Kit|Strength : Selectorized : Weights
SO-71402978||.00|-50.00|.00|.00|.00|-50.00|Call Center|Sales Discount||
SO-71402978|1|99.00||9.99|-9.99|99.00|99.00|Call Center|10172|"BFX 79x37"" Mat"|Strength : Home Gyms : Accessories
SO-71402978|1|199.00||29.99|-29.99|199.00|199.00|Call Center|100340|BFX 4.1 Bench|Strength : Selectorized : Adjustable Benches
SO-71402978|1|139.00||19.99|-19.99|139.00|139.00|Call Center|100300|BFX SelectTech Stand|Strength : Selectorized : Accessories
SO-71402983|1|1599.00||169.99|-169.99|1299.00|1599.00|Web|100334|BFX XTREME 2SE HOME GYM|Strength : Home Gyms : Rods
SO-71402983||.00|-300.00|.00|.00|.00|-300.00|Web|Sales Discount||
SO-71402983|1|99.00||9.99|-9.99|.00|99.00|Web|000-7262|Xtreme 60x48 Mat Boxed|Strength : Home Gyms : Accessories
SO-71402983||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71402984|1|1599.00||150.00|-150.00|1499.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71402984||.00|-100.00|.00|.00|.00|-100.00|Call Center|Sales Discount||
SO-71402985|1|2999.00||199.99|-199.99|2699.00|2999.00|Web|160000|BFX Revolution|Strength : Home Gyms : Spiraflex
SO-71402985||.00|-300.00|.00|.00|.00|-300.00|Web|Sales Discount||
SO-71402985|1|99.00||9.99|-9.99|.00|99.00|Web|000-3667|"BFX Machine Mat 37.5 x 99.5"""|Strength : Home Gyms : Accessories
SO-71402985||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71402987|1|24.99||5.99|.00|30.98|24.99|Web|000-3675|U2 5 Point Foot Harness|Strength : Home Gyms : Accessories
SO-71402991|1|1599.00||150.00|-150.00|1599.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71402991|1|99.00||9.99|-9.99|99.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71402998|1|189.00||.00|.00|.00|189.00|Call Center|SERVICE - WITH PARTS|Technician Visit with product shipping|Other : Service : One Time Visit
SO-71402998||.00|-189.00||||-189.00|Call Center|Sales Discount||
SO-71402999|1|3299.00||199.99|-199.99|2999.00|3299.00|Call Center|100342|BFX TC20 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71402999||.00|-300.00|.00|.00|.00|-300.00|Call Center|Sales Discount||
SO-71402999|1|99.00||9.99|-9.99|.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71402999||.00|-99.00|.00|.00|.00|-99.00|Call Center|Sales Discount||
SO-71402999|1|14.99||3.99|-3.99|14.99|14.99|Call Center|93067|LUBE N WALK TREAD LUBE KIT|Cardio : TreadClimber : Accessories
SO-71403001|1|22.26||.00|.00|.00|22.26|Call Center|13013|B552 5# Weight Plate|Other : Parts
SO-71403001||.00|-22.26||||-22.26|Call Center|Sales Discount||
SO-71403002|1|3299.00||199.99|-199.99|2999.00|3299.00|Call Center|100342|BFX TC20 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71403002||.00|-300.00|.00|.00|.00|-300.00|Call Center|Sales Discount||
SO-71403002|1|99.00||9.99|-9.99|.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71403002||.00|-99.00|.00|.00|.00|-99.00|Call Center|Sales Discount||
SO-71403002|1|249.00||.00|.00|249.00|249.00|Call Center|IHA-100342|Bowflex TC20 Assembly|Other : Service : In Home Assembly
SO-71403002|1|14.99||3.99|-3.99|14.99|14.99|Call Center|93067|LUBE N WALK TREAD LUBE KIT|Cardio : TreadClimber : Accessories
SO-71403003|1|189.00||.00|.00|.00|189.00|Call Center|SERVICE - DIAGNOSTIC/REPEAT VISIT|Technician Visit, no parts ordered|Other : Service : One Time Visit
SO-71403003||.00|-189.00||||-189.00|Call Center|Sales Discount||
SO-71403004|2|99.98||19.98|-19.98|.00|99.98|Call Center|005-0027|Bowflex BMI Daily Calorie Scale|Other : Catalog Sourced
SO-71403004|1|49.95||9.99|-9.99|.00|49.95|Call Center|100386|BOWFLEX BOOST SALES KIT|Alternative Fitness
SO-71403004||.00|-149.93||||-149.93|Call Center|Sales Discount||
SO-71403005|1|2193.00||199.99|-199.99|1868.00|2193.00|Call Center|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71403005||.00|-325.00|.00|.00|.00|-325.00|Call Center|Sales Discount||
SO-71403005|1|99.00||9.99|-9.99|.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71403005||.00|-99.00|.00|.00|.00|-99.00|Call Center|Sales Discount||
SO-71403007|1|20.41||.00|.00|20.41|20.41|Call Center|003-2433|Handlebars (recum mast)  240|Other : Parts
SO-71403008|1|3299.00||199.99|-199.99|2999.00|3299.00|Call Center|100342|BFX TC20 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71403008||.00|-300.00|.00|.00|.00|-300.00|Call Center|Sales Discount||
SO-71403008|1|99.00||9.99|-9.99|.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71403008||.00|-99.00|.00|.00|.00|-99.00|Call Center|Sales Discount||
SO-71403009|1|199.99||29.99|-29.99|199.99|199.99|Call Center|001-3354|Gym Style Ab Crunch Attachment|Strength : Home Gyms : Accessories
SO-71403009|1|29.95||5.99|-5.99|29.95|29.95|Call Center|90640|Mult-T-Curl  Tricep Press Bar|Strength : Home Gyms : Accessories
SO-71403013|1|39.99||.00|.00|39.99|39.99|Web|90710|Schwinn Airdyne Reading Stand|Cardio : Bikes : Accessories
SO-71403015|1|.00||.00|.00|.00|.00|Call Center|004-3885|460 BRACKET KIT|Other : Parts
SO-71403016|1|99.00||9.99|-9.99|.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71403016||.00|-99.00||||-99.00|Call Center|Sales Discount||
SO-71403017|1|199.00||.00|.00|199.00|199.00|Call Center|REMOVAL SERVICE|Removal of Equipment - Standalone|Other : Service
SO-71403018|1|53.58||.00|.00|.00|53.58|Call Center|13008|B552 BFX Slcttch Handle Assy|Other : Parts
SO-71403018||.00|-53.58||||-53.58|Call Center|Sales Discount||
SO-71403020|1|1599.00||150.00|-150.00|1599.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71403023|1|2199.00||199.99|-199.99|1899.00|2199.00|Call Center|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71403023||.00|-300.00|.00|.00|.00|-300.00|Call Center|Sales Discount||
SO-71403023|1|99.00||9.99|-9.99|.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71403023||.00|-99.00|.00|.00|.00|-99.00|Call Center|Sales Discount||
SO-71403023|1|14.99||3.99|-3.99|14.99|14.99|Call Center|93067|LUBE N WALK TREAD LUBE KIT|Cardio : TreadClimber : Accessories
SO-71403025|1|2199.00||199.99|-199.99|1874.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71403025||.00|-325.00|.00|.00|.00|-325.00|Web|Sales Discount||
SO-71403025|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71403025||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71403026|1|18.07||.00|.00|14.46|18.07|Call Center|10046|Rod Pack Holder|Other : Parts
SO-71403026||.00|-3.61||||-3.61|Call Center|Sales Discount||
SO-71403027|1|999.00||199.99|.00|1198.99|999.00|Web|100215|BFX TC5|Cardio : TreadClimber : TreadClimber
SO-71403027|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71403027||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71403036|1|2199.00||199.99|-199.99|1899.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71403036||.00|-300.00|.00|.00|.00|-300.00|Web|Sales Discount||
SO-71403036|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71403036||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71403028|1|14.99||3.99|.00|18.97|14.99|Web|93067|LUBE N WALK TREAD LUBE KIT|Cardio : TreadClimber : Accessories
SO-71403028||.00|-.01|.00|.00|.00|-.01|Web|Sales Discount||
SO-71403038|1|2199.00||199.99|-199.99|1899.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71403038||.00|-300.00|.00|.00|.00|-300.00|Web|Sales Discount||
SO-71403038|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71403038||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71403029|1|1599.00||150.00|-150.00|1499.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71403029||.00|-100.00|.00|.00|.00|-100.00|Call Center|Sales Discount||
SO-71403030|1|3299.00||199.99|-199.99|2999.00|3299.00|Web|100342|BFX TC20 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71403030||.00|-300.00|.00|.00|.00|-300.00|Web|Sales Discount||
SO-71403030|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71403030||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71403046|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71403031|1|21.57||.00|.00|21.57|21.57|Call Center|885-0040|Cable Uppr Console Communicate|Other : Parts
SO-71403031|1|15.38||.00|.00|15.38|15.38|Call Center|885-0039|Cable  Lwr Console Communicate|Other : Parts
SO-71403032|1|999.00||100.00|.00|1099.00|999.00|Call Center|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71403034|1|999.00||199.99|.00|1198.99|999.00|Web|100215|BFX TC5|Cardio : TreadClimber : TreadClimber
SO-71403034|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71403034||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71403035|1|599.00||129.99|-129.99|.00|599.00|Call Center|710000|BFX 1090 Dumbbell Kit|Strength : Selectorized : Weights
SO-71403035|1|139.00||19.99|-19.99|.00|139.00|Call Center|100300|BFX SelectTech Stand|Strength : Selectorized : Accessories
SO-71403035||.00|-738.00||||-738.00|Call Center|Sales Discount||
SO-71403044|1|2199.00||199.99|-199.99|1899.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71403044||.00|-300.00|.00|.00|.00|-300.00|Web|Sales Discount||
SO-71403044|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71403044||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71403037|1|2.60||.00|.00|.00|2.60|Call Center|002-6816|Motor Wire  20 Series|Other : Parts
SO-71403037||.00|-2.60||||-2.60|Call Center|Sales Discount||
SO-71403040|1|3299.00||199.99|-199.99|2999.00|3299.00|Web|100342|BFX TC20 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71403040||.00|-300.00|.00|.00|.00|-300.00|Web|Sales Discount||
SO-71403040|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71403040||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71403041|1|999.00||100.00|.00|1099.00|999.00|Call Center|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71403041|1|159.00||.00|.00|159.00|159.00|Call Center|IHA-100358|MAX TRAINER M3 Assembly|Other : Service : In Home Assembly
SO-71403042|1|57.02||.00|.00|57.02|57.02|Call Center|002-8664|Handle assembly|Other : Parts
SO-71403045|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71403065|1|99.00||9.99|.00|108.99|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71403065|1|999.00||100.00|.00|1099.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71403065|1|159.00||.00|.00|159.00|159.00|Web|IHA-100358|MAX TRAINER M3 Assembly|Other : Service : In Home Assembly
SO-71403071|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71403075|1|999.00||100.00|.00|1099.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71403078|1|1599.00||150.00|-150.00|1598.99|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71403078||.00|-.01|.00|.00|.00|-.01|Web|Sales Discount||
SO-71403078|1|159.00||.00|.00|159.00|159.00|Web|IHA-100359|MAX TRAINER M5 Assembly|Other : Service : In Home Assembly
SO-71403049|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71403050|1|189.00||.00|.00|189.00|189.00|Call Center|SERVICE - DIAGNOSTIC/REPEAT VISIT|Technician Visit, no parts ordered|Other : Service : One Time Visit
SO-71403051|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71403051||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71403055|1|999.00||100.00|-100.00|999.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71403056|1|2199.00||199.99|-199.99|1899.00|2199.00|Call Center|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71403056||.00|-300.00|.00|.00|.00|-300.00|Call Center|Sales Discount||
SO-71403059|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71403058|1|189.00||.00|.00|.00|189.00|Call Center|SERVICE - WITH PARTS|Technician Visit with product shipping|Other : Service : One Time Visit
SO-71403058||.00|-189.00||||-189.00|Call Center|Sales Discount||
SO-71403068|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71403084|1|999.00||100.00|.00|999.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71403084||.00|-100.00||||-100.00|Web|Sales Discount||
SO-71403104|1|599.00||129.99|-129.99|549.00|599.00|Web|710000|BFX 1090 Dumbbell Kit|Strength : Selectorized : Weights
SO-71403104||.00|-50.00|.00|.00|.00|-50.00|Web|Sales Discount||
SO-71403131|1|3299.00||199.99|-199.99|2899.00|3299.00|Call Center|100342|BFX TC20 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71403131||.00|-400.00|.00|.00|.00|-400.00|Call Center|Sales Discount||
SO-71403061|1|1257.54||75.00|-75.00|.00|1257.54|Call Center|8003601|BOX 1,  BOWFLEX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71403061||.00|-1257.54||||-1257.54|Call Center|Sales Discount||
SO-71403063|1|999.00||100.00|.00|999.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71403063||.00|-100.00||||-100.00|Web|Sales Discount||
SO-71403066|1|1599.00||150.00|-150.00|1499.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71403066||.00|-100.00|.00|.00|.00|-100.00|Call Center|Sales Discount||
SO-71403074|1|2199.00||199.99|-199.99|1899.00|2199.00|Call Center|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71403074||.00|-300.00|.00|.00|.00|-300.00|Call Center|Sales Discount||
SO-71403074|1|99.00||9.99|-9.99|.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71403074||.00|-99.00|.00|.00|.00|-99.00|Call Center|Sales Discount||
SO-71403085|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71403099|1|599.00||129.99|.00|728.99|599.00|Web|710000|BFX 1090 Dumbbell Kit|Strength : Selectorized : Weights
SO-71403099|1|199.00||29.99|.00|228.99|199.00|Web|100340|BFX 4.1 Bench|Strength : Selectorized : Adjustable Benches
SO-71403077|1|599.00||249.99|-249.99|599.00|599.00|Call Center|100326|SCH 430 Elliptical|Cardio : Ellipticals : Fixed Stride
SO-71403080|1|199.00||.00|.00|199.00|199.00|Call Center|REMOVAL SERVICE|Removal of Equipment - Standalone|Other : Service
SO-71403098|1|9.99||7.99|.00|17.98|9.99|Web|17100|Handgrip  Adj (Pair)|Other : Parts
SO-71403082|1|18.58||.00|.00|18.58|18.58|Call Center|000-5024|7.5LB Weight Plate Assy DB1090|Other : Parts
SO-71403088|1|1599.00||150.00|-150.00|1499.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71403088||.00|-100.00|.00|.00|.00|-100.00|Call Center|Sales Discount||
SO-71403088|1|99.00||9.99|-9.99|99.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71403088|1|159.00||.00|.00|159.00|159.00|Call Center|IHA-100359|MAX TRAINER M5 Assembly|Other : Service : In Home Assembly
